general,year,tc,ay,eme,mt,tec,total,tc_f,ay_f,eme_f,mt_f,tec_f,total_f
instituto de quimica,1968,27,0,2,0,1,27,0.2222222222222222,0,0,0,0,0.2222222222222222
instituto de quimica,1969,11,0,2,0,1,11,0.18181818181818182,0,0,0,0,0.18181818181818182
instituto de quimica,1970,10,0,2,0,1,10,0.2,0,0,0,0,0.2
instituto de quimica,1971,10,0,2,0,1,10,0.2,0,0,0,0,0.2
instituto de quimica,1972,20,0,2,0,1,20,0.1,0,0,0,0,0.1
instituto de quimica,1973,20,0,2,0,1,20,0.1,0,0,0,0,0.1
instituto de quimica,1974,17,0,2,0,1,19,0.11764705882352941,0,0,0,0,0.10526315789473684
instituto de quimica,1975,20,0,2,0,1,20,0.1,0,0,0,0,0.1
instituto de quimica,1976,17,0,2,0,1,17,0.11764705882352941,0,0,0,0,0.11764705882352941
instituto de quimica,1977,16,0,2,0,1,17,0.125,0,0,0,0,0.11764705882352941
instituto de quimica,1978,15,0,2,0,2,17,0.13333333333333333,0,0,0,0,0.11764705882352941
instituto de quimica,1979,30,0,2,0,8,30,0.06666666666666667,0,0,0,0.125,0.06666666666666667
instituto de quimica,1980,30,0,2,0,15,45,0.06666666666666667,0,0,0,0.13333333333333333,0.08888888888888889
jardin botanico,1966,4,0,0,0,6,4,0,0,0,0,0.5,0
jardin botanico,1967,4,0,0,0,6,4,0,0,0,0,0.5,0
jardin botanico,1968,3,0,0,0,6,3,0,0,0,0,0.5,0
jardin botanico,1969,2,0,0,0,6,2,0,0,0,0,0.5,0
jardin botanico,1970,2,0,0,0,6,2,0,0,0,0,0.5,0
jardin botanico,1971,2,0,0,0,6,2,0,0,0,0,0.5,0
jardin botanico,1972,1,0,0,0,6,1,0,0,0,0,0.5,0
jardin botanico,1973,4,0,0,0,6,10,0.25,0,0,0,0.5,0.4
jardin botanico,1974,4,0,0,0,6,10,0.25,0,0,0,0.5,0.4
jardin botanico,1975,4,0,0,0,6,10,0.25,0,0,0,0.5,0.4
jardin botanico,1976,4,0,0,0,4,4,0.25,0,0,0,0.5,0.25
jardin botanico,1977,5,0,0,0,3,8,0.4,0,0,0,0.6666666666666666,0.5
jardin botanico,1978,25,0,0,0,5,30,0.28,0,0,0,0.4,0.3
jardin botanico,1979,4,0,0,0,2,6,0.5,0,0,0,0.5,0.5
observatorio astronomico nacional,1960,3,3,1,2,4,7,0,0.3333333333333333,0,0.5,0,0.14285714285714285
observatorio astronomico nacional,1962,5,3,1,2,4,6,0,0.3333333333333333,0,0.5,0,0
observatorio astronomico nacional,1963,5,3,1,2,4,8,0,0.3333333333333333,0,0.5,0,0.125
observatorio astronomico nacional,1964,8,3,1,3,4,11,0,0.3333333333333333,0,0.3333333333333333,0,0.09090909090909091
observatorio astronomico nacional,1965,8,3,1,2,4,11,0,0.3333333333333333,0,0.5,0,0.09090909090909091
observatorio astronomico nacional,1966,11,3,1,2,4,13,0.2727272727272727,0.3333333333333333,0,0.5,0,0.3076923076923077
observatorio astronomico nacional,1967,8,3,1,2,4,10,0,0.3333333333333333,0,0.5,0,0.1
observatorio astronomico nacional,1968,8,3,1,2,4,9,0,0.3333333333333333,0,0.5,0,0.1111111111111111
observatorio astronomico nacional,1969,7,3,1,2,4,9,0,0.3333333333333333,0,0.5,0,0.1111111111111111
observatorio astronomico nacional,1970,6,3,1,2,4,8,0,0.3333333333333333,0,0.5,0,0.125
observatorio astronomico nacional,1971,6,3,1,2,4,8,0,0.3333333333333333,0,0.5,0,0.125
observatorio astronomico nacional,1972,6,3,1,2,4,7,0,0.3333333333333333,0,0.5,0,0.14285714285714285
observatorio astronomico nacional,1973,5,3,1,2,4,7,0,0.3333333333333333,0,0.5,0,0
observatorio astronomico nacional,1974,4,3,1,2,4,6,0,0.3333333333333333,0,0.5,0,0
observatorio astronomico nacional,1975,4,3,1,2,4,6,0,0.3333333333333333,0,0.5,0,0
observatorio astronomico nacional,1976,4,3,1,2,4,5,0,0.3333333333333333,0,0.5,0,0
observatorio astronomico nacional,1977,3,3,1,2,4,5,0,0.3333333333333333,0,0.5,0,0
observatorio astronomico nacional,1978,2,3,1,2,4,4,0,0.3333333333333333,0,0.5,0,0
observatorio astronomico nacional,1979,2,3,1,2,4,6,0,0.3333333333333333,0,0.5,0,0
oficina regional noroeste hermosillo,1978,1,0,0,0,0,1,0,0,0,0,0,0
oficina regional noroeste hermosillo,1979,1,0,0,0,0,1,0,0,0,0,0,0
