general,year,num_Salones_de_clase,cap_Salones_de_clase,num_bibliotecas,cap_bibliotecas,num_auditorios,cap_auditorios,num_laboratorios,cap_laboratorios,num_talleres_de_docencia,cap_talleres_de_docencia,num_cubiculos,cap_cubiculos,num_cafeterias,cap_cafeterias,num_oficinas_administrativas,cap_oficinas_administrativas
instituto de investigaciones antropologicas,1975,0,0,1,0,0,0,2,6,0,0,6,12,0,0,0,0
instituto de investigaciones antropologicas,1976,0,0,1,0,0,0,2,6,0,0,6,12,0,0,0,0
instituto de investigaciones antropologicas,1977,0,0,1,0,0,0,2,6,0,0,6,12,0,0,0,0
instituto de investigaciones antropologicas,1978,0,0,1,0,0,0,2,6,0,0,6,12,0,0,0,0
instituto de investigaciones antropologicas,1979,0,0,1,0,0,0,2,6,0,0,6,12,0,0,0,0
instituto de investigaciones antropologicas,1980,0,0,1,0,0,0,2,6,0,0,6,12,0,0,0,0
centro de estudios literarios,1967,2,30,1,30,0,0,2,7,0,0,2,5,0,0,1,6
centro de estudios literarios,1968,2,30,1,30,0,0,2,7,0,0,2,5,0,0,1,6
centro de estudios literarios,1969,2,30,1,30,0,0,2,7,0,0,2,5,0,0,1,6
centro de estudios literarios,1970,2,30,1,30,0,0,2,7,0,0,2,5,0,0,1,6
centro de estudios literarios,1971,2,30,1,30,0,0,2,7,0,0,2,5,0,0,1,6
centro de estudios literarios,1972,2,30,1,30,0,0,2,7,0,0,2,5,0,0,1,6
centro de estudios literarios,1973,2,30,1,30,0,0,2,7,0,0,2,5,0,0,1,6
centro de estudios literarios,1974,2,30,1,30,0,0,2,7,0,0,2,5,0,0,1,6
centro de estudios literarios,1975,2,30,1,30,0,0,2,7,0,0,2,5,0,0,1,6
centro de estudios literarios,1976,2,30,1,30,0,0,2,7,0,0,2,5,0,0,1,6
centro de estudios literarios,1977,2,30,1,30,0,0,2,7,0,0,2,5,0,0,1,6
centro de estudios literarios,1978,2,30,1,30,0,0,2,7,0,0,2,5,0,0,1,6
centro de estudios literarios,1979,2,30,1,30,0,0,2,7,0,0,2,5,0,0,1,6
centro de estudios literarios,1980,2,30,1,30,0,0,2,7,0,0,2,5,0,0,1,6
instituto de investigaciones en matematicas aplicadas y sistemas,1967,12,113,1,16,0,0,5,5,1,10,16,28,1,70,16,25
instituto de investigaciones en matematicas aplicadas y sistemas,1968,12,123,1,17,0,0,4,8,1,10,16,28,1,70,17,28
instituto de investigaciones en matematicas aplicadas y sistemas,1969,12,133,1,18,0,0,2,10,1,10,16,28,1,70,18,30
instituto de investigaciones en matematicas aplicadas y sistemas,1970,9,129,1,18,0,0,2,10,1,10,19,35,1,70,18,30
instituto de investigaciones en matematicas aplicadas y sistemas,1971,6,124,1,19,0,0,2,10,1,10,22,43,1,70,18,30
instituto de investigaciones en matematicas aplicadas y sistemas,1972,3,120,1,20,0,0,2,10,1,10,25,50,1,70,18,30
instituto de investigaciones en matematicas aplicadas y sistemas,1973,3,120,1,20,0,0,2,10,1,10,25,50,1,70,18,30
instituto de investigaciones en matematicas aplicadas y sistemas,1974,3,120,1,20,0,0,2,10,1,10,25,50,1,70,18,30
instituto de investigaciones en matematicas aplicadas y sistemas,1975,3,120,1,20,0,0,2,10,1,10,25,50,1,70,18,30
instituto de investigaciones en matematicas aplicadas y sistemas,1976,3,120,1,20,0,0,2,10,1,10,25,50,1,70,18,30
instituto de investigaciones en matematicas aplicadas y sistemas,1977,3,120,1,20,0,0,2,10,1,10,25,50,1,70,18,30
instituto de investigaciones en matematicas aplicadas y sistemas,1978,3,120,1,20,0,0,2,10,1,10,25,50,1,70,18,30
instituto de investigaciones en matematicas aplicadas y sistemas,1979,3,120,1,20,0,0,2,10,1,10,25,50,1,70,18,30
instituto de investigaciones en matematicas aplicadas y sistemas,1980,3,120,1,20,0,0,2,10,1,10,25,50,1,70,18,30
instituto de investigaciones en materiales,1972,0,0,0,0,0,0,3,6,1,4,9,18,0,0,0,0
instituto de investigaciones en materiales,1973,0,0,0,0,0,0,3,6,1,4,9,18,0,0,0,0
instituto de investigaciones en materiales,1974,0,0,0,0,0,0,3,6,1,4,9,18,0,0,0,0
instituto de investigaciones en materiales,1975,0,0,0,0,0,0,3,6,1,4,9,18,0,0,0,0
instituto de investigaciones en materiales,1976,0,0,0,0,0,0,3,6,1,4,9,18,0,0,0,0
instituto de investigaciones en materiales,1977,0,0,0,0,0,0,3,6,1,4,9,18,0,0,0,0
instituto de investigaciones en materiales,1978,0,0,0,0,0,0,3,6,1,4,9,18,0,0,0,0
instituto de investigaciones en materiales,1979,0,0,0,0,0,0,3,6,1,4,9,18,0,0,0,0
instituto de investigaciones en materiales,1980,0,0,0,0,0,0,3,6,1,4,9,18,0,0,0,0
centro de estudios nucleares,1972,0,0,1,6,0,0,2,16,1,3,0,0,0,0,0,0
centro de estudios nucleares,1973,0,0,1,6,0,0,2,16,1,3,0,0,0,0,0,0
centro de estudios nucleares,1974,0,0,1,6,0,0,2,16,1,3,0,0,0,0,0,0
centro de estudios nucleares,1975,0,0,1,6,0,0,2,16,1,3,0,0,0,0,0,0
centro de estudios nucleares,1976,0,0,1,6,0,0,2,16,1,3,0,0,0,0,0,0
centro de estudios nucleares,1977,0,0,1,6,0,0,2,16,1,3,0,0,0,0,0,0
centro de estudios nucleares,1978,0,0,1,6,0,0,2,16,1,3,0,0,0,0,0,0
centro de estudios nucleares,1979,0,0,1,6,0,0,2,16,1,3,0,0,0,0,0,0
centro de estudios nucleares,1980,0,0,1,6,0,0,2,16,1,3,0,0,0,0,0,0
instituto de astronomia,1969,0,0,1,20,1,25,3,7,1,2,12,62,0,1,14,34
instituto de astronomia,1970,0,0,1,20,1,25,4,9,1,3,17,57,0,1,14,34
instituto de astronomia,1971,0,0,1,20,1,25,5,10,2,5,21,53,0,1,14,34
instituto de astronomia,1972,0,0,1,20,1,25,6,12,2,6,26,48,0,1,14,34
instituto de astronomia,1973,0,0,1,20,1,25,6,12,2,6,26,48,0,1,14,34
instituto de astronomia,1974,0,0,1,20,1,25,6,12,2,6,26,48,0,1,14,34
instituto de astronomia,1975,0,0,1,20,1,25,6,12,2,6,26,48,0,1,14,34
instituto de astronomia,1976,0,0,1,20,1,25,6,12,2,6,26,48,0,1,14,34
instituto de astronomia,1977,0,0,1,20,1,25,6,12,2,6,26,48,0,1,14,34
instituto de astronomia,1978,0,0,1,20,1,25,6,12,2,6,26,48,0,1,14,34
instituto de astronomia,1979,0,0,1,20,1,25,6,12,2,6,26,48,0,1,14,34
instituto de astronomia,1980,0,0,1,20,1,25,6,12,2,6,26,48,0,1,14,34
instituto de biologia,1967,0,0,2,28,1,67,18,89,1,6,23,39,20,1,6,20
instituto de biologia,1968,0,0,2,28,1,67,18,89,1,6,23,39,20,1,7,22
instituto de biologia,1969,0,0,2,28,1,67,18,89,1,6,23,39,20,1,8,25
instituto de biologia,1970,0,0,2,28,1,67,18,89,1,6,23,39,20,1,8,25
instituto de biologia,1971,0,0,2,28,1,67,18,89,1,6,23,39,20,1,8,25
instituto de biologia,1972,0,0,2,28,1,67,18,89,1,6,23,39,20,1,8,25
instituto de biologia,1973,0,0,2,28,1,67,18,89,1,6,23,39,20,1,8,25
instituto de biologia,1974,0,0,2,28,1,67,18,89,1,6,23,39,20,1,8,25
instituto de biologia,1975,0,0,2,28,1,67,18,89,1,6,23,39,20,1,8,25
instituto de biologia,1976,0,0,2,28,1,67,18,89,1,6,23,39,20,1,8,25
instituto de biologia,1977,0,0,2,28,1,67,18,89,1,6,23,39,20,1,8,25
instituto de biologia,1978,0,0,2,28,1,67,18,89,1,6,23,39,20,1,8,25
instituto de biologia,1979,0,0,2,28,1,67,18,89,1,6,23,39,20,1,8,25
instituto de biologia,1980,0,0,2,28,1,67,18,89,1,6,23,39,20,1,8,25
instituto de fisica,1967,1,35,1,9,0,0,3,21,1,2,14,49,0,0,8,39
instituto de fisica,1968,1,35,1,9,0,0,6,24,1,2,14,49,0,0,14,72
instituto de fisica,1969,1,35,1,9,0,0,9,28,1,2,14,49,0,0,21,106
instituto de fisica,1970,1,35,1,9,0,0,9,28,1,2,14,49,0,0,21,106
instituto de fisica,1971,1,35,1,9,0,0,9,28,1,2,14,49,0,0,21,106
instituto de fisica,1972,1,35,1,9,0,0,9,28,1,2,14,49,0,0,21,106
instituto de fisica,1973,1,35,1,9,0,0,9,28,1,2,14,49,0,0,21,106
instituto de fisica,1974,1,35,1,9,0,0,9,28,1,2,14,49,0,0,21,106
instituto de fisica,1975,1,35,1,9,0,0,9,28,1,2,14,49,0,0,21,106
instituto de fisica,1976,1,35,1,9,0,0,9,28,1,2,14,49,0,0,21,106
instituto de fisica,1977,1,35,1,9,0,0,9,28,1,2,14,49,0,0,21,106
instituto de fisica,1978,1,35,1,9,0,0,9,28,1,2,14,49,0,0,21,106
instituto de fisica,1979,1,35,1,9,0,0,9,28,1,2,14,49,0,0,21,106
instituto de fisica,1980,1,35,1,9,0,0,9,28,1,2,14,49,0,0,21,106
instituto de geofisica,1967,5,53,2,30,0,0,28,58,3,12,25,83,0,0,12,29
instituto de geofisica,1968,4,52,2,27,0,0,19,43,4,12,25,83,0,0,24,78
instituto de geofisica,1969,3,52,2,24,0,0,10,28,5,12,25,83,0,0,36,127
instituto de geofisica,1970,3,51,1,20,0,0,9,24,5,13,39,107,0,0,36,127
instituto de geofisica,1971,2,51,1,17,0,0,9,20,5,14,53,130,0,0,36,127
instituto de geofisica,1972,1,50,1,14,0,0,8,16,5,15,67,154,0,0,36,127
instituto de geofisica,1973,1,50,1,14,0,0,8,16,5,15,67,154,0,0,36,127
instituto de geofisica,1974,1,50,1,14,0,0,8,16,5,15,67,154,0,0,36,127
instituto de geofisica,1975,1,50,1,14,0,0,8,16,5,15,67,154,0,0,36,127
instituto de geofisica,1976,1,50,1,14,0,0,8,16,5,15,67,154,0,0,36,127
instituto de geofisica,1977,1,50,1,14,0,0,8,16,5,15,67,154,0,0,36,127
instituto de geofisica,1978,1,50,1,14,0,0,8,16,5,15,67,154,0,0,36,127
instituto de geofisica,1979,1,50,1,14,0,0,8,16,5,15,67,154,0,0,36,127
instituto de geofisica,1980,1,50,1,14,0,0,8,16,5,15,67,154,0,0,36,127
instituto de geografia,1967,7,12,1,20,0,0,14,47,13,32,11,22,0,0,3,6
instituto de geografia,1968,4,21,1,20,0,0,12,39,13,32,11,22,0,0,6,26
instituto de geografia,1969,1,30,1,20,0,0,9,30,13,32,11,21,0,0,9,47
instituto de geografia,1970,1,32,1,20,0,0,7,22,13,32,15,29,0,0,9,47
instituto de geografia,1971,1,34,1,20,0,0,4,13,13,32,19,36,0,0,9,47
instituto de geografia,1972,1,36,1,20,0,0,2,5,13,32,23,44,0,0,9,47
instituto de geografia,1973,1,36,1,20,0,0,2,5,13,32,23,44,0,0,9,47
instituto de geografia,1974,1,36,1,20,0,0,2,5,13,32,23,44,0,0,9,47
instituto de geografia,1975,1,36,1,20,0,0,2,5,13,32,23,44,0,0,9,47
instituto de geografia,1976,1,36,1,20,0,0,2,5,13,32,23,44,0,0,9,47
instituto de geografia,1977,1,36,1,20,0,0,2,5,13,32,23,44,0,0,9,47
instituto de geografia,1978,1,36,1,20,0,0,2,5,13,32,23,44,0,0,9,47
instituto de geografia,1979,1,36,1,20,0,0,2,5,13,32,23,44,0,0,9,47
instituto de geografia,1980,1,36,1,20,0,0,2,5,13,32,23,44,0,0,9,47
instituto de geologia,1967,5,53,1,36,0,0,30,60,2,30,40,78,1,14,6,22
instituto de geologia,1968,5,38,1,36,0,0,30,60,2,30,40,78,1,14,9,26
instituto de geologia,1969,5,23,1,36,0,0,30,60,2,30,40,78,1,14,12,29
instituto de geologia,1970,4,27,1,36,0,0,29,53,2,22,36,70,1,14,12,29
instituto de geologia,1971,2,30,1,36,0,0,28,47,2,14,31,62,1,14,12,29
instituto de geologia,1972,1,34,1,36,0,0,27,40,2,6,27,54,1,14,12,29
instituto de geologia,1973,1,34,1,36,0,0,27,40,2,6,27,54,1,14,12,29
instituto de geologia,1974,1,34,1,36,0,0,27,40,2,6,27,54,1,14,12,29
instituto de geologia,1975,1,34,1,36,0,0,27,40,2,6,27,54,1,14,12,29
instituto de geologia,1976,1,34,1,36,0,0,27,40,2,6,27,54,1,14,12,29
instituto de geologia,1977,1,34,1,36,0,0,27,40,2,6,27,54,1,14,12,29
instituto de geologia,1978,1,34,1,36,0,0,27,40,2,6,27,54,1,14,12,29
instituto de geologia,1979,1,34,1,36,0,0,27,40,2,6,27,54,1,14,12,29
instituto de geologia,1980,1,34,1,36,0,0,27,40,2,6,27,54,1,14,12,29
centro de ciencias de la tierra,1972,0,0,0,0,0,0,0,0,1,0,4,8,0,0,0,0
centro de ciencias de la tierra,1973,0,0,0,0,0,0,0,0,1,0,4,8,0,0,0,0
centro de ciencias de la tierra,1974,0,0,0,0,0,0,0,0,1,0,4,8,0,0,0,0
centro de ciencias de la tierra,1975,0,0,0,0,0,0,0,0,1,0,4,8,0,0,0,0
centro de ciencias de la tierra,1976,0,0,0,0,0,0,0,0,1,0,4,8,0,0,0,0
centro de ciencias de la tierra,1977,0,0,0,0,0,0,0,0,1,0,4,8,0,0,0,0
centro de ciencias de la tierra,1978,0,0,0,0,0,0,0,0,1,0,4,8,0,0,0,0
centro de ciencias de la tierra,1979,0,0,0,0,0,0,0,0,1,0,4,8,0,0,0,0
centro de ciencias de la tierra,1980,0,0,0,0,0,0,0,0,1,0,4,8,0,0,0,0
instituto de investigaciones biomedicas,1967,1,44,1,16,1,0,10,28,5,20,26,26,22,0,36,127
instituto de investigaciones biomedicas,1968,1,44,1,15,1,0,14,64,3,11,26,26,22,0,21,74
instituto de investigaciones biomedicas,1969,1,44,1,14,1,0,18,100,1,2,26,26,22,0,6,20
instituto de investigaciones biomedicas,1970,1,44,1,12,1,0,20,87,1,2,26,26,22,0,6,20
instituto de investigaciones biomedicas,1971,1,44,1,11,1,0,23,73,1,3,26,26,22,0,6,20
instituto de investigaciones biomedicas,1972,1,44,1,10,1,0,25,60,1,3,26,26,22,0,6,20
instituto de investigaciones biomedicas,1973,1,44,1,10,1,0,25,60,1,3,26,26,22,0,6,20
instituto de investigaciones biomedicas,1974,1,44,1,10,1,0,25,60,1,3,26,26,22,0,6,20
instituto de investigaciones biomedicas,1975,1,44,1,10,1,0,25,60,1,3,26,26,22,0,6,20
instituto de investigaciones biomedicas,1976,1,44,1,10,1,0,25,60,1,3,26,26,22,0,6,20
instituto de investigaciones biomedicas,1977,1,44,1,10,1,0,25,60,1,3,26,26,22,0,6,20
instituto de investigaciones biomedicas,1978,1,44,1,10,1,0,25,60,1,3,26,26,22,0,6,20
instituto de investigaciones biomedicas,1979,1,44,1,10,1,0,25,60,1,3,26,26,22,0,6,20
instituto de investigaciones biomedicas,1980,1,44,1,10,1,0,25,60,1,3,26,26,22,0,6,20
instituto de matematicas,1967,1,40,1,24,0,0,3,3,1,30,18,48,0,0,9,15
instituto de matematicas,1968,1,40,1,24,0,0,3,3,1,30,18,98,0,0,8,28
instituto de matematicas,1969,1,40,1,24,0,0,3,3,1,30,18,148,0,0,8,42
instituto de matematicas,1970,1,40,1,24,0,0,3,3,1,30,19,108,0,0,8,42
instituto de matematicas,1971,1,40,1,24,0,0,3,3,1,30,19,68,0,0,8,42
instituto de matematicas,1972,1,40,1,24,0,0,3,3,1,30,20,28,0,0,8,42
instituto de matematicas,1973,1,40,1,24,0,0,3,3,1,30,20,28,0,0,8,42
instituto de matematicas,1974,1,40,1,24,0,0,3,3,1,30,20,28,0,0,8,42
instituto de matematicas,1975,1,40,1,24,0,0,3,3,1,30,20,28,0,0,8,42
instituto de matematicas,1976,1,40,1,24,0,0,3,3,1,30,20,28,0,0,8,42
instituto de matematicas,1977,1,40,1,24,0,0,3,3,1,30,20,28,0,0,8,42
instituto de matematicas,1978,1,40,1,24,0,0,3,3,1,30,20,28,0,0,8,42
instituto de matematicas,1979,1,40,1,24,0,0,3,3,1,30,20,28,0,0,8,42
instituto de matematicas,1980,1,40,1,24,0,0,3,3,1,30,20,28,0,0,8,42
instituto de quimica,1967,1,35,1,514,0,0,1,4,4,12,3,5,0,0,12,113
instituto de quimica,1968,1,35,1,419,0,0,8,31,3,8,3,5,0,0,8,68
instituto de quimica,1969,1,35,1,324,0,0,14,58,2,3,3,5,0,0,5,22
instituto de quimica,1970,1,38,1,230,0,0,13,58,2,9,3,5,0,0,5,22
instituto de quimica,1971,1,42,1,135,0,0,11,57,2,14,3,5,0,0,5,22
instituto de quimica,1972,1,45,1,40,0,0,10,57,2,20,3,5,0,0,5,22
instituto de quimica,1973,1,45,1,40,0,0,10,57,2,20,3,5,0,0,5,22
instituto de quimica,1974,1,45,1,40,0,0,10,57,2,20,3,5,0,0,5,22
instituto de quimica,1975,1,45,1,40,0,0,10,57,2,20,3,5,0,0,5,22
instituto de quimica,1976,1,45,1,40,0,0,10,57,2,20,3,5,0,0,5,22
instituto de quimica,1977,1,45,1,40,0,0,10,57,2,20,3,5,0,0,5,22
instituto de quimica,1978,1,45,1,40,0,0,10,57,2,20,3,5,0,0,5,22
instituto de quimica,1979,1,45,1,40,0,0,10,57,2,20,3,5,0,0,5,22
instituto de quimica,1980,1,45,1,40,0,0,10,57,2,20,3,5,0,0,5,22
instituto de ingenieria,1965,7,12,1,8,0,0,9,4,2,32,34,68,0,0,3,5
instituto de ingenieria,1966,7,12,1,8,0,0,5,4,5,32,28,61,0,0,3,5
instituto de ingenieria,1967,7,12,1,8,0,0,1,4,8,32,22,54,0,0,3,5
instituto de ingenieria,1968,4,12,1,8,0,0,8,26,10,32,22,54,0,0,3,6
instituto de ingenieria,1969,1,12,1,8,0,0,14,47,13,32,22,54,0,0,3,6
instituto de ingenieria,1970,1,12,1,8,0,0,14,47,13,32,22,54,0,0,3,6
instituto de ingenieria,1971,1,12,1,8,0,0,14,47,13,32,22,54,0,0,3,6
instituto de ingenieria,1972,1,12,1,8,0,0,14,47,13,32,22,54,0,0,3,6
instituto de ingenieria,1973,1,12,1,8,0,0,14,47,13,32,22,54,0,0,3,6
instituto de ingenieria,1974,1,12,1,8,0,0,14,47,13,32,22,54,0,0,3,6
instituto de ingenieria,1975,1,12,1,8,0,0,14,47,13,32,22,54,0,0,3,6
instituto de ingenieria,1976,1,12,1,8,0,0,14,47,13,32,22,54,0,0,3,6
instituto de ingenieria,1977,1,12,1,8,0,0,14,47,13,32,22,54,0,0,3,6
instituto de ingenieria,1978,1,12,1,8,0,0,14,47,13,32,22,54,0,0,3,6
instituto de ingenieria,1979,1,12,1,8,0,0,14,47,13,32,22,54,0,0,3,6
instituto de ingenieria,1980,1,12,1,8,0,0,14,47,13,32,22,54,0,0,3,6
observatorio astronomico nacional,1967,0,0,1,720,0,0,2,4,0,0,12,46,0,0,0,0
observatorio astronomico nacional,1968,0,0,1,720,0,0,2,4,0,0,12,46,0,0,0,0
observatorio astronomico nacional,1969,0,0,1,720,0,0,2,4,0,0,12,46,0,0,0,0
observatorio astronomico nacional,1970,0,0,1,720,0,0,2,4,0,0,12,46,0,0,0,0
observatorio astronomico nacional,1971,0,0,1,720,0,0,2,4,0,0,12,46,0,0,0,0
observatorio astronomico nacional,1972,0,0,1,720,0,0,2,4,0,0,12,46,0,0,0,0
observatorio astronomico nacional,1973,0,0,1,720,0,0,2,4,0,0,12,46,0,0,0,0
observatorio astronomico nacional,1974,0,0,1,720,0,0,2,4,0,0,12,46,0,0,0,0
observatorio astronomico nacional,1975,0,0,1,720,0,0,2,4,0,0,12,46,0,0,0,0
observatorio astronomico nacional,1976,0,0,1,720,0,0,2,4,0,0,12,46,0,0,0,0
observatorio astronomico nacional,1977,0,0,1,720,0,0,2,4,0,0,12,46,0,0,0,0
observatorio astronomico nacional,1978,0,0,1,720,0,0,2,4,0,0,12,46,0,0,0,0
observatorio astronomico nacional,1979,0,0,1,720,0,0,2,4,0,0,12,46,0,0,0,0
observatorio astronomico nacional,1980,0,0,1,720,0,0,2,4,0,0,12,46,0,0,0,0
cele,1967,4,93,0,0,1,60,4,125,0,0,3,6,0,0,9,23
cele,1968,4,93,0,0,1,60,4,125,0,0,3,5,0,0,9,23
cele,1969,4,93,0,0,1,60,4,125,0,0,3,4,0,0,9,23
cele,1970,4,95,0,0,1,60,4,125,0,0,3,5,0,0,9,23
cele,1971,4,98,0,0,1,60,4,125,0,0,3,5,0,0,9,23
cele,1972,4,100,0,0,1,60,4,125,0,0,3,6,0,0,9,23
cele,1973,4,100,0,0,1,60,4,125,0,0,3,6,0,0,9,23
cele,1974,4,100,0,0,1,60,4,125,0,0,3,6,0,0,9,23
cele,1975,4,100,0,0,1,60,4,125,0,0,3,6,0,0,9,23
cele,1976,4,100,0,0,1,60,4,125,0,0,3,6,0,0,9,23
cele,1977,4,100,0,0,1,60,4,125,0,0,3,6,0,0,9,23
cele,1978,4,100,0,0,1,60,4,125,0,0,3,6,0,0,9,23
cele,1979,4,100,0,0,1,60,4,125,0,0,3,6,0,0,9,23
cele,1980,4,100,0,0,1,60,4,125,0,0,3,6,0,0,9,23
cuec,1969,3,20,1,10,0,0,1,6,1,6,0,0,1,10,2,14
cuec,1970,3,20,1,10,0,0,1,6,1,6,0,0,1,10,2,14
cuec,1971,3,20,1,10,0,0,1,6,1,6,0,0,1,10,2,14
cuec,1972,3,20,1,10,0,0,1,6,1,6,0,0,1,10,2,14
cuec,1973,3,20,1,10,0,0,1,6,1,6,0,0,1,10,2,14
cuec,1974,3,20,1,10,0,0,1,6,1,6,0,0,1,10,2,14
cuec,1975,3,20,1,10,0,0,1,6,1,6,0,0,1,10,2,14
cuec,1976,3,20,1,10,0,0,1,6,1,6,0,0,1,10,2,14
cuec,1977,3,20,1,10,0,0,1,6,1,6,0,0,1,10,2,14
cuec,1978,3,20,1,10,0,0,1,6,1,6,0,0,1,10,2,14
cuec,1979,3,20,1,10,0,0,1,6,1,6,0,0,1,10,2,14
cuec,1980,3,20,1,10,0,0,1,6,1,6,0,0,1,10,2,14
