year,dep,eme_h,eme_m,tc_tit_t_h,tc_tit_t_m,tc_tit_a_h,tc_tit_a_m,tc_tit_b_h,tc_tit_b_m,tc_tit_c_h,tc_tit_c_m,mt_tit_a_h,mt_tit_a_m,mt_tit_b_h,mt_tit_b_m,mt_tit_c_h,mt_tit_c_m,tc_ass_a_h,tc_ass_a_m,tc_ass_b_h,tc_ass_b_m,tc_ass_c_h,tc_ass_c_m,mt_ass_a_h,mt_ass_a_m,mt_ass_b_h,mt_ass_b_m,mt_ass_c_h,mt_ass_c_m,cat_a_h,cat_a_m,cat_b_h,cat_b_m,cat_c_h,cat_c_m,ayu_a_h,ayu_a_m,ayu_b_h,ayu_b_m,ayu_c_h,ayu_c_m,ordcarr_h,ordcarr_m,teoprac_h,teoprac_m,instruc_h,instruc_m,conferenc_s,aycat_h,aycat_m,pasoc_h,pasoc_m,preplab_h,preplab_m,coord_h,coord_m,aylab_h,aylab_m,otros_h,otros_m,total_h,total_m
1970,CI Arq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,ENAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,1,29,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,FC,,,,,12,1,,,,,5,,7,,,,,,,,,,,,,,,,49,13,71,30,197,98,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,FCPyS,,,,,8,,6,2,,,2,,1,,,,,,,,,,,,,,,,24,3,50,7,43,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,FCA,,,,,10,3,2,1,,,,,1,,,,,,,,,,,,,,,,137,5,217,19,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,FD,1,,,,6,1,1,1,,,12,,11,2,,,,,,,,,,,,,,,107,7,182,31,39,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,ENE,3,,,,4,1,2,,,,22,1,,,,,,,,,,,,,,,,,39,3,23,4,46,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,ENEO,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,36,26,21,21,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,FFyL,2,,,,15,2,13,8,,,6,2,30,9,,,,,,,,,,,,,,,118,47,119,85,41,36,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,FI,,,,,,,,,,,33,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,II,,,,,,,,,,,13,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,FM,,,,,,,,,,,12,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,FMVZ,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,ENM,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,22,15,29,15,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,ENO,,,,,9,3,2,1,,,2,,1,,,,,,,,,,,,,,,,78,2,61,4,75,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,FQ,1,,,,,,,,,,4,5,1,,,,,,,,,,,,,,,,55,7,63,14,97,98,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,ENP,2,,,,14,6,2,6,,,1,4,,1,,,,,,,,,,,,,,,532,305,536,358,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,CCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,175,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,ENA,2,,,,,,,1,,,3,1,18,,,,,,,,,,,,,,,,142,9,362,42,36,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,ENAP,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,31,2,35,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,FC,,,,,10,2,,,,,3,,3,,,,,,,,,,,,,,,,19,4,70,28,143,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,FCPyS,,,,,10,,1,1,,,,,,,,,,,,,,,,,,,,,19,2,80,11,45,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,FCA,,,,,11,4,8,1,,,,,,,,,,,,,,,,,,,,,140,2,318,31,13,4,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1971,FD,1,,,,5,1,,,,,10,,2,,,,,,,,,,,,,,,,90,2,163,28,33,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,ENE,3,,,,5,1,2,,,,14,2,1,,,,,,,,,,,,,,,,34,3,57,11,50,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,ENEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,21,23,26,6,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,FFyL,2,,,,5,1,11,8,,,3,2,8,,,,,,,,,,,,,,,,76,40,73,64,48,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,FI,,,,,18,,1,,,,37,,1,,,,,,,,,,,,,,,,177,,361,2,96,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,II,,,,,7,,5,,,,,,,,,,,,,,,,,,,,,,8,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,FM,3,,,,27,2,15,3,1,,9,,17,,,,,,,,,,,,,,,,290,6,862,67,1044,166,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1971,FMVZ,,,,,22,7,,,,,4,,,,,,,,,,,,,,,,,,35,4,26,2,35,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,ENM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,15,28,15,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,ENO,,,,,2,1,2,,,,2,,,,,,,,,,,,,,,,,,85,4,60,7,63,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,FQ,1,,,,21,8,4,3,,,11,5,3,,,,,,,,,,,,,,,,55,11,82,19,136,102,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,CELE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,CELiterarios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,BN,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,IIEc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,IIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,IIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,IIJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,IIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,CCE,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,CI Materiales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,Igeogísica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,Igeografía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,Igeología,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,IIBiomédicas,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,IQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,CELiterarios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,IIEc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,IIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,IIF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,IIJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,IIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,CIMASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,CIMateriales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,CEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,Ibio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,Chamela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,Igeogísica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,Igeografía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,Igeología,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,IIBiomédicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,IQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,ENA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,378,41,131,10,41,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,ENAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,2,32,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,FC,,,,,1,1,6,1,4,,,,,2,,,3,1,1,,2,1,,,,,,,94,31,18,5,171,86,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,FCPyS,,,,,2,,8,,7,,1,,,1,,,1,,1,,2,,,,1,1,4,,90,16,19,2,45,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,FCA,,,,,3,1,3,,,,,1,,,,,2,1,,,3,,,2,,,,,277,30,114,4,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,FD,,,,,1,,1,,7,,,5,2,1,,7,1,,,,,,,,,,,,179,46,79,4,32,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,ENE,1,,,,1,,,,,,,,,,,,7,,,,,,,,,,1,,98,10,28,3,62,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,ENEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,28,16,20,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,FFyL,2,,,,,,1,,5,,,,1,,,1,4,,2,,3,4,,,,,,,85,72,82,29,38,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,FI,,,,,4,,4,,1,,,7,1,13,,3,3,,,,,,,,2,1,2,1,441,4,173,3,132,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,II,,,,,,,,,,,,,,,,,4,,,,,,,,1,,,,26,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,FM,1,,,,9,,9,2,16,,1,2,,3,,5,4,3,2,,10,1,,,,,,,972,83,285,7,1148,197,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,FMVZ,,,,,2,3,4,,1,,,,,1,,,,,,,,,,,3,,1,,44,1,33,5,35,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,ENM,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23,11,23,19,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,ENO,,,,,,,1,,,,,1,,1,,,,1,,,,,,,,,,,50,4,90,6,93,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,FQ,1,,,,12,5,4,1,2,,1,2,4,2,1,,2,1,2,1,1,1,,,,,,,132,27,50,7,156,123,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,CELE,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,11,27,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,ENP,2,,,,3,3,5,4,6,4,2,2,1,1,3,2,,,,,,,,1,1,,,,453,260,641,397,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,CCH,,,,,,,,,,,,,1,,,,1,1,9,3,,,,,,2,,,498,289,8,1,1,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1973,ENA,2,,,,2,,,,,,7,,1,,,,,,,,,,,,19,1,,,361,40,138,10,39,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,ENAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2,35,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,FC,,,,,2,1,9,2,6,2,1,,2,,,,,,1,,1,,,,4,5,5,,89,29,22,4,183,107,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,FCPyS,,,,,10,2,9,,8,,4,4,1,,,,4,,3,,1,,2,3,3,2,1,3,66,12,17,1,52,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,FCA,,,,,9,,1,1,,,4,,,,,,3,,1,2,6,2,,,,,,,195,20,105,4,6,4,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1973,FD,,,,,3,2,1,,8,1,11,3,7,,8,,1,,,,1,,,,4,2,2,1,173,14,70,3,31,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,ENE,3,,,,4,2,,,,,10,,,,5,,,,3,,,,,,12,2,,,78,12,29,3,90,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,ENEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,47,15,17,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,FFyL,2,,,,2,,,1,6,1,,1,1,,1,,,,6,,2,5,4,4,12,11,4,2,55,66,68,41,17,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,FI,,,,,9,,7,,3,,19,,11,,1,,3,,1,,3,,1,,2,,1,,449,6,160,2,159,15,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1973,II,,,,,12,,5,,2,,8,,3,,1,,,,3,,,,,,7,,1,,4,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,FM,2,,,,13,1,9,5,14,2,6,,4,,7,,1,,5,4,10,1,,,9,,1,,1059,94,239,7,1195,211,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,FMVZ,,,,,24,5,4,,,1,1,,1,,,,,,,,1,1,,,,,,1,26,1,31,5,43,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,ENM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,13,20,22,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,ENO,,,,,,,1,,1,,1,,1,,,,,,,1,,,,,,,,,79,9,103,6,81,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,FP,,,,,,,,,1,,1,,,,1,,5,1,4,,,,5,,6,1,1,,13,7,,,25,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,FQ,,,,,20,8,5,1,2,,7,7,2,,1,,1,,3,2,2,1,,,1,,,,131,38,33,4,226,143,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,ENTS,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,5,5,3,2,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,CELE,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,13,22,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,CUEC,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,CELiterarios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Centro Trad Leng Clasicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,IIEc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,IIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,IIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,IIJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,IIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,CIMASS,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,5,1,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,CIMateriales,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Centro de Instrumentos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Ibio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Chamela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Igeofísica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Igeografía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Igeología,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,IIBiomédicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,IM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,IQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,IIEc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,IIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,IIF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,IIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,IIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,CELiterarios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,CTradLenguas Clas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,IIAntropología,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,CIMASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,CIMateriales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,CEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Centro de instrumentos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Centro de informacion ientifica y humanistica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,centro de servicios de computo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Ibio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,JB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Chamela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Igeofísica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Igeografía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Igeología,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,IIBIOMÉDICAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,IM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,IQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,ENA,2,,,,1,,,,,,3,1,1,,,,,,,,,,,,18,,,,379,33,122,10,40,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,ENAP,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,45,9,33,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,FC,,,,,3,1,11,1,6,,1,1,2,,,,2,,6,,3,2,,,3,4,4,,93,52,,,220,119,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,FCPyS,,,,,8,2,17,,7,1,7,,,,1,,2,2,4,,4,,2,2,3,2,1,2,99,32,20,3,88,31,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,FCA,,,,,7,2,4,,1,1,6,,1,,,,7,,4,1,6,2,5,,1,,1,1,287,32,116,5,22,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,FD,,,,,2,2,3,1,10,1,11,2,8,,6,,,,,,,,,,4,1,1,,184,11,59,3,32,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,ENE,3,,,,15,4,,,,,11,,,,7,1,1,,1,,,,,,7,2,,,86,19,28,2,98,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,ENEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,49,15,21,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,FFyL,1,,,,3,,,,6,1,3,3,3,,2,,4,4,7,1,2,,13,5,5,10,,,50,51,63,28,13,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,FI,,,,,9,,9,,2,,12,1,10,,2,,8,1,5,,4,,2,,3,,6,,486,10,166,2,163,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,II,,,,,13,,5,,2,,4,,2,,,,2,,5,,,,,,3,,1,,5,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,FM,,,,,13,1,13,1,9,1,4,,2,,5,,3,,8,1,13,1,1,,6,,2,,1283,135,283,8,1498,246,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,FMVZ,1,,,,27,6,8,,,1,1,,,,,,,,,,1,,,,,,,,21,4,45,4,58,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,ENM,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,32,12,23,17,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,ENO,,,,,2,,1,,,,12,,1,,,,,,,,,,,,,,,,84,13,107,7,94,36,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,FP,,,,,8,1,,,2,,2,,,,,,6,9,7,1,1,,7,9,4,2,,,41,30,23,4,28,51,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,FQ,1,,,,24,12,5,,1,1,7,3,5,3,,,2,,4,2,4,2,,,2,,,,126,57,50,7,229,153,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,ENTS,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,10,3,3,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,ENEP Cuautitlan,,,,,2,,1,,1,,,,,,,,,,,,,1,,,,,,,100,16,3,,65,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
