year,dep,eme_h,eme_m,tc_tit_t_h,tc_tit_t_m,tc_tit_a_h,tc_tit_a_m,tc_tit_b_h,tc_tit_b_m,tc_tit_c_h,tc_tit_c_m,mt_tit_a_h,mt_tit_a_m,mt_tit_b_h,mt_tit_b_m,mt_tit_c_h,mt_tit_c_m,tc_ass_a_h,tc_ass_a_m,tc_ass_b_h,tc_ass_b_m,tc_ass_c_h,tc_ass_c_m,mt_ass_a_h,mt_ass_a_m,mt_ass_b_h,mt_ass_b_m,mt_ass_c_h,mt_ass_c_m,cat_a_h,cat_a_m,cat_b_h,cat_b_m,cat_c_h,cat_c_m,ayu_a_h,ayu_a_m,ayu_b_h,ayu_b_m,ayu_c_h,ayu_c_m,ordcarr_h,ordcarr_m,teoprac_h,teoprac_m,instruc_h,instruc_m,conferenc_s,aycat_h,aycat_m,pasoc_h,pasoc_m,preplab_h,preplab_m,coord_h,coord_m,aylab_h,aylab_m,otros_h,otros_m,total_h,total_m
1977,ENEPAr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,19,4,,,,5,2,37,9,,,,,,,,,,,,,,,,,,,,,,,
1977,ENEPZ,,,,,1,,1,,,,,,,,,,11,8,1,2,2,2,,,1,,,,69,106,2,,,,32,19,43,52,,,,,,,,,,,,,,,,,,,,,,,
1977,ENP,1,,,,1,,3,1,,1,,,,1,,1,,,9,1,,1,,,,,,,469,250,637,409,,,,,13,17,,,,,,,,,,,,,,,,,,,,,,,
1977,CCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991,497,38,18,,,2,,53,14,,,,,,,,,,,,,,,,,,,,,,,
1978,CELU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
1978,HN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,IIEc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,IIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1978,IIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,IIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,IIJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,IIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,
1978,IIFilológicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,CELiterarios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,Centro de Lingüística Hispanica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,Centro de Estudios Clasicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,Centro de Estudios Mayas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,IIAntropología,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1978,CIMateriales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
1978,CEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1978,Centro de instrumentos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,Centro de informacion ientifica y humanistica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,Centro Scomputo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1978,Centro de ciencias del mar y limnologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1978,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,Ibio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,11,9,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,
1978,JB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,Tuxtlas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,Chamela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,11,3,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
1978,Igeofísica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
1978,Igeografía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,6,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
1978,Igeología,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,IIBIOMÉDICAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,
1978,IM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,7,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1978,IQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,IIMAS,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,
1978,II,,,,,,,2,,,,,,1,,,,,,3,,,,,,,,,,25,,8,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
1978,ENA,1,,,,4,,6,,1,,4,,6,,,,,,,,,,,,,,,,316,56,228,28,,,,,36,6,,,,,,,,,,,,,,,,,,,,,,,
1978,ENAP,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,40,10,32,2,,,3,2,11,5,,,,,,,,,,,,,,,,,,,,,,,
1978,FC,,,,,3,,6,1,5,,2,,2,,1,,8,2,5,6,4,6,1,,,2,1,1,141,67,44,15,,,,,291,204,,,,,,,,,,,,,,,,,,,,,,,
1978,FCPyS,,,,,5,,11,2,10,1,4,1,,,2,,10,6,7,5,9,3,1,1,,1,,2,137,42,23,1,,,75,52,56,27,,,,,,,,,,,,,,,,,,,,,,,
1978,FCA,,,,,10,5,,,1,,9,1,1,,,,5,,3,2,5,2,2,,1,2,,,323,41,90,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,FD,,,,,,,4,4,9,1,6,1,8,3,5,,,,,,1,,,1,2,,,,168,13,53,1,,,13,10,32,12,,,,,,,,,,,,,,,,,,,,,,,
1978,FE,3,,,,27,7,3,2,3,,6,2,1,,4,1,1,1,2,1,2,1,2,,5,2,1,,125,20,20,1,,,16,5,74,18,,,,,,,,,,,,,,,,,,,,,,,
1978,ENEO,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,49,58,15,20,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,
1978,FFyL,3,,,,13,7,5,,6,1,,4,3,1,2,1,,1,6,10,5,3,8,15,4,3,2,,63,57,44,33,,,4,6,11,17,,,,,,,,,,,,,,,,,,,,,,,
1978,FI,,,,,12,1,10,,3,,14,,4,,4,,10,1,6,,5,1,4,1,,,6,1,527,20,137,,,,46,2,71,7,,,,,,,,,,,,,,,,,,,,,,,
1978,FM,2,,,,23,7,18,4,23,,6,,6,,10,,12,6,12,4,20,4,,,6,,2,,1717,246,328,12,,,219,55,1432,309,,,,,,,,,,,,,,,,,,,,,,,
1978,FMVZ,,,,,17,5,8,,3,2,2,,1,,,,1,,2,,6,2,,,1,,,,62,9,33,4,,,,1,68,34,,,,,,,,,,,,,,,,,,,,,,,
1978,ENM,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,35,15,23,15,,,1,,18,13,,,,,,,,,,,,,,,,,,,,,,,
1978,FO,,,,,1,,,,3,,28,2,5,,,,,,,,,,,,,,,,146,38,99,12,,,,,139,75,,,,,,,,,,,,,,,,,,,,,,,
1978,FP,,,,,15,2,,,3,,3,,,,2,1,10,24,6,3,4,2,4,12,3,4,,,33,32,16,3,,,,1,36,48,,,,,,,,,,,,,,,,,,,,,,,
1978,FQ,,,,,19,13,14,7,2,2,3,2,2,2,,1,,,8,3,11,5,,,1,,,,179,129,61,12,,,,,135,99,,,,,,,,,,,,,,,,,,,,,,,
1978,ENTS,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,16,15,5,2,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,
1978,EPE,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,13,26,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,CELE,,,,,1,,2,1,,,,,,,,,,,1,1,,,,,,,,,23,31,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,CUEC,,,,,1,,,,,,,,,,,,1,,,1,,,1,,1,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,ENEPC,,,,,6,,3,1,,,,,,,,,5,,2,,6,1,,,,,,1,263,56,7,1,,,58,25,113,38,,,,,,,,,,,,,,,,,,,,,,,
1978,ENEPAc,,,,,7,5,2,,2,,2,2,,,,,10,5,6,2,6,1,18,1,14,5,,1,309,97,6,4,,,11,10,55,19,,,,,,,,,,,,,,,,,,,,,,,
1978,ENEPI,,,,,1,,2,,1,,1,,1,,,,3,,2,,,,,1,,,,,236,88,2,2,,,87,35,138,86,,,,,,,,,,,,,,,,,,,,,,,
1978,ENEPAr,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,165,30,2,,,,5,6,43,10,,,,,,,,,,,,,,,,,,,,,,,
1978,ENEPZ,,,,,3,1,1,,,,,,,,,,13,9,2,3,2,2,,,1,,,,87,101,2,,,,34,17,55,57,,,,,,,,,,,,,,,,,,,,,,,
1978,ENP,1,,,,4,2,5,3,3,3,2,1,,1,,2,,1,8,1,,,,,,,,,463,239,652,416,,,,,13,20,,,,,,,,,,,,,,,,,,,,,,,
1978,CCH,,,,,2,,,,,,,,,,,,,,6,3,,,,,,,,,1008,564,2,1,,,6,3,37,10,,,,,,,,,,,,,,,,,,,,,,,
1979,CELU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,BN,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,IIEc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,IIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,IIH,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,IIJ,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,IIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
1979,Centro de Estudios Clasicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,IIAntropología,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,CIMateriales,,,,,1,,,,1,,,,,,,,1,,1,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,Centro Scomputo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,Centro de ciencias del mar y limnologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,Ibio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,JB,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,IF,,,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,4,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,Igeofísica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,Igeografía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,Igeología,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,IIBIOMÉDICAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,IM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,IQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,IIMAS,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,II,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,ENA,,,,,3,,8,,,,3,,11,,1,,,,,,,,1,,6,2,,,351,61,231,27,,,,1,33,13,,,,,,,,,,,,,,,,,,,,,,,
1979,ENAP,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,52,12,34,3,,,3,4,13,7,,,,,,,,,,,,,,,,,,,,,,,
1979,FC,,,,,6,5,7,3,9,1,1,,2,,1,,16,5,20,11,10,4,,,,1,1,1,142,101,27,10,,,21,10,304,221,,,,,,,,,,,,,,,,,,,,,,,
1979,FCPyS,,,,,7,1,13,1,12,1,5,,,,3,,11,9,6,6,13,4,1,1,1,,,1,115,47,24,2,,,63,61,31,17,,,,,,,,,,,,,,,,,,,,,,,
1979,FCA,,,,,13,4,5,,2,,10,1,1,,,,5,1,8,3,5,1,2,,2,2,4,1,291,45,76,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
1979,FD,,,,,1,,4,4,8,1,7,1,8,2,9,,,,,,1,,1,,7,,2,,183,14,47,3,,,10,8,21,13,,,,,,,,,,,,,,,,,,,,,,,
1979,FE,,,,,27,5,5,2,2,1,8,1,,,7,2,5,1,3,2,2,,2,1,,1,1,,123,19,20,1,,,19,4,56,9,,,,,,,,,,,,,,,,,,,,,,,
1979,ENEO,,,,,,,,1,,,1,,,,,,,,,,,,,,7,,,,27,84,12,22,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,
1979,FFyL,,,,,19,7,8,1,9,4,1,2,,1,2,,3,5,10,16,8,5,11,17,3,7,5,2,62,62,23,21,,,1,,8,6,,,,,,,,,,,,,,,,,,,,,,,
1979,FI,,,,,16,1,14,,3,,20,,6,,7,,15,1,9,1,5,1,3,1,,,8,,531,17,127,1,,,43,5,77,1,,,,,,,,,,,,,,,,,,,,,,,
1979,FM,1,,,,17,1,11,2,10,1,7,,2,1,5,,9,6,9,2,10,2,,,3,,1,,1971,297,315,14,,,410,123,1152,265,,,,,,,,,,,,,,,,,,,,,,,
1979,FMVZ,,,,,15,5,13,,7,2,2,,1,,,,5,1,2,,8,2,,,1,,,,61,10,31,5,,,16,6,47,21,,,,,,,,,,,,,,,,,,,,,,,
1979,ENM,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,34,14,24,14,,,,,9,15,,,,,,,,,,,,,,,,,,,,,,,
1979,FO,,,,,2,2,2,,4,,46,5,6,,,,,,,,,,,,,,,,134,44,86,10,,,,,157,81,,,,,,,,,,,,,,,,,,,,,,,
1979,FP,,,,,16,3,,1,3,,2,,1,,3,,15,29,7,4,5,4,4,11,5,3,,,37,41,15,3,,,7,12,29,34,,,,,,,,,,,,,,,,,,,,,,,
1979,FQ,,,,,22,9,28,6,7,2,2,4,4,2,3,1,,,7,3,8,9,,,1,,,,193,159,49,13,,,4,1,69,57,,,,,,,,,,,,,,,,,,,,,,,
1979,ENTS,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,16,19,4,1,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,
1979,EPE,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,13,23,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,CELE,,,,,1,,2,1,,1,,,,,,,,,1,3,,,,,1,1,,,16,31,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,CUEC,,,,,1,,,,,,,,,,,,1,,1,1,,,1,,1,,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,ENEPC,,,,,7,1,4,1,1,,,,,,,,5,,2,1,5,2,,,,,,1,272,62,8,1,,,82,21,92,37,,,,,,,,,,,,,,,,,,,,,,,
1979,ENEPAc,,,,,6,4,2,1,2,2,2,1,,1,,,15,4,9,4,10,,13,3,16,3,1,1,366,127,9,1,,,26,15,60,30,,,,,,,,,,,,,,,,,,,,,,,
1979,ENEPI,,,,,1,,2,,1,,,,,,,,3,,3,,,,,,,,,,363,128,8,3,,,105,50,209,131,,,,,,,,,,,,,,,,,,,,,,,
1979,ENEPAr,,,,,,,2,,1,,2,,,,,,4,1,,,,,2,,1,,,,292,50,2,,,,16,8,60,13,,,,,,,,,,,,,,,,,,,,,,,
1979,ENEPZ,,,,,5,1,2,,,,,,,,,,21,12,5,5,3,1,,,,,,,141,105,3,,,,46,27,108,153,,,,,,,,,,,,,,,,,,,,,,,
1979,ENP,1,,,,4,1,4,5,6,3,3,,,,1,2,,,12,2,,,1,1,,,1,,419,247,587,371,,,,,12,13,,,,,,,,,,,,,,,,,,,,,,,
1979,CCH,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,1010,581,3,4,,,28,13,8,4,,,,,,,,,,,,,,,,,,,,,,,
1980,IIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,IIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,IIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,IIAntropología,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,Ibio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,Igeología,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,ENA,1,,,,4,,8,,1,,4,,11,1,1,,,,,,,,1,,5,3,,,403,81,282,30,,,4,2,23,9,,,,,,,,,,,,,,,,,,,,,,,
1980,ENAP,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,81,20,41,4,,,,1,12,12,,,,,,,,,,,,,,,,,,,,,,,
1980,FC,,,,,11,3,9,2,9,1,2,,1,,2,,16,6,24,12,10,8,,1,1,1,1,1,337,144,199,52,,,43,20,381,249,,,,,,,,,,,,,,,,,,,,,,,
1980,FCPyS,,,,,11,2,13,1,17,1,4,,1,,3,,16,9,9,7,12,5,2,2,,,1,2,219,84,51,3,,,141,78,63,32,,,,,,,,,,,,,,,,,,,,,,,
1980,FCA,,,,,17,3,7,1,2,,10,,1,1,,,8,,9,5,6,1,3,,1,1,5,1,506,71,96,3,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1980,FD,1,,,,3,,4,3,7,,9,,9,2,9,,,,,,1,,,2,1,,2,,263,37,69,2,,,12,5,38,19,,,,,,,,,,,,,,,,,,,,,,,
1980,FE,,,,,28,7,8,2,2,,8,1,,,6,,7,4,3,2,3,1,,,3,1,,1,162,29,32,4,,,23,8,52,9,,,,,,,,,,,,,,,,,,,,,,,
1980,ENEO,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,44,95,22,46,,,,,4,10,,,,,,,,,,,,,,,,,,,,,,,
1980,FFyL,5,,,,13,7,10,1,8,4,4,1,,3,3,,4,4,9,14,15,9,26,10,10,8,5,5,200,163,108,66,,,,,18,24,,,,,,,,,,,,,,,,,,,,,,,
1980,FI,,,,,20,1,21,,7,,15,,10,,7,,19,1,11,,7,,6,1,2,,6,,733,31,199,4,,,56,7,97,6,,,,,,,,,,,,,,,,,,,,,,,
1980,FM,1,,,,14,4,12,2,10,,3,,2,,5,,7,7,9,3,8,2,,,3,,1,,2214,320,422,25,,,550,161,1162,238,,,,,,,,,,,,,,,,,,,,,,,
1980,FMVZ,,,,,15,5,9,,9,1,2,,1,,,,9,1,3,,10,1,2,,1,,1,,103,13,49,6,,,34,12,96,44,,,,,,,,,,,,,,,,,,,,,,,
1980,ENM,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,49,23,30,19,,,,,16,14,,,,,,,,,,,,,,,,,,,,,,,
1980,FO,1,,,,11,1,6,,6,,66,6,5,,,,,,,,,,,,,,,,214,63,144,11,,,,,226,123,,,,,,,,,,,,,,,,,,,,,,,
1980,FP,,,,,17,4,,1,,1,2,,1,,,,17,30,6,4,5,5,6,13,6,5,1,,60,69,30,9,,,11,13,26,28,,,,,,,,,,,,,,,,,,,,,,,
1980,FQ,,,,,21,6,35,8,35,8,6,2,4,1,,,2,1,7,3,18,6,,,1,1,1,1,306,167,138,50,,,10,4,120,46,,,,,,,,,,,,,,,,,,,,,,,
1980,ENTS,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,46,42,10,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,
1980,CELE,,,,,1,2,3,,3,,,,1,,,,,,2,2,,,,,2,1,,,17,56,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,ENEPAc,,,,,8,4,5,1,5,1,2,1,,1,2,1,27,8,14,5,9,6,28,4,10,4,,,633,198,28,4,,,56,30,126,58,,,,,,,,,,,,,,,,,,,,,,,
1980,ENEPAr,,,,,,,2,,2,,2,,,,,,4,,,,,,2,,2,,,,508,72,15,,,,15,7,96,22,,,,,,,,,,,,,,,,,,,,,,,
1980,ENEPC,,,,,8,1,5,1,5,1,,,,,,,10,,12,1,13,2,4,,1,,1,,479,105,20,1,,,78,22,101,43,,,,,,,,,,,,,,,,,,,,,,,
1980,ENEPI,,,,,,,3,,3,,1,,,,,,4,3,6,2,,1,,1,1,,,,759,196,22,6,,,71,45,524,227,,,,,,,,,,,,,,,,,,,,,,,
1980,ENEPZ,,,,,2,,3,,3,,,,,,,,26,11,13,5,8,3,,,,,,,311,190,42,11,,,73,58,259,239,,,,,,,,,,,,,,,,,,,,,,,
1980,ENP,,,,,,,4,4,4,4,1,,,,,,,,1,,,,,,1,,,,728,285,1132,480,,,,,16,13,,,,,,,,,,,,,,,,,,,,,,,
1980,CCH,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1494,623,8,6,,,17,3,2,1,,,,,,,,,,,,,,,,,,,,,,,
1980,CUEC,,,,,1,,,,1,,,,,,,,,,4,,,,1,,1,,2,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
