general,year,admin_conf,admin_espe,admin_serv,admin_obre,admin_admin,admin_auxadm,admin_prof,admin_total,admin_conf_f,admin_espe_f,admin_serv_f,admin_obre_f,admin_admin_f,admin_auxadm_f,admin_prof_f,admin_total_f,docen_emet,docen_tct,docen_mtt,docen_catt,docen_ayut,docen_tect,docen_totalf,docen_eme_f,docen_tc_f,docen_mt_f,docen_cat_f,docen_ayu_f,docen_total_f,inv_tc,inv_ay,inv_eme,inv_mt,inv_tec,inv_total,inv_tc_f,inv_ay_f,inv_eme_f,inv_mt_f,inv_tec_f,inv_total_f
biblioteca nacional,1971,2,66,14,0,73,36,1,177,0,0.348484848,0,0,0.479452055,0,0,0.327683616,0,1,0,1,0,0,2,0,1,0,1,0,1,5,1,0,6,0,11,0,1,0,0.5,0,0.272727273
biblioteca nacional,1972,2,66,14,0,74,41,1,183,0,0.287878788,0,0,0.5,0,0,0.306010929,0,0,0,1,0,0,1,0,0.875,0,1,0,1,5,1,0,7,0,12,0.2,1,0,0.428571429,0,0.333333333
biblioteca nacional,1973,1,66,14,0,70,41,1,179,0,0.348484848,0,0,0.457142857,0.024390244,0,0.312849162,0,0,0,2,0,0,2,0,0.75,0,1,0,1,5,1,0,7,0,12,0.2,1,0,0.428571429,0,0.333333333
biblioteca nacional,1974,2,62,14,0,61,25,7,157,0,0.387096774,0,0,0.37704918,0.04,0.571428571,0.331210191,0,0,0,3,0,0,3,0,0.625,0,0.666666667,0,0.666666667,5,1,0,5,0,11,0.2,1,0,0.4,0,0.363636364
biblioteca nacional,1975,2,51,14,0,114,18,8,193,0,0.411764706,0,0,0.315789474,0.055555556,0.5,0.321243523,0,0,0,2,0,0,2,0,0.5,0,1,0,1,6,1,0,5,0,12,0.5,1,0,0.4,0,0.5
biblioteca nacional,1976,2,61,14,0,91,30,14,198,0,0.393442623,0,0,0.307692308,0,0.357142857,0.287878788,0,0,0,2,0,0,2,0,0.375,0,0.5,0,0.5,5,1,0,8,0,13,0.2,1,0,0.375,0,0.307692308
biblioteca nacional,1977,1,53,14,0,106,29,15,204,0,0.320754717,0,0,0.386792453,0.034482759,0.2,0.303921569,0,0,0,1,0,0,1,0,0.25,0,1,0,1,9,1,0,5,0,15,0.444444444,1,0,0.2,0,0.4
biblioteca nacional,1978,2,56,14,0,105,31,16,210,0,0.321428571,0,0,0.380952381,0.032258065,0.3125,0.304761905,0,0,0,2,3,0,5,0,0.125,0,0.5,0,0.2,7,2,0,6,0,15,0.428571429,0.5,0,0.333333333,0,0.4
biblioteca nacional,1979,1,78,14,0,78,32,17,206,1,0.423076923,0,0,0.333333333,0,0.294117647,0.315533981,0,2,0,3,0,0,5,0,0,0,0.333333333,0,0.2,9,4,0,4,0,17,0.555555556,0.25,0,0.5,0,0.470588235
cch,1975,86,252,0,59,464,374,28,1263,0.313953488,0.047619048,0,0,0.543103448,0.219251337,0.5,0.306413302,0,56,3,1567,8,0,1634,0,0.214285714,0.666666667,0.363114231,0.125,0.357405141,2,0,0,0,1,2,0,0,0,0,0,0
cch,1976,93,320,0,74,383,444,40,1354,0.225806452,0.075,0,0,0.678851175,0.220720721,0.5,0.312407681,0,13,0,1666,44,0,1723,0,0,0.666666667,0.393157263,0.272727273,0.387115496,2,0,0,0,1,2,0,0,0,0,0,0
cch,1977,103,374,0,87,403,467,34,1468,0.359223301,0.07486631,0,0,0.684863524,0.218415418,0.470588235,0.3126703,0,0,0,1544,69,0,1613,0,0.136363636,0.666666667,0.333549223,0.202898551,0.327960322,3,0,0,0,1,3,0.333333333,0,0,0,0,0.333333333
cch,1978,132,195,0,89,642,502,34,1594,0.363636364,0.123076923,0,0,0.563862928,0.239043825,0.529411765,0.358845671,0,11,0,1575,56,0,1642,0,0.272727273,0.666666667,0.358730159,0.232142857,0.353836784,1,0,0,0,1,1,0,0,0,0,0,0
cch,1979,182,441,0,107,427,571,48,1776,0.357142857,0.117913832,0,0,0.803278689,0.274956217,0.4375,0.359234234,0,4,0,1598,53,0,1655,0,0.25,0.666666667,0.366082603,0.320754717,0.364350453,1,0,0,0,1,1,0,0,0,0,0,0
cele,1977,3,12,0,0,12,12,2,39,0.666666667,0.166666667,0,0,0.5,0.166666667,0.5,0.307692308,0,4,0,47,0,0,51,0,0.25,0.5,0.659574468,0,0.62745098,1,1,0,1,0,2,1,1,0,0,0,1
cele,1978,4,11,0,0,20,15,3,53,0.75,0.090909091,0,0,0.55,0.2,0.666666667,0.377358491,0,6,0,64,0,0,70,0,0.333333333,0.5,0.609375,0,0.585714286,1,1,0,1,0,3,1,1,0,0,0,0.666666667
centro de ciencias del mar y limnologia,1975,2,3,0,1,13,2,3,23,0,0,0,0,0.307692308,0.5,0,0.217391304,0,0,0,6,1,0,7,0,0,0,0,0,0,12,2,0,1,1,16,0.083333333,0,0,0,0,0.0625
centro de ciencias del mar y limnologia,1976,8,6,0,1,19,21,3,57,0.125,0.166666667,0,0,0.473684211,0.095238095,0,0.228070175,0,0,0,7,1,0,8,0,0,0,0.142857143,0,0.125,20,1,0,1,9,31,0.15,0,0,0,0.444444444,0.225806452
centro de ciencias del mar y limnologia,1977,7,4,0,1,19,30,3,63,0.285714286,0,0,0,0.473684211,0.066666667,0,0.206349206,0,0,0,7,1,0,8,0,0,0,0.142857143,0,0.125,23,1,0,1,14,39,0.086956522,0,0,0,0.285714286,0.153846154
centro de ciencias del mar y limnologia,1978,7,7,0,1,25,33,3,75,0.285714286,0,0,0,0.52,0.090909091,0,0.24,0,0,0,6,1,0,7,0,0,0,0.166666667,0,0.142857143,24,2,0,1,11,37,0.083333333,0,0,0,0.363636364,0.162162162
centro de ciencias del mar y limnologia,1979,7,8,0,1,23,33,2,74,0.428571429,0,0,0,0.608695652,0.090909091,0,0.27027027,0,0,0,5,0,0,5,0,0,0,0.4,0,0.4,38,2,0,1,5,45,0.026315789,0,0,0,0.2,0.044444444
centro de estudios clasicos,1974,1,1,0,0,1,4,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,6,3,0,3,1,10,0.166666667,0.666666667,0,0.333333333,1,0.3
centro de estudios clasicos,1975,1,1,0,0,2,4,0,2,0,0,0,0,1,1,0,1,0,0,0,2,0,0,2,0,0,0,0.5,0,0.5,7,5,0,1,1,14,0.142857143,0.8,0,1,0,0.428571429
centro de estudios clasicos,1976,1,1,0,0,2,4,0,2,0,0,0,0,1,1,0,1,0,0,0,3,0,0,3,0,0,0,0.666666667,0,0.666666667,8,5,0,2,1,11,0.125,0.8,0,0.5,0,0.181818182
centro de estudios clasicos,1977,1,1,0,0,4,4,0,4,1,0,0,0,1,1,0,1,0,0,0,7,0,0,7,0,0,0,0.142857143,0,0.142857143,2,5,0,2,1,4,0.5,0.8,0,0.5,0,0.5
centro de estudios clasicos,1978,1,1,0,0,6,3,0,6,1,0,0,0,1,0.666666667,0,1,0,0,0,9,0,0,9,0,0,0,0.222222222,0,0.222222222,1,5,0,1,1,2,1,0.8,0,1,0,1
centro de estudios literarios,1972,1,1,0,1,4,1,0,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,9,3,0,1,5,9,0.444444444,0.666666667,0,0,0.4,0.444444444
centro de estudios literarios,1973,1,3,0,1,5,1,0,10,0,0.666666667,0,0,0.8,0,0,0.6,0,0,0,1,0,0,1,0,0,0,1,0,1,8,3,0,1,5,11,0.375,0.666666667,0,0,0.4,0.454545455
centro de estudios literarios,1974,1,2,0,1,2,2,0,8,1,1,0,0,1,0.5,0,0.75,0,0,0,4,0,0,4,0,0,0,0.25,0,0.25,8,4,0,1,5,18,0.375,0.5,0,0,0.4,0.388888889
centro de estudios literarios,1975,1,2,0,1,4,2,0,9,1,1,0,0,1,0.5,0,0.888888889,0,0,0,7,0,0,7,0,0,0,0.428571429,0,0.428571429,7,4,0,1,2,10,0.285714286,0.5,0,0,0,0.2
centro de estudios literarios,1976,1,1,0,1,4,2,0,8,1,1,0,0,1,0.5,0,0.875,0,0,0,7,0,0,7,0,0,0,0.428571429,0,0.428571429,7,4,0,2,2,15,0.285714286,0.75,0,0,0.5,0.4
centro de estudios literarios,1977,1,1,0,1,5,2,0,8,1,1,0,0,1,0.5,0,0.875,0,0,0,5,0,0,5,0,0,0,0.4,0,0.4,7,8,0,1,2,16,0.571428571,0.875,0,0,0.5,0.6875
centro de estudios literarios,1978,1,1,0,1,12,4,0,16,1,1,0,0,1,0.5,0,0.875,0,0,0,3,0,0,3,0,0,0,0.666666667,0,0.666666667,7,9,0,1,2,16,0.428571429,1,0,0,0.5,0.75
centro de estudios mayas,1975,1,1,0,0,2,3,0,6,1,0,0,0,1,0.666666667,0,0.666666667,0,0,0,1,0,0,1,0,0,0,1,0,1,6,3,0,2,1,11,0.166666667,0.333333333,0,0.5,1,0.272727273
centro de estudios mayas,1976,1,1,0,0,4,3,0,8,1,0,0,0,1,0.666666667,0,0.75,0,0,0,2,0,0,2,0,0,0,1,0,1,6,5,0,3,1,14,0.5,0.8,0,0.333333333,1,0.571428571
centro de estudios mayas,1977,1,3,0,0,3,3,0,10,1,0,0,0,1,0.666666667,0,0.6,0,0,0,2,0,0,2,0,0,0,1,0,1,8,6,0,3,1,14,0.375,0.5,0,0.333333333,1,0.428571429
centro de estudios mayas,1978,1,6,0,0,4,6,0,16,1,0,0,0,1,0.666666667,0,0.5,0,0,0,2,0,0,2,0,0,0,1,0,1,8,6,0,3,1,14,0.5,0.666666667,0,0.333333333,1,0.571428571
centro de estudios nucleares,1971,2,7,0,0,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,8,0,1,4,1,11,0.125,0,0,0.25,0,0.181818182
centro de estudios nucleares,1972,3,9,0,0,6,2,0,17,0,0,0,0,0.833333333,0,0,0.294117647,0,0,0,1,1,0,2,0,0,0,0,0,0,9,0,1,4,1,13,0.111111111,0,0,0.25,0,0.153846154
centro de estudios nucleares,1973,3,21,0,0,5,2,0,28,0.333333333,0.523809524,0,0,0.8,0,0,0.535714286,0,0,0,1,1,0,2,0,0,0,0,0,0,11,0,1,4,1,16,0.272727273,0,0,0.25,0,0.25
centro de estudios nucleares,1974,4,10,0,0,3,5,0,18,0.25,0,0,0,0.666666667,0.2,0,0.166666667,0,0,0,2,1,0,3,0,0,0,0,0,0,11,0,1,3,2,17,0.090909091,0,0,0.333333333,0.5,0.176470588
centro de estudios nucleares,1975,4,11,0,0,7,6,0,24,0.25,0,0,0,0.714285714,0,0,0.208333333,0,0,0,6,2,0,8,0,0,0,0.333333333,0,0.25,13,0,1,4,2,19,0.153846154,0,0,0.25,0.5,0.210526316
centro de estudios nucleares,1976,5,11,0,0,8,7,0,31,0.2,0,0,0,0.625,0,0,0.193548387,0,0,0,5,1,0,6,0,0,0,0.2,0,0.166666667,14,0,1,3,2,19,0.214285714,0,0,0,0.5,0.210526316
centro de estudios nucleares,1977,2,11,0,0,8,8,0,29,1,0,0,0,0.625,0,0,0.24137931,0,0,0,2,4,0,6,0,0,0,0,0,0,15,0,1,3,3,18,0.266666667,0,0,0,0.666666667,0.333333333
centro de estudios nucleares,1978,2,11,0,0,8,8,0,29,0.5,0,0,0,0.875,0,0,0.275862069,0,0,0,5,1,0,6,0,0,0,0,0,0,18,0,1,3,3,21,0.333333333,0,0,0,0.666666667,0.380952381
centro de informacion cientifica y humanistica,1974,3,5,0,0,10,5,0,23,0,1,0,0,0,0.4,0,0.304347826,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,10,10,0,0,0,0,0.4,0.4
centro de informacion cientifica y humanistica,1975,3,4,0,0,13,6,0,26,0,0.75,0,0,0.923076923,0.333333333,0,0.653846154,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,9,9,0,0,0,0,0.444444444,0.444444444
centro de informacion cientifica y humanistica,1976,3,4,0,0,14,6,0,27,0,0.75,0,0,0.928571429,0.333333333,0,0.666666667,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,5,5,0,0,0,0,1,1
centro de informacion cientifica y humanistica,1977,3,5,0,0,16,8,0,32,0,0.8,0,0,0.8125,0.25,0,0.59375,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,16,17,0,0,0,0,0.5,0.470588235
centro de informacion cientifica y humanistica,1978,5,5,0,0,15,9,0,34,0.2,0.6,0,0,0.8,0.333333333,0,0.558823529,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,18,19,0,0,0,0,0.5,0.473684211
centro de instrumentos,1973,2,13,0,8,3,3,0,27,0,0.076923077,0,0,0.666666667,0,0,0.111111111,0,0,0,3,1,0,4,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0
centro de instrumentos,1974,2,7,0,14,8,6,0,37,0,0,0,0,0.75,0.166666667,0,0.189189189,0,0,0,4,3,0,7,0,0,0,0.25,0,0.142857143,1,1,0,0,3,3,0,0,0,0,0,0
centro de instrumentos,1975,3,7,0,17,12,9,0,48,0,0.142857143,0,0,0.583333333,0.111111111,0,0.1875,0,0,0,4,1,0,5,0,0,0,0,0,0,1,1,0,0,3,3,0,0,0,0,0,0
centro de instrumentos,1976,4,3,0,17,11,9,0,40,0,0,0,0,0.545454545,0,0,0.15,0,0,0,4,1,0,5,0,0,0,0,0,0,1,1,0,0,7,8,0,0,0,0,0.142857143,0.125
centro de instrumentos,1977,4,6,0,19,12,8,0,49,0.25,0,0,0,0.666666667,0,0,0.183673469,0,0,0,5,0,0,5,0,0,0,0,0,0,1,1,0,0,10,11,0,0,0,0,0.1,0.090909091
centro de instrumentos,1978,4,6,0,22,19,8,0,59,0.25,0,0,0,0.473684211,0,0,0.169491525,0,0,0,6,0,0,6,0,0,0,0,0,0,1,1,0,0,11,12,0,0,0,0,0.090909091,0.083333333
centro de investigacion tuxtlas,1978,1,1,0,0,1,4,0,7,1,0,0,0,0,0.25,0,0.285714286,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0
centro de servicios de computo,1974,7,61,0,0,13,23,1,104,0.142857143,0.295081967,0,0,0.307692308,0,0,0.221153846,0,0,0,1,3,0,4,0,0,0,0,0.333333333,0.25,2,0,0,0,1,2,0,0,0,0,0,0
centro de servicios de computo,1975,2,56,0,0,68,23,1,150,0,0.625,0,0,0.338235294,0,0,0.386666667,0,0,0,0,3,0,3,0,0,0,0,0.333333333,0.333333333,1,0,0,0,1,1,0,0,0,0,0,0
centro de servicios de computo,1976,4,53,0,0,69,25,2,151,0,0.622641509,0,0,0.289855072,0.04,0,0.357615894,0,0,0,0,2,0,2,0,0,0,0,0.5,0.5,1,0,0,0,1,1,0,0,0,0,0,0
centro de servicios de computo,1977,14,54,0,0,57,31,3,156,0.214285714,0.592592593,0,0,0.280701754,0.129032258,0,0.352564103,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0
centro de servicios de computo,1978,22,51,0,0,63,30,4,170,0.090909091,0.568627451,0,0,0.428571429,0.1,0,0.358823529,0,0,0,1,1,0,2,0,0,0,0,0,0,3,0,0,0,1,4,0,0,0,0,0,0
centro de servicios de computo,1979,35,70,0,0,41,28,3,177,0.142857143,0.514285714,0,0,0.487804878,0.142857143,0,0.367231638,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0
cuec,1976,5,7,0,0,10,1,40,23,0,0.857142857,0,0,0.5,0,0.25,0.47826087,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0.666666667,0,0.666666667
cuec,1977,5,2,0,0,9,7,40,23,0,0,0,0,0.555555556,0.142857143,0.25,0.260869565,0,4,3,2,0,0,9,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0.6,0,0.6
cuec,1978,7,2,0,0,11,7,40,27,0.142857143,0,0,0,0.454545455,0.142857143,0.25,0.259259259,0,3,3,4,0,0,10,0,0.333333333,0,0,0,0.1,0,0,0,4,0,4,0,0,0,0.5,0,0.5
cuec,1979,5,4,0,0,7,8,40,24,0.2,0,0,0,0.714285714,0.125,0.25,0.291666667,0,4,4,4,0,0,12,0,0.25,0.25,0,0,0.166666667,0,0,0,2,0,2,0,0,0,0.5,0,0.5
cuec,1980,90,6,0,0,9,10,40,155,0.477777778,0,0,0,0.444444444,0.1,0.25,0.374193548,0,6,5,5,0,0,16,0,0,0.2,0.4,0,0.1875,0,0,0,1,0,1,0,0,0,0,0,0
enap,1977,2,29,25,7,41,44,1,123,0,0.310344828,0,0,0.414634146,0.136363636,0,0.260162602,0,0,0,93,22,0,115,0,0,0,0.11827957,0.363636364,0.165217391,1,0,0,0,0,1,0,0,0,0,0,0
enap,1978,7,28,25,8,40,45,1,128,0.142857143,0.357142857,0,0,0.375,0.155555556,0,0.2578125,0,1,0,84,21,0,106,0,0,0,0.142857143,0.333333333,0.179245283,2,0,0,0,0,2,0,0,0,0,0,0
enap,1979,10,36,25,10,54,17,1,117,0.2,0.333333333,0,0,0.685185185,0.588235294,0,0.521367521,0,2,0,101,27,0,130,0,0,0,0.148514851,0.407407407,0.2,1,0,0,0,0,1,0,0,0,0,0,0
enap,1980,24,40,25,12,39,67,1,183,0.208333333,0.3,0,0,0.58974359,0.208955224,0,0.295081967,0,2,0,146,25,0,173,0,0,0,0.164383562,0.52,0.213872832,1,0,0,0,0,1,0,0,0,0,0,0
enep acatlan,1977,29,15,0,19,78,130,2,273,0.517241379,0.2,0,0,0.820512821,0.246153846,1,0.424908425,0,46,36,409,91,0,582,0,0.217391304,0.25,0.2200489,0.318681319,0.237113402,2,2,0,0,3,2,0,0,0,0,0.333333333,0
enep acatlan,1978,46,29,0,20,99,150,2,346,0.434782609,0.206896552,0,0,0.828282828,0.26,1,0.430635838,0,46,43,416,95,0,600,0,0.282608696,0.209302326,0.242788462,0.305263158,0.253333333,1,2,0,0,3,6,1,0,0,0,0.333333333,0.333333333
enep acatlan,1979,57,49,0,32,130,174,3,445,0.403508772,0.224489796,0,0.0625,0.869230769,0.32183908,0.666666667,0.465168539,0,59,41,503,131,0,734,0,0.254237288,0.219512195,0.254473161,0.34351145,0.268392371,3,2,0,0,3,3,0.333333333,0,0,0,0.333333333,0.333333333
enep acatlan,1980,144,56,0,34,128,169,2,533,0.381944444,0.160714286,0,0.088235294,0.734375,0.313609467,1,0.405253283,0,93,53,863,270,0,1279,0,0.268817204,0.20754717,0.234067207,0.325925926,0.25488663,1,1,0,0,3,5,1,0,0,0,0.333333333,0.4
enep aragon,1976,15,8,0,10,99,84,3,219,0.666666667,0,0,0,0.787878788,0.369047619,0.333333333,0.547945205,0,2,1,87,29,0,119,0,0,1,0.068965517,0.206896552,0.109243697,1,0,0,0,0,1,1,0,0,0,0,1
enep cuautitlan,1977,34,19,0,30,87,104,44,318,0.558823529,0.263157895,0,0,0.712643678,0.615384615,0.227272727,0.503144654,0,18,0,297,189,0,504,0,0.055555556,0.666666667,0.161616162,0.312169312,0.214285714,1,0,0,0,1,1,0,0,0,0,0,0
enep cuautitlan,1978,32,19,0,44,107,202,38,442,0.59375,0.263157895,0,0,0.672897196,0.212871287,0.184210526,0.330316742,0,24,1,327,234,0,586,0,0.083333333,1,0.174311927,0.269230769,0.209897611,2,0,0,0,1,2,0,0,0,0,0,0
enep cuautitlan,1979,60,38,0,42,84,208,88,520,0.416666667,0.236842105,0,0.023809524,0.726190476,0.225961538,0.147727273,0.3,0,29,1,343,232,0,605,0,0.172413793,1,0.183673469,0.25,0.209917355,3,0,0,0,1,4,0,0,0,0,0,0
enep cuautitlan,1980,155,53,0,65,98,219,111,701,0.316129032,0.20754717,0,0.015384615,0.642857143,0.228310502,0.162162162,0.273894437,0,59,6,605,244,0,914,0,0.101694915,0,0.175206612,0.266393443,0.193654267,3,0,0,0,1,4,0.666666667,0,0,0,0,0.5
enep zaragoza,1977,37,41,0,7,50,147,40,282,0.540540541,0.195121951,0,0,0.76,0.278911565,0.375,0.379432624,0,28,1,177,146,0,352,0,0.428571429,0,0.598870056,0.48630137,0.536931818,0,0,0,0,7,7,0,0,0,0,0.285714286,0.285714286
enep zaragoza,1978,49,38,0,7,64,139,40,297,0.571428571,0.210526316,0,0,0.609375,0.26618705,0.375,0.377104377,0,36,1,190,163,0,390,0,0.416666667,0,0.531578947,0.45398773,0.487179487,0,0,0,0,8,8,0,0,0,0,0.25,0.25
enep zaragoza,1979,52,63,0,12,77,227,40,431,0.403846154,0.349206349,0,0,0.675324675,0.308370044,0.375,0.382830626,0,55,0,249,334,0,638,0,0.345454545,0,0.421686747,0.538922156,0.476489028,0,0,0,0,8,8,0,0,0,0,0.25,0.25
enep zaragoza,1980,191,129,0,36,44,300,40,740,0.298429319,0.286821705,0,0.027777778,0.227272727,0.316666667,0.375,0.290540541,0,74,0,554,629,0,1257,0,0.256756757,0,0.362815884,0.47217806,0.411296738,0,0,0,0,8,8,0,0,0,0,0.125,0.125
enp,1974,75,602,133,160,712,980,38,2567,0.253333333,0.205980066,0.067669173,0,0.558988764,0.133673469,0.447368421,0.2684067,0,72,11,1770,61,0,1914,0,0.402777778,0.545454545,0.388135593,0.344262295,0.388192268,1,0,0,4,1,1,0,0,0,0.75,1,0
enp,1975,22,350,133,101,628,601,6,1708,0.272727273,0.342857143,0.067669173,0,0.450636943,0.131447587,0.166666667,0.286299766,1,25,9,1717,38,0,1790,0,0.44,0.444444444,0.377402446,0.5,0.381005587,1,0,0,4,1,2,0,0,0,0.75,1,0.5
enp,1976,24,357,133,106,645,664,12,1808,0.333333333,0.330532213,0.067669173,0,0.47751938,0.120481928,0.25,0.285951327,0,27,10,1736,40,0,1813,0,0.407407407,0.8,0.380760369,0.55,0.38720353,1,0,0,4,1,3,0,0,0,0.75,1,0.666666667
enp,1977,16,340,133,105,690,649,16,1816,0.4375,0.358823529,0.067669173,0,0.44057971,0.132511556,0.375,0.289096916,1,17,2,1765,30,0,1815,0,0.235294118,1,0.373371105,0.566666667,0.375757576,2,0,0,4,1,5,0.5,0,0,0.75,1,0.6
enp,1978,18,329,133,94,711,637,16,1805,0.277777778,0.3556231,0.067669173,0.021276596,0.431786217,0.139717425,0.375,0.291412742,1,30,6,1770,33,0,1840,0,0.333333333,0.666666667,0.370056497,0.606060606,0.374456522,2,0,0,4,1,6,0.5,0,0,0.75,1,0.666666667
enp,1979,30,332,133,109,634,684,32,1821,0.166666667,0.310240964,0.067669173,0,0.496845426,0.159356725,0.34375,0.298187809,1,37,9,1624,25,0,1696,0,0.297297297,0.333333333,0.380541872,0.52,0.380306604,2,0,0,4,1,7,0.5,0,0,0.75,1,0.714285714
escuela nacional de musica,1960,10,4,11,1,9,10,1,26,0.6,0.25,0.090909091,0,0.444444444,0,1,0.307692308,0,1,0,94,26,0,121,0,0,0,0.287234043,0.192307692,0.26446281,7,0,0,0,0,7,0,0,0,0,0,0
escuela nacional de musica,1962,3,6,11,1,9,10,1,28,0.333333333,0.166666667,0.090909091,0,0.444444444,0,1,0.214285714,0,1,0,84,21,0,106,0,0,0,0.286478163,0.280594406,0.281680441,1,0,0,0,0,1,0,0,0,0,0,0
escuela nacional de musica,1963,3,6,11,1,10,10,1,29,0,0.166666667,0.090909091,0,0.6,0,1,0.24137931,0,1,0,88,21,0,110,0,0,0,0.285722284,0.368881119,0.298898072,1,0,0,0,0,1,0,0,0,0,0,0
escuela nacional de musica,1964,3,6,11,1,10,10,1,30,0,0.166666667,0.090909091,0,0.5,0,1,0.2,0,0,0,91,22,0,113,0,0,0,0.284966405,0.457167832,0.316115702,1,0,0,0,0,1,0,0,0,0,0,0
escuela nacional de musica,1965,4,7,11,3,9,11,1,31,0,0.142857143,0.090909091,0,0.666666667,0.090909091,1,0.258064516,0,0,0,95,22,0,117,0,0,0,0.284210526,0.545454545,0.333333333,1,0,0,0,0,1,0,0,0,0,0,0
escuela nacional de musica,1966,4,7,11,5,11,11,1,33,0,0,0.090909091,0,0.636363636,0.090909091,1,0.242424242,0,0,0,95,15,0,110,0,0,0,0.336842105,0.333333333,0.336363636,1,0,0,0,0,1,0,0,0,0,0,0
escuela nacional de musica,1967,3,7,11,7,9,18,1,41,0,0,0.090909091,0,0.666666667,0.111111111,1,0.195121951,1,0,0,116,25,0,142,0,0,0,0.301724138,0.32,0.302816901,1,0,0,0,0,1,0,0,0,0,0,0
escuela nacional de musica,1968,2,9,11,8,11,21,1,41,0,0.111111111,0.090909091,0,0.636363636,0.238095238,1,0.317073171,0,1,0,111,27,0,139,0,0,0,0.225225225,0.296296296,0.237410072,1,0,0,0,0,1,0,0,0,0,0,0
escuela nacional de musica,1969,2,8,11,9,13,18,1,39,0,0,0.090909091,0,0.615384615,0.166666667,1,0.282051282,1,2,1,96,22,0,122,0,0.5,0,0.28125,0.272727273,0.278688525,1,0,0,0,0,1,0,0,0,0,0,0
escuela nacional de musica,1970,1,6,11,10,9,19,1,35,0,0,0.090909091,0,0.666666667,0.210526316,1,0.285714286,0,3,0,100,17,0,120,0,0.333333333,0.333333333,0.3,0.235294118,0.291666667,1,0,0,0,0,1,0,0,0,0,0,0
escuela nacional de musica,1971,1,8,11,11,10,20,1,39,0,0.75,0.090909091,0,0.8,0.2,1,0.461538462,0,0,0,81,19,0,100,0,0.25,0.666666667,0.37037037,0.263157895,0.35,1,0,0,0,0,1,0,0,0,0,0,0
escuela nacional de musica,1972,1,6,11,12,10,21,1,37,0,0,0.090909091,0,0.8,0.19047619,1,0.324324324,0,0,1,76,20,0,97,0,0.166666667,1,0.394736842,0.25,0.371134021,1,0,0,0,0,1,0,0,0,0,0,0
escuela nacional de musica,1973,1,6,11,14,8,22,1,37,0,0,0.090909091,0,0.875,0.181818182,1,0.297297297,0,0,0,84,18,0,102,0,0.083333333,0.875,0.416666667,0.333333333,0.401960784,1,0,0,0,0,1,0,0,0,0,0,0
escuela nacional de musica,1974,1,6,11,15,10,21,1,39,0,0,0.090909091,0,0.8,0.238095238,1,0.358974359,0,1,0,84,21,0,106,0,0,0.75,0.345238095,0.333333333,0.339622642,1,0,0,0,0,1,0,0,0,0,0,0
escuela nacional de musica,1975,2,6,11,16,12,23,1,43,0,0,0.090909091,0,0.75,0.217391304,1,0.325581395,0,1,0,82,23,0,106,0,0,0.625,0.341463415,0.47826087,0.367924528,1,0,0,0,0,1,0,0,0,0,0,0
estacion de investigacion chamela,1973,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0
estacion de investigacion chamela,1974,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0
estacion de investigacion chamela,1975,0,1,0,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0
estacion de investigacion chamela,1976,0,1,0,0,1,1,1,2,0,1,0,0,0,0,0,0.5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0
estacion de investigacion chamela,1977,0,1,0,0,1,1,1,2,0,1,0,0,0,0,0,0.5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0
estacion de investigacion chamela,1978,0,1,0,0,1,3,1,4,0,1,0,0,0,0.333333333,0,0.5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0
facultad de arquitectura,1971,9,14,40,4,54,72,1,154,0.555555556,0.357142857,0,0,0.796296296,0.013888889,0,0.350649351,2,1,22,571,45,0,641,0,1,0.045454545,0.089316988,0.2,0.096723869,10,0,0,1,0,1,0.3,0,0,0,0,0
