general,year,admin_conf,admin_espe,admin_serv,admin_obre,admin_admin,admin_auxadm,admin_prof,admin_total,admin_conf_f,admin_espe_f,admin_serv_f,admin_obre_f,admin_admin_f,admin_auxadm_f,admin_prof_f,admin_total_f,docen_emet,docen_tct,docen_mtt,docen_catt,docen_ayut,docen_tect,docen_totalf,docen_eme_f,docen_tc_f,docen_mt_f,docen_cat_f,docen_ayu_f,docen_total_f,inv_tc,inv_ay,inv_eme,inv_mt,inv_tec,inv_total,inv_tc_f,inv_ay_f,inv_eme_f,inv_mt_f,inv_tec_f,inv_total_f
instituto de fisica,1974,2,21,6,6,11,10,4,42,0,0.095238095,0,0,0.363636364,0.1,0,0.166666667,0,0,0,7,2,0,9,0,0,0,0.285714286,0,0.222222222,39,3,8,9,1,57,0,0.333333333,0,0.222222222,0,0.035087719
instituto de fisica,1975,2,17,6,6,42,9,4,70,0,0.117647059,0,0,0.261904762,0.111111111,0,0.2,0,0,0,10,3,0,13,0,0,0,0.1,0,0.076923077,50,3,8,6,2,58,0.06,0.333333333,0,0.333333333,0,0.086206897
instituto de fisica,1976,1,19,6,6,42,17,4,79,1,0.052631579,0,0,0.30952381,0.117647059,0,0.215189873,0,0,0,30,3,0,33,0,0,0,0.133333333,0,0.121212121,33,2,8,4,4,41,0.060606061,0,0,0.25,0,0.073170732
instituto de fisica,1977,3,21,6,6,45,38,4,107,0,0.095238095,0,0,0.511111111,0.184210526,0,0.299065421,0,0,0,9,2,0,11,0,0,0,0.111111111,0,0.090909091,37,2,8,3,5,45,0.108108108,0,0,0.666666667,0,0.133333333
instituto de fisica,1978,2,19,6,6,46,39,4,106,0,0.052631579,0,0,0.456521739,0.179487179,0,0.273584906,0,0,0,27,2,0,29,0,0,0,0.185185185,0.5,0.206896552,39,2,8,3,6,48,0.076923077,0,0,0.333333333,0.166666667,0.104166667
instituto de fisica,1979,2,24,6,6,52,10,4,92,0,0,0,0,0.557692308,0,0,0.315217391,0,3,0,7,0,0,10,0,0,0,0.285714286,0.5,0.2,68,2,8,1,8,77,0.073529412,0,0,0,0.125,0.077922078
instituto de geofisica,1970,1,75,7,6,29,11,1,122,0,0.2,0,0,0.517241379,0.090909091,0,0.254098361,0,0,1,0,0,0,1,0,0,0,0,0,0,16,11,4,3,7,16,0.1875,0.272727273,0.25,0.333333333,0.285714286,0.1875
instituto de geofisica,1971,9,91,7,8,29,11,1,149,0.222222222,0.164835165,0,0,0.517241379,0.090909091,0,0.22147651,0,0,0,2,0,0,2,0,0,0,0,0,0,18,11,4,3,7,18,0.166666667,0.181818182,0.25,0.333333333,0.285714286,0.166666667
instituto de geofisica,1972,8,94,7,6,31,11,1,151,0.125,0.170212766,0,0,0.548387097,0.090909091,0,0.231788079,0,0,0,4,0,0,4,0,0,0,0.25,0,0.25,25,10,4,2,7,25,0.2,0.2,0.25,0.5,0.285714286,0.2
instituto de geofisica,1973,7,101,7,6,29,10,2,155,0,0.178217822,0,0,0.586206897,0,0,0.225806452,0,0,0,6,0,0,6,0,0,0,0.166666667,0,0.166666667,28,10,4,2,7,30,0.178571429,0.1,0.25,0.5,0.285714286,0.2
instituto de geofisica,1974,7,84,7,5,18,11,3,128,0,0.214285714,0,0,0.444444444,0,0.333333333,0.2109375,0,0,0,5,0,0,5,0,0,0,0.2,0,0.2,29,9,4,2,7,51,0.206896552,0,0.25,0,0.285714286,0.176470588
instituto de geofisica,1975,9,73,7,5,38,11,2,138,0.111111111,0.178082192,0,0,0.394736842,0,0,0.210144928,0,1,0,4,0,0,5,0,0,0,0,0,0,33,9,4,2,7,51,0.242424242,0,0.25,0,0.142857143,0.176470588
instituto de geofisica,1976,1,81,7,6,28,15,1,132,0,0.172839506,0,0,0.535714286,0,0,0.21969697,0,0,0,5,1,0,6,0,0,0,0,0,0,26,15,4,2,6,49,0.230769231,0.066666667,0.25,0,0.166666667,0.163265306
instituto de geofisica,1977,1,46,7,6,35,16,28,132,0,0.260869565,0,0,0.628571429,0.0625,0.071428571,0.28030303,0,0,0,8,6,0,14,0,0,0,0.125,0,0.071428571,45,10,4,3,28,86,0.222222222,0.1,0.25,0.333333333,0.107142857,0.174418605
instituto de geofisica,1978,1,38,7,6,48,15,28,136,0,0.210526316,0,0,0.541666667,0.066666667,0.071428571,0.272058824,0,0,0,7,2,0,9,0,0,0,0.142857143,0,0.111111111,42,12,4,3,28,85,0.166666667,0.083333333,0.25,0.333333333,0.071428571,0.129411765
instituto de geofisica,1979,1,44,7,6,20,11,14,90,0,0.25,0,0,0.35,0.545454545,0.142857143,0.288888889,0,0,0,1,0,0,1,0,0,0,0,0,0,34,6,4,1,17,58,0.235294118,0,0.25,0,0,0.137931034
instituto de geografia,1971,3,22,5,1,5,5,2,35,0.333333333,0.545454545,0,0,1,0,0,0.514285714,0,0,0,3,0,0,3,0,0.526315789,0,0.666666667,0,0.666666667,9,10,2,1,5,10,0.666666667,0.5,0,0,0.2,0.6
instituto de geografia,1972,4,20,5,1,5,5,2,34,0.25,0.55,0,0,1,0,0,0.5,0,0,0,3,0,0,3,0,0.526315789,0,0.666666667,0,0.666666667,9,11,2,3,5,12,0.333333333,0.454545455,0,0.666666667,0.2,0.416666667
instituto de geografia,1973,5,16,5,1,5,5,2,31,0.2,0.5,0,0,1,0,0,0.451612903,0,0,0,4,0,0,4,0,0.526315789,0,0.75,0,0.75,17,11,2,2,5,17,0.647058824,0.545454545,0,1,0.2,0.647058824
instituto de geografia,1974,4,8,5,1,6,5,2,23,0.25,0.25,0,0,1,0,0,0.391304348,0,0,0,5,0,0,5,0,0.526315789,0,0.6,0,0.6,20,12,2,2,5,34,0.4,0.5,0,1,0.2,0.411764706
instituto de geografia,1975,3,8,5,1,7,5,2,23,0.333333333,0.25,0,0,1,0,0,0.434782609,0,19,0,8,0,0,27,0,0.526315789,0,0.75,0,0.592592593,19,12,2,2,5,31,0.526315789,0.666666667,0,0.5,0.2,0.580645161
instituto de geografia,1976,7,8,5,1,10,11,2,38,0,0.25,0,0,0.8,0.272727273,0,0.342105263,0,0,0,10,1,0,11,0,0.526315789,0,0.7,0,0.636363636,22,8,2,1,5,31,0.545454545,0.625,0,1,0.2,0.580645161
instituto de geografia,1977,2,8,5,1,8,11,5,34,0.5,0.25,0,0,1,0.272727273,0.2,0.441176471,0,0,0,9,1,0,10,0,0.526315789,0,0.666666667,0,0.6,23,15,2,1,5,39,0.565217391,0.533333333,0,1,0.2,0.564102564
instituto de geografia,1978,2,8,5,1,8,11,5,34,0.5,0.25,0,0,1,0.181818182,0.2,0.411764706,0,0,0,9,2,0,11,0,0.526315789,0,0.666666667,0.5,0.636363636,27,15,2,1,5,43,0.62962963,0.6,0,1,0.2,0.627906977
instituto de geografia,1979,3,6,5,1,15,3,4,31,1,0.333333333,0,0,0.533333333,0,0.25,0.451612903,0,0,0,2,0,0,2,0,0.526315789,0,1,0.5,1,36,7,2,1,5,49,0.611111111,0.857142857,0,1,0.2,0.612244898
instituto de geologia,1970,1,35,14,3,18,16,5,73,0,0.285714286,0.071428571,0,0.722222222,0.125,0,0.342465753,0,0,0,1,0,0,1,0,0.235294118,0.333333333,1,1,1,17,7,3,5,2,22,0.235294118,0.142857143,0,0,0.5,0.181818182
instituto de geologia,1971,2,46,14,3,18,21,4,90,0,0.347826087,0.071428571,0.333333333,0.777777778,0,0,0.344444444,0,0,0,1,0,0,1,0,0.235294118,0.333333333,0,1,0,14,6,3,6,2,20,0.285714286,0.166666667,0,0,0.5,0.2
instituto de geologia,1972,2,40,14,2,18,19,4,81,0,0.275,0.071428571,0.5,0.777777778,0,0,0.320987654,0,0,0,1,0,0,1,0,0.235294118,0.333333333,0,1,0,28,6,3,8,2,36,0.214285714,0,0,0.125,0.5,0.194444444
instituto de geologia,1973,2,40,14,2,21,19,4,84,0.5,0.2,0.071428571,0,0.80952381,0,0,0.30952381,0,0,0,1,0,0,1,0,0.235294118,0.333333333,0,1,0,32,5,3,6,2,38,0.1875,0,0,0.166666667,0.5,0.184210526
instituto de geologia,1974,4,29,14,3,14,20,4,70,0,0.137931034,0.071428571,0,0.642857143,0.05,0,0.2,0,0,0,5,0,0,5,0,0.235294118,0.333333333,0,1,0,30,5,3,5,2,45,0.233333333,0,0,0.4,0.5,0.222222222
instituto de geologia,1975,4,31,14,3,19,25,3,82,0.25,0.193548387,0.071428571,0,0.789473684,0.24,0,0.341463415,0,34,6,8,0,0,48,0,0.235294118,0.333333333,0.125,1,0.229166667,34,2,3,5,4,45,0.235294118,0,0,0.4,0.25,0.244444444
instituto de geologia,1976,3,28,14,2,24,20,3,77,0.333333333,0.25,0.071428571,0,0.75,0.1,0,0.363636364,0,0,0,11,2,0,13,0,0.235294118,0.333333333,0.181818182,1,0.307692308,40,2,3,5,5,52,0.225,1,0,0.4,0.2,0.269230769
instituto de geologia,1977,5,23,14,3,27,19,3,80,0.2,0.217391304,0.071428571,0,0.777777778,0.105263158,0,0.3625,0,0,0,17,0,0,17,0,0.235294118,0.333333333,0.235294118,1,0.235294118,31,4,3,5,5,45,0.225806452,1,0,0.6,0.2,0.333333333
instituto de geologia,1978,5,22,14,3,29,20,2,81,0.2,0.363636364,0.071428571,0,0.655172414,0.1,0,0.37037037,0,0,0,17,0,0,17,0,0.235294118,0.333333333,0.117647059,1,0.117647059,31,5,3,4,6,46,0.258064516,1,0,0.5,0.333333333,0.369565217
instituto de geologia,1979,6,24,14,3,41,5,2,78,0.666666667,0.208333333,0.071428571,0,0.512195122,0.6,0,0.423076923,0,0,0,1,0,0,1,0,0.235294118,0.333333333,0,1,0,48,5,3,5,5,63,0.166666667,1,0,0.4,0.2,0.253968254
instituto de ingenieria,1974,5,34,0,61,33,30,11,163,0.4,0.088235294,0,0,0.545454545,0,0,0.141104294,0,27,10,9,0,0,46,0,0,0,0,0,0,8,17,0,1,2,17,0.125,0.117647059,0,0,0,0.117647059
instituto de ingenieria,1975,4,23,0,49,67,26,11,169,0.5,0.086956522,0,0,0.343283582,0.038461538,0,0.165680473,0,21,9,16,0,0,46,0,0,0,0.0625,0,0.02173913,8,16,0,1,2,25,0.125,0.0625,0,0,0,0.08
instituto de ingenieria,1976,4,38,0,48,47,51,11,140,0.5,0.947368421,0,0,0.361702128,1,0,0.757142857,0,9,2,30,1,0,42,0,0,0,0,0,0,28,14,0,5,2,47,0,0.071428571,0,0,0,0.021276596
instituto de ingenieria,1977,4,23,0,47,79,46,11,199,0.5,0.043478261,0,0,0.392405063,0.130434783,0,0.201005025,0,0,0,43,3,0,46,0,0,0,0.023255814,0,0.02173913,35,24,0,7,2,68,0.057142857,0.166666667,0,0.285714286,0,0.117647059
instituto de ingenieria,1978,3,23,0,45,79,54,11,215,0.666666667,0,0,0,0.405063291,0.148148148,0,0.195348837,0,5,1,34,3,0,43,0,0,0,0.029411765,0,0.023255814,47,26,0,9,2,84,0.021276596,0.153846154,0,0,0,0.05952381
instituto de ingenieria,1979,6,40,0,50,78,65,16,205,0.333333333,0.025,0,0,0.641025641,0.846153846,0.25,0.546341463,0,2,1,2,0,0,5,0,0,0,0,0,0,73,14,0,10,8,97,0.01369863,0.214285714,0,0.2,0,0.06185567
instituto de ingenieria,1980,23,44,0,56,39,57,22,241,0.130434783,0.068181818,0,0,0.666666667,0.122807018,0.090909091,0.170124481,0,0,0,7,0,0,7,0,0,0,0.142857143,0,0.142857143,81,11,0,10,13,115,0.024691358,0.272727273,0,0,0.076923077,0.052173913
instituto de investigaciones antropologicas,1968,1,2,0,0,4,1,4,6,1,0,0,0,0.75,0,1,0.5,1,0,0,0,0,0,1,0,0,0,0,0.2,0,2,4,1,2,1,5,0,0.75,0,0,1,0
instituto de investigaciones antropologicas,1969,1,2,0,0,4,2,4,6,1,0,0,0,0.75,0.5,1,0.5,1,0,0,1,0,0,2,0,0,0,0,0.2,0,4,4,1,2,1,6,0,0.75,0,0,1,0
instituto de investigaciones antropologicas,1970,1,2,0,0,4,2,4,4,1,0,0,0,0.75,0.5,1,0.75,1,0,0,1,0,0,2,0,0,0,1,0.2,0.5,5,4,1,1,1,8,0.2,0.75,0,0,1,0.125
instituto de investigaciones antropologicas,1971,1,2,0,0,3,2,4,3,1,0,0,0,1,0.5,1,1,0,0,0,2,0,0,2,0,0,0,0.5,0.2,0.5,7,4,1,1,1,9,0.142857143,0.75,0,0,1,0.111111111
instituto de investigaciones antropologicas,1972,1,1,0,0,3,2,4,3,1,1,0,0,1,0.5,1,1,0,0,0,3,0,0,3,0,0,0,0.333333333,0.2,0.333333333,6,4,1,1,1,8,0.166666667,0.75,0,0,1,0.125
instituto de investigaciones antropologicas,1973,1,1,0,0,3,3,4,4,1,1,0,0,1,0.666666667,1,1,0,0,0,3,0,0,3,0,0,0,0.666666667,0.2,0.666666667,6,4,1,1,1,8,0.166666667,0.75,0,0,1,0.125
instituto de investigaciones antropologicas,1974,1,2,0,0,1,3,4,5,1,1,0,0,1,0.666666667,1,0.8,0,0,0,4,0,0,4,0,0,0,0.5,0.2,0.5,7,4,1,1,1,7,0.142857143,0.75,0,0,1,0.142857143
instituto de investigaciones antropologicas,1975,1,3,0,0,8,1,4,13,0,0.666666667,0,0,0.75,1,1,0.692307692,0,0,0,3,0,0,3,0,0,0,0.333333333,0.2,0.333333333,11,4,1,1,1,15,0.363636364,0.75,0,0,1,0.466666667
instituto de investigaciones antropologicas,1976,1,4,0,0,7,1,4,13,0,0.5,0,0,0.857142857,1,1,0.692307692,0,1,0,11,5,0,17,0,0,0,0,0.2,0.058823529,19,9,1,1,1,28,0.526315789,0.888888889,0,0,1,0.642857143
instituto de investigaciones antropologicas,1977,2,5,0,0,11,7,4,23,0.5,0.4,0,0,0.818181818,0.142857143,1,0.52173913,0,0,0,3,0,0,3,0,0,0,0,0.1,0,18,13,1,1,1,32,0.5,0.769230769,0,0,1,0.625
instituto de investigaciones antropologicas,1978,4,8,0,0,20,14,4,50,0.5,0.75,0,0,0.8,0.142857143,1,0.6,0,0,0,4,1,0,5,0,0,0,0,0,0,15,16,1,1,2,33,0.466666667,0.625,0,0,0.5,0.545454545
instituto de investigaciones antropologicas,1979,1,7,0,0,12,7,3,30,1,0.428571429,0,0,0.833333333,0.285714286,1,0.633333333,0,2,0,0,0,0,2,0,0,0,0,0,0,22,13,1,1,1,36,0.363636364,0.615384615,0,0,1,0.472222222
instituto de investigaciones biomedicas,1971,4,28,6,1,17,24,1,74,0,0.5,0,0,0.647058824,0.208333333,1,0.405405405,0,3,0,1,0,0,4,0,0,0.5,0,0,0,30,0,6,7,2,37,0.2,0,0,0.571428571,1,0.27027027
instituto de investigaciones biomedicas,1972,2,30,6,2,18,24,1,77,0,0.433333333,0,0,0.666666667,0.208333333,1,0.402597403,0,0,0,1,0,0,1,0,0.076388889,0.5,0,0,0,35,0,6,6,2,41,0.685714286,0,0,0.666666667,1,0.682926829
instituto de investigaciones biomedicas,1973,3,20,6,4,18,20,1,66,0,0.35,0,0,0.611111111,0.15,1,0.333333333,0,0,0,1,0,0,1,0,0.152777778,0.5,0,0,0,37,0,6,7,2,46,0.189189189,0,0,0.428571429,1,0.260869565
instituto de investigaciones biomedicas,1974,4,13,6,1,16,20,2,56,0.25,0.230769231,0,0,0.5,0.2,0.5,0.303571429,0,0,0,7,0,0,7,0,0.229166667,0.5,0.142857143,0,0.142857143,28,0,6,7,13,54,0.285714286,0,0,0.285714286,0.538461538,0.314814815
instituto de investigaciones biomedicas,1975,5,14,6,2,37,25,2,85,0.4,0.285714286,0,0,0.432432432,0.28,0.5,0.352941176,1,36,6,6,0,0,49,0,0.305555556,0.5,0.166666667,0,0.306122449,36,0,1,6,10,53,0.305555556,0,0,0.5,0.5,0.358490566
instituto de investigaciones biomedicas,1976,1,13,6,2,34,30,2,82,0,0.307692308,0,0,0.529411765,0.3,0.5,0.390243902,0,0,0,6,1,0,7,0,0.305555556,0.5,0,0,0,35,0,1,7,11,54,0.314285714,0,0,0.428571429,0.454545455,0.351851852
instituto de investigaciones biomedicas,1977,3,8,6,3,43,32,3,92,0.333333333,0.5,0,0,0.558139535,0.21875,0.333333333,0.402173913,0,0,0,6,3,0,9,0,0.305555556,0.5,0.166666667,0,0.111111111,42,0,1,3,16,62,0.214285714,0,0,0.333333333,0.75,0.35483871
instituto de investigaciones biomedicas,1978,3,9,6,3,46,35,3,99,0.333333333,0.555555556,0,0,0.52173913,0.228571429,0.333333333,0.393939394,0,0,0,7,5,0,12,0,0.305555556,0.5,0.285714286,0.2,0.25,37,0,1,3,21,62,0.243243243,0,0,0.333333333,0.571428571,0.35483871
instituto de investigaciones biomedicas,1979,6,18,6,2,52,13,3,92,0.333333333,0.555555556,0,0,0.596153846,0.230769231,0.666666667,0.52173913,0,0,0,5,0,0,5,0,0.305555556,0.5,0.4,0.2,0.4,46,0,1,2,19,68,0.217391304,0,0,0.5,0.631578947,0.338235294
instituto de investigaciones economicas,1971,2,18,0,0,16,3,1,39,0.5,0.444444444,0,0,0.9375,0,0,0.615384615,0,0,0,2,1,0,3,0,0,0,0,0,0,9,12,0,2,11,11,0.222222222,0.333333333,0,0,0.181818182,0.181818182
instituto de investigaciones economicas,1972,3,20,0,0,18,4,1,45,0,0.35,0,0,0.888888889,0,0,0.511111111,0,0,0,1,1,0,2,0,0,0,0,1,0.5,11,12,0,2,11,13,0.090909091,0.333333333,0,0,0.181818182,0.076923077
instituto de investigaciones economicas,1973,5,10,0,0,17,4,1,36,0.6,0.2,0,0,0.941176471,0,0,0.583333333,0,0,0,1,0,0,1,0,0,0,0,0.875,0,21,12,0,2,11,33,0.19047619,0.333333333,0,0,0.181818182,0.242424242
instituto de investigaciones economicas,1974,1,5,0,0,13,7,1,26,0,0.2,0,0,0.769230769,0.571428571,0,0.576923077,0,0,0,3,0,0,3,0,0,0,0,0.75,0,28,8,0,2,11,47,0.25,0.5,0,0,0.181818182,0.276595745
instituto de investigaciones economicas,1975,2,5,0,0,23,6,1,36,0.5,0.2,0,0,0.739130435,0.666666667,0,0.638888889,0,0,0,4,0,0,4,0,0,0,0.25,0.625,0.25,29,9,0,2,14,52,0.24137931,0.444444444,0,0,0.142857143,0.25
instituto de investigaciones economicas,1976,2,2,0,0,27,7,1,38,0.5,0.5,0,0,0.740740741,0.571428571,0,0.684210526,0,0,0,6,2,0,8,0,0,0,0.166666667,0.5,0.25,27,9,0,2,12,50,0.296296296,0.666666667,0,0,0.166666667,0.32
instituto de investigaciones economicas,1977,2,2,0,0,26,8,1,39,0.5,0,0,0,0.769230769,0.5,0,0.641025641,0,0,0,12,3,0,15,0,0,0,0.166666667,0.333333333,0.2,24,10,0,1,14,49,0.333333333,0.6,0,0,0.214285714,0.346938776
instituto de investigaciones economicas,1978,2,4,0,0,24,8,1,39,0.5,0,0,0,0.708333333,0.5,0,0.564102564,0,0,0,12,2,0,14,0,0,0,0.166666667,0,0.142857143,24,9,0,1,14,48,0.333333333,0.444444444,0,0,0.214285714,0.3125
instituto de investigaciones economicas,1979,5,5,0,0,26,7,1,44,0.6,0.2,0,0,0.846153846,0.428571429,0,0.659090909,0,0,0,1,0,0,1,0,0,0,0,0,0,36,9,0,1,10,56,0.277777778,0.333333333,0,0,0.3,0.285714286
instituto de investigaciones en matematicas aplicadas y sistemas,1971,7,102,0,0,24,15,1,148,0.142857143,0.549019608,0,0,0.458333333,0,0,0.459459459,0,1,0,5,2,0,8,0,0,1,0,0,0,5,2,6,1,2,5,0,0,0.333333333,0,1,0
instituto de investigaciones en matematicas aplicadas y sistemas,1972,6,103,0,0,25,17,1,151,0.166666667,0.514563107,0,0,0.36,0,1,0.417218543,0,0,0,7,6,0,13,0,0,1,0,0,0,6,2,6,1,2,6,0,0,0.333333333,0,1,0
instituto de investigaciones en matematicas aplicadas y sistemas,1973,7,102,0,0,25,19,1,154,0.142857143,0.5,0,0,0.4,0,1,0.409090909,0,3,0,6,7,0,16,0,0,1,0.166666667,0.142857143,0.125,16,2,6,1,2,19,0.125,0,0.333333333,0,1,0.210526316
instituto de investigaciones en matematicas aplicadas y sistemas,1974,1,9,0,0,5,6,1,21,1,0.444444444,0,0,1,0,1,0.476190476,0,0,0,3,2,0,5,0,0,1,0,0,0,18,2,6,3,3,32,0,0,0.333333333,1,0,0.15625
instituto de investigaciones en matematicas aplicadas y sistemas,1975,1,8,0,0,14,7,1,30,1,0.625,0,0,0.571428571,0,1,0.466666667,0,0,0,8,5,0,13,0,0,1,0,0.2,0.076923077,27,5,6,3,2,34,0.148148148,0,0.333333333,1,0,0.117647059
instituto de investigaciones en matematicas aplicadas y sistemas,1976,9,9,0,0,13,7,1,38,0.777777778,0.555555556,0,0,0.461538462,0.142857143,1,0.5,0,1,0,10,4,0,15,0,0,1,0,0.25,0.133333333,31,2,6,3,9,42,0.322580645,0.5,0.333333333,1,0,0.261904762
instituto de investigaciones en matematicas aplicadas y sistemas,1977,7,8,0,0,20,9,1,38,0.714285714,0.375,0,0,0.7,0.222222222,1,0.526315789,0,2,1,11,3,0,17,0,0.5,1,0,0.333333333,0.176470588,32,6,6,3,12,50,0.21875,0.5,0.333333333,1,0,0.2
instituto de investigaciones en matematicas aplicadas y sistemas,1978,4,9,0,0,20,12,1,42,1,0.555555556,0,0,0.7,0.25,1,0.547619048,0,1,0,11,4,0,16,0,0,1,0,0.5,0.125,36,6,6,3,14,56,0.138888889,0.333333333,0.333333333,1,0,0.125
instituto de investigaciones en matematicas aplicadas y sistemas,1979,2,12,0,0,29,4,1,47,1,0.5,0,0,0.482758621,0,0,0.468085106,0,1,0,3,0,0,4,0,0,1,0,0.5,0,47,7,6,3,13,54,0.170212766,0.428571429,0.333333333,1,0,0.203703704
instituto de investigaciones en materiales,1971,2,16,0,2,9,2,1,29,0.5,0.0625,0,0,0.888888889,0,0,0.344827586,0,0,0,1,1,0,2,0,0,0,0,0,0,1,4,3,2,1,3,0,0,0,0,0,0
instituto de investigaciones en materiales,1972,1,9,0,2,3,2,1,15,0,0.111111111,0,0,1,0,0,0.266666667,0,0,0,3,0,0,3,0,0,0,0,0,0,11,4,3,1,1,12,0,0,0,0,0,0
instituto de investigaciones en materiales,1973,2,2,0,2,4,5,1,13,0,0,0,0,1,0,0,0.307692308,0,1,0,5,0,0,6,0,0,0,0.2,0,0.166666667,19,4,3,3,1,23,0,0,0,0,0,0
instituto de investigaciones en materiales,1974,4,10,0,2,6,7,1,27,0.5,0.1,0,0,0.833333333,0,0,0.296296296,0,0,0,11,3,0,14,0,0.033333333,0,0.090909091,0,0.071428571,18,4,3,1,6,32,0.111111111,0,0,0,0.166666667,0.09375
instituto de investigaciones en materiales,1975,7,14,0,2,13,11,1,48,0.428571429,0.071428571,0,0,0.461538462,0.090909091,0,0.229166667,0,0,0,13,2,0,15,0,0.066666667,0,0,0,0,22,6,3,3,6,31,0.045454545,0,0,0,0.166666667,0.064516129
instituto de investigaciones en materiales,1976,1,16,0,2,11,11,1,42,1,0.0625,0,0,0.545454545,0,0,0.19047619,0,0,0,21,2,0,23,0,0.1,0,0,0,0,17,7,3,3,5,32,0.058823529,0.142857143,0,0,0.2,0.09375
instituto de investigaciones en materiales,1977,2,11,0,1,20,14,1,49,0,0,0,0,0.45,0,0,0.183673469,0,0,0,22,3,0,25,0,0.133333333,0,0.045454545,0,0.04,20,6,3,1,10,37,0.05,0.166666667,0,0,0.1,0.081081081
instituto de investigaciones en materiales,1978,4,14,0,2,17,15,1,53,0.5,0,0,0,0.470588235,0.066666667,0,0.20754717,0,0,0,23,2,0,25,0,0.166666667,0,0.086956522,0,0.08,23,3,3,1,10,37,0.086956522,0,0,0,0.1,0.081081081
instituto de investigaciones en materiales,1979,3,19,0,1,13,14,3,53,0.333333333,0,0,0,0.615384615,0.071428571,0.333333333,0.20754717,0,5,0,2,0,0,7,0,0.2,0,0,0,0.142857143,47,3,3,1,12,63,0.042553191,0.333333333,0,0,0.083333333,0.063492063
instituto de investigaciones esteticas,1971,2,6,2,0,5,2,1,15,0.5,0.5,0,0,0.8,0,1,0.533333333,0,0,0,1,0,0,1,0,0,0,0,1,0,6,2,0,4,4,10,0.666666667,1,0,0.25,0,0.5
instituto de investigaciones esteticas,1972,2,6,2,0,6,2,1,16,0.5,0.5,0,0,0.666666667,0,0,0.5,0,0,0,1,0,0,1,0,0,0,0,1,0,9,2,0,4,4,9,0.555555556,1,0,0,0,0.555555556
instituto de investigaciones esteticas,1973,1,5,2,0,6,2,1,14,1,0.4,0,0,0.833333333,0,0,0.571428571,0,0,0,1,0,0,1,0,0,0,0,1,0,6,2,0,3,4,13,0.833333333,1,0,0,0,0.384615385
instituto de investigaciones esteticas,1974,1,3,2,0,7,2,1,14,1,0.333333333,0,0,0.714285714,0,0,0.5,0,0,0,2,0,0,2,0,0,0,0,1,0,7,2,0,3,2,14,0.714285714,1,0,0.333333333,0.5,0.642857143
instituto de investigaciones esteticas,1975,6,1,2,0,9,2,4,22,0,0,0,0,0.666666667,0,0.5,0.363636364,0,0,0,3,0,0,3,0,0,0,0.333333333,1,0.333333333,7,2,0,5,2,16,0.714285714,1,0,0.6,0.5,0.6875
instituto de investigaciones esteticas,1976,1,1,2,0,11,4,7,23,0,0,0,0,0.727272727,0,0.571428571,0.52173913,0,0,0,5,1,0,6,0,0,0,0.6,1,0.666666667,6,2,0,4,2,14,1,1,0,0.5,0,0.714285714
instituto de investigaciones esteticas,1977,2,1,2,0,9,6,10,28,0,0,0,0,0.888888889,0,0.6,0.5,0,0,0,6,1,0,7,0,0,0,0.666666667,1,0.714285714,6,3,0,4,3,16,0.5,1,0,0,0.333333333,0.4375
instituto de investigaciones esteticas,1978,3,1,2,0,10,6,8,28,0,0,0,0,0.7,0,0.75,0.464285714,0,0,0,5,1,0,6,0,0,0,0.6,1,0.666666667,9,4,0,5,4,22,0.444444444,0.75,0,0,0.25,0.363636364
instituto de investigaciones filologicas,1977,2,9,0,1,2,5,1,9,0.5,0.444444444,0,0,0.5,0,0,0.222222222,0,0,0,2,0,0,2,0,0,0,0.5,0,0.5,2,4,1,1,1,3,0.5,0.75,1,1,0,0.333333333
instituto de investigaciones filologicas,1978,2,9,0,1,3,5,1,11,0.5,0.444444444,0,0,0.333333333,0,0,0.181818182,0,0,0,2,0,0,2,0,0,0,0,0,0,2,3,1,1,1,3,0.5,0.666666667,1,1,0,0.333333333
instituto de investigaciones filosoficas,1972,2,6,3,0,9,4,1,21,0,0.666666667,0,0,0.888888889,0.25,0,0.619047619,1,0,0,1,0,0,2,0,0,0,0,0,0,6,0,1,1,2,8,0,0,0,1,0.5,0.125
instituto de investigaciones filosoficas,1973,2,4,3,0,11,3,1,20,0,0.5,0,0,0.818181818,0,0,0.55,0,0,0,1,0,0,1,0,0,0,0,0,0,8,0,1,1,2,11,0,0,0,0,0.5,0.090909091
instituto de investigaciones filosoficas,1974,2,3,3,0,10,5,1,20,0,0.333333333,0,0,0.1,0.4,0,0.2,1,0,0,2,1,0,4,0,0,0,0.5,0,0.25,5,0,1,1,1,8,0,0,0,0,1,0.125
instituto de investigaciones filosoficas,1975,1,1,3,0,14,5,1,21,0,0,0,0,0.785714286,0.4,0,0.619047619,1,0,0,1,0,0,2,0,0,0,0,0,0,7,0,1,2,2,12,0,0,0,0,0.5,0.083333333
instituto de investigaciones filosoficas,1976,2,2,3,0,12,5,1,22,0,0.5,0,0,0.916666667,0.4,0,0.636363636,0,0,0,3,0,0,3,0,0,0,0.666666667,0,0.666666667,9,0,1,1,1,12,0,0,0,0,0,0
instituto de investigaciones filosoficas,1977,2,2,3,0,16,4,3,25,0.5,0.5,0,0,0.8125,0.25,0,0.6,0,0,0,3,0,0,3,0,0,0,0.333333333,0,0.333333333,8,0,1,1,2,12,0.125,0,0,0,1,0.25
