general,year,conf,espe,serv,obre,admin,auxadm,prof,total,conf_f,espe_f,serv_f,obre_f,admin_f,auxadm_f,prof_f,total_f
jardin botanico,1977,1,2,0,28,3,10,1,45,0,0,0,0,0.6666666666666666,0.1,0,0.06666666666666667
jardin botanico,1978,1,2,0,27,3,10,2,45,0,0,0,0,1,0.2,0,0.1111111111111111
jardin botanico,1979,1,3,0,27,5,9,1,46,0,0.3333333333333333,0,0,0.8,0.1111111111111111,1,0.15217391304347827
observatorio astronomico nacional,1960,2,4,9,1,4,8,3,17,1,0.5,0,0,0.75,0,0,0.23529411764705882
observatorio astronomico nacional,1962,1,5,9,1,4,8,3,19,0,0.4,0,0,0.75,0,0,0.2631578947368421
observatorio astronomico nacional,1963,1,9,9,2,11,8,3,31,0,0.3333333333333333,0,0,0.36363636363636365,0,0,0.22580645161290322
observatorio astronomico nacional,1964,1,8,9,2,8,7,3,26,0,0.375,0,0,0.375,0,0,0.23076923076923078
observatorio astronomico nacional,1965,1,11,9,2,9,7,3,29,0,0.36363636363636365,0,0,0.3333333333333333,0,0,0.27586206896551724
observatorio astronomico nacional,1966,1,13,9,3,10,8,3,33,0,0.46153846153846156,0,0,0.4,0.125,0,0.30303030303030304
observatorio astronomico nacional,1967,1,16,9,3,11,8,3,36,0,0.4375,0,0,0.36363636363636365,0.125,0,0.3333333333333333
observatorio astronomico nacional,1968,1,15,9,4,11,8,3,35,0,0.4,0,0,0.36363636363636365,0.125,0,0.3142857142857143
observatorio astronomico nacional,1969,1,13,9,4,10,8,3,34,0,0.46153846153846156,0,0,0.4,0.25,0,0.3235294117647059
observatorio astronomico nacional,1970,1,12,9,5,10,8,3,33,0,0.4166666666666667,0,0,0.3,0.25,0,0.30303030303030304
observatorio astronomico nacional,1971,1,11,9,5,9,8,3,32,0,0.36363636363636365,0,0,0.3333333333333333,0.25,0,0.3125
observatorio astronomico nacional,1972,2,9,9,6,9,8,3,30,0,0.4444444444444444,0,0,0.3333333333333333,0.25,0,0.3
observatorio astronomico nacional,1973,2,8,9,6,9,8,3,29,0,0.375,0,0,0.3333333333333333,0.375,0,0.27586206896551724
observatorio astronomico nacional,1974,2,6,9,7,8,8,3,28,0,0.5,0,0,0.375,0.375,0,0.2857142857142857
observatorio astronomico nacional,1975,2,5,9,7,8,8,3,27,0,0.4,0,0,0.25,0.375,0,0.25925925925925924
observatorio astronomico nacional,1976,2,4,9,8,7,8,3,26,0,0.25,0,0,0.2857142857142857,0.5,0,0.2692307692307692
observatorio astronomico nacional,1977,2,2,9,8,7,8,3,25,0,0.5,0,0,0.2857142857142857,0.5,0,0.24
observatorio astronomico nacional,1978,3,1,9,7,7,7,3,25,0.3333333333333333,0,0,0,0.42857142857142855,0.42857142857142855,0,0.28
observatorio astronomico nacional,1979,3,1,9,8,3,11,3,28,0,0,0,0,0.6666666666666666,0.36363636363636365,0,0.21428571428571427
oficina regional noroeste hermosillo,1977,1,1,0,0,1,0,0,3,1,0,0,0,0,0,0,0.3333333333333333
oficina regional noroeste hermosillo,1978,1,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0.5
oficina regional noroeste hermosillo,1979,1,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0.5
