general,year,conf,espe,serv,obre,admin,auxadm,prof,total,conf_f,espe_f,serv_f,obre_f,admin_f,auxadm_f,prof_f,total_f
biblioteca nacional,1960,10,40,14,0,26,32,4,67,0.6,0.425,0,0,0.6153846153846154,0.0625,0.5,0.34328358208955223
biblioteca nacional,1962,1,96,14,0,26,32,4,155,0,0.2604166666666667,0,0,0.6153846153846154,0.0625,0.5,0.27741935483870966
biblioteca nacional,1963,1,76,14,0,18,27,4,122,0,0.3026315789473684,0,0,0.6111111111111112,0.07407407407407407,0.5,0.29508196721311475
biblioteca nacional,1964,2,110,14,0,30,46,4,188,0,0.3090909090909091,0,0,0.5,0.08695652173913043,0.5,0.28191489361702127
biblioteca nacional,1965,2,100,14,0,27,43,4,172,0,0.3,0,0,0.48148148148148145,0.06976744186046512,0.5,0.26744186046511625
biblioteca nacional,1966,2,91,14,0,24,41,4,156,0,0.27472527472527475,0,0,0.5,0.07317073170731707,0.5,0.2564102564102564
biblioteca nacional,1967,2,81,14,0,21,38,4,140,0,0.25925925925925924,0,0,0.47619047619047616,0.05263157894736842,0.5,0.2357142857142857
biblioteca nacional,1968,2,91,14,0,17,41,4,153,0,0.34065934065934067,0,0,0.47058823529411764,0.07317073170731707,0.5,0.2875816993464052
biblioteca nacional,1969,2,80,14,0,38,40,1,159,0,0.375,0,0,0.3684210526315789,0,0,0.27672955974842767
biblioteca nacional,1970,2,73,14,0,56,38,1,168,0,0.3561643835616438,0,0,0.42857142857142855,0,0,0.30357142857142855
biblioteca nacional,1971,2,66,14,0,73,36,1,177,0,0.3484848484848485,0,0,0.4794520547945205,0,0,0.327683615819209
biblioteca nacional,1972,2,66,14,0,74,41,1,183,0,0.2878787878787879,0,0,0.5,0,0,0.30601092896174864
biblioteca nacional,1973,1,66,14,0,70,41,1,179,0,0.3484848484848485,0,0,0.45714285714285713,0.024390243902439025,0,0.3128491620111732
biblioteca nacional,1974,2,62,14,0,61,25,7,157,0,0.3870967741935484,0,0,0.3770491803278688,0.04,0.5714285714285714,0.33121019108280253
biblioteca nacional,1975,2,51,14,0,114,18,8,193,0,0.4117647058823529,0,0,0.3157894736842105,0.05555555555555555,0.5,0.32124352331606215
biblioteca nacional,1976,2,61,14,0,91,30,14,198,0,0.39344262295081966,0,0,0.3076923076923077,0,0.35714285714285715,0.2878787878787879
biblioteca nacional,1977,1,53,14,0,106,29,15,204,0,0.32075471698113206,0,0,0.3867924528301887,0.034482758620689655,0.2,0.30392156862745096
biblioteca nacional,1978,2,56,14,0,105,31,16,210,0,0.32142857142857145,0,0,0.38095238095238093,0.03225806451612903,0.3125,0.3047619047619048
biblioteca nacional,1979,1,78,14,0,78,32,17,206,1,0.4230769230769231,0,0,0.3333333333333333,0,0.29411764705882354,0.3155339805825243
cch,1971,23,26,0,6,46,77,11,189,0.21739130434782608,0.038461538461538464,0,0.16666666666666666,0.8695652173913043,0.18181818181818182,0.7272727272727273,0.36507936507936506
cch,1972,38,110,0,16,104,174,20,462,0.2631578947368421,0.05454545454545454,0,0,0.7307692307692307,0.16091954022988506,0.6,0.28354978354978355
cch,1973,54,195,0,26,162,270,28,735,0.25925925925925924,0.05128205128205128,0,0,0.6975308641975309,0.15185185185185185,0.5357142857142857,0.26258503401360545
cch,1974,70,224,0,42,313,322,28,999,0.2857142857142857,0.049107142857142856,0,0,0.5814696485623003,0.19254658385093168,0.5,0.2902902902902903
cch,1975,86,252,0,59,464,374,28,1263,0.313953488372093,0.047619047619047616,0,0,0.5431034482758621,0.2192513368983957,0.5,0.30641330166270786
cch,1976,93,320,0,74,383,444,40,1354,0.22580645161290322,0.075,0,0,0.6788511749347258,0.22072072072072071,0.5,0.3124076809453471
cch,1977,103,374,0,87,403,467,34,1468,0.3592233009708738,0.0748663101604278,0,0,0.684863523573201,0.21841541755888652,0.47058823529411764,0.3126702997275204
cch,1978,132,195,0,89,642,502,34,1594,0.36363636363636365,0.12307692307692308,0,0,0.5638629283489096,0.23904382470119523,0.5294117647058824,0.3588456712672522
cch,1979,182,441,0,107,427,571,48,1776,0.35714285714285715,0.11791383219954649,0,0,0.8032786885245902,0.27495621716287216,0.4375,0.35923423423423423
cch,1980,354,455,0,108,429,550,46,1942,0.2740112994350282,0.1010989010989011,0,0,0.6060606060606061,0.24,0.2826086956521739,0.282183316168898
cele,1970,5,3,0,0,11,5,1,24,0.2,0.6666666666666666,0,0,0.6363636363636364,0,0,0.4166666666666667
cele,1971,3,4,0,0,11,4,1,18,0.3333333333333333,0.5,0,0,0.7272727272727273,0,0,0.5
cele,1972,5,4,0,0,13,9,1,31,0.4,0.5,0,0,0.6923076923076923,0.3333333333333333,0,0.5161290322580645
cele,1973,5,1,0,0,11,4,1,21,0.4,0,0,0,0.7272727272727273,0,0,0.47619047619047616
cele,1974,4,3,0,0,12,8,1,27,0.25,0.3333333333333333,0,0,0.75,0.25,0,0.48148148148148145
cele,1975,8,1,0,0,20,5,1,34,0.625,0,0,0,0.6,0.4,0,0.5588235294117647
cele,1976,8,7,0,0,18,2,1,36,0.5,1,0,0,0.3333333333333333,0,0,0.4722222222222222
cele,1977,3,12,0,0,12,12,2,39,0.6666666666666666,0.16666666666666666,0,0,0.5,0.16666666666666666,0.5,0.3076923076923077
cele,1978,4,11,0,0,20,15,3,53,0.75,0.09090909090909091,0,0,0.55,0.2,0.6666666666666666,0.37735849056603776
cele,1979,7,10,0,0,16,15,3,51,0.2857142857142857,0,0,0,0.6875,0.2,0.6666666666666666,0.35294117647058826
cele,1980,14,10,0,0,20,17,3,64,0.6428571428571429,0,0,0,0.75,0.23529411764705882,1,0.484375
centro de ciencias de la atmosfera,1978,1,7,0,0,7,3,0,1,0,0.2857142857142857,0,0,0.8571428571428571,0,0,0
centro de ciencias de la atmosfera,1979,2,7,0,0,7,3,0,19,0.5,0.2857142857142857,0,0,0.8571428571428571,0,0,0.47368421052631576
centro de ciencias de la tierra,1974,1,1,0,0,2,2,1,6,0,0,0,0,1,0,0,0.3333333333333333
centro de ciencias de la tierra,1975,1,4,0,0,4,3,1,12,0,0,0,0,0.5,0,0,0.16666666666666666
centro de ciencias de la tierra,1976,4,4,0,0,3,3,1,14,0.25,0,0,0,0.6666666666666666,0,0,0.21428571428571427
centro de ciencias de la tierra,1977,2,2,0,0,2,1,1,4,0,0,0,0,0.5,0,0,0
centro de ciencias de la tierra,1978,1,2,0,0,1,1,1,5,0,0,0,0,0,0,0,0
centro de ciencias de la tierra,1979,1,1,0,0,1,1,1,3,0,0,0,0,1,0,0,0.3333333333333333
centro de ciencias del mar y limnologia,1973,2,45,0,1,13,2,1,46,0,1,0,0,0.3076923076923077,0.5,0,0.9782608695652174
centro de ciencias del mar y limnologia,1974,2,24,0,1,13,2,2,34,0,0.9166666666666666,0,0,0.3076923076923077,0.5,0,0.7352941176470589
centro de ciencias del mar y limnologia,1975,2,3,0,1,13,2,3,23,0,0,0,0,0.3076923076923077,0.5,0,0.21739130434782608
centro de ciencias del mar y limnologia,1976,8,6,0,1,19,21,3,57,0.125,0.16666666666666666,0,0,0.47368421052631576,0.09523809523809523,0,0.22807017543859648
centro de ciencias del mar y limnologia,1977,7,4,0,1,19,30,3,63,0.2857142857142857,0,0,0,0.47368421052631576,0.06666666666666667,0,0.20634920634920634
centro de ciencias del mar y limnologia,1978,7,7,0,1,25,33,3,75,0.2857142857142857,0,0,0,0.52,0.09090909090909091,0,0.24
centro de ciencias del mar y limnologia,1979,7,8,0,1,23,33,2,74,0.42857142857142855,0,0,0,0.6086956521739131,0.09090909090909091,0,0.2702702702702703
centro de estudios clasicos,1973,1,1,0,0,1,4,0,1,0,0,0,0,1,1,0,0
centro de estudios clasicos,1974,1,1,0,0,1,4,0,1,0,0,0,0,1,1,0,1
centro de estudios clasicos,1975,1,1,0,0,2,4,0,2,0,0,0,0,1,1,0,1
centro de estudios clasicos,1976,1,1,0,0,2,4,0,2,0,0,0,0,1,1,0,1
centro de estudios clasicos,1977,1,1,0,0,4,4,0,4,1,0,0,0,1,1,0,1
centro de estudios clasicos,1978,1,1,0,0,6,3,0,6,1,0,0,0,1,0.6666666666666666,0,1
centro de estudios clasicos,1979,1,1,0,0,3,2,0,7,1,0,0,0,0.6666666666666666,0.5,0,0.5714285714285714
centro de estudios en linguistica hispanica,1967,1,7,0,0,3,1,1,11,0,0.7142857142857143,0,0,1,0,0,0.7272727272727273
centro de estudios en linguistica hispanica,1968,1,7,0,0,1,1,1,2,0,0.7142857142857143,0,0,1,0,0,0.5
centro de estudios en linguistica hispanica,1969,1,6,0,0,1,1,1,1,0,0.6666666666666666,0,0,1,0,0,1
centro de estudios en linguistica hispanica,1970,1,6,0,0,1,1,1,1,0,0.6666666666666666,0,0,1,0,0,1
centro de estudios en linguistica hispanica,1971,1,5,0,0,1,1,1,1,0,0.8,0,0,1,0,0,1
centro de estudios en linguistica hispanica,1972,1,5,0,0,1,1,1,1,0,0.8,0,0,1,0,0,1
centro de estudios en linguistica hispanica,1973,1,4,0,0,1,1,1,1,0,0.75,0,0,1,0,0,1
centro de estudios en linguistica hispanica,1974,1,4,0,0,1,1,1,2,0,0.75,0,0,1,0,0,0.5
centro de estudios en linguistica hispanica,1975,1,3,0,0,1,1,1,1,0,1,0,0,1,0,0,1
centro de estudios en linguistica hispanica,1976,1,3,0,0,3,1,1,3,0,1,0,0,1,0,0,1
centro de estudios en linguistica hispanica,1977,1,2,0,0,3,1,1,3,0,1,0,0,1,0,0,1
centro de estudios en linguistica hispanica,1978,1,2,0,0,6,1,1,8,0,1,0,0,1,0,0,1
centro de estudios en linguistica hispanica,1979,1,2,0,0,2,1,1,2,0,1,0,0,1,0,0,1
centro de estudios literarios,1968,1,7,0,1,4,1,0,12,1,0.5714285714285714,0,0,1,0,0,0.6666666666666666
centro de estudios literarios,1969,1,8,0,1,3,1,0,12,1,0.625,0,0,1,0,0,0.6666666666666666
centro de estudios literarios,1970,1,7,0,1,4,1,0,10,1,0.5714285714285714,0,0,0.75,0,0,0.6
centro de estudios literarios,1971,1,6,0,1,4,1,0,7,1,0.6666666666666666,0,0,1,0,0,0.7142857142857143
centro de estudios literarios,1972,1,1,0,1,4,1,0,2,1,1,0,0,1,0,0,1
centro de estudios literarios,1973,1,3,0,1,5,1,0,10,0,0.6666666666666666,0,0,0.8,0,0,0.6
centro de estudios literarios,1974,1,2,0,1,2,2,0,8,1,1,0,0,1,0.5,0,0.75
centro de estudios literarios,1975,1,2,0,1,4,2,0,9,1,1,0,0,1,0.5,0,0.8888888888888888
centro de estudios literarios,1976,1,1,0,1,4,2,0,8,1,1,0,0,1,0.5,0,0.875
centro de estudios literarios,1977,1,1,0,1,5,2,0,8,1,1,0,0,1,0.5,0,0.875
centro de estudios literarios,1978,1,1,0,1,12,4,0,16,1,1,0,0,1,0.5,0,0.875
centro de estudios literarios,1979,1,1,0,1,5,2,0,8,1,1,0,0,1,0.5,0,0.875
centro de estudios mayas,1968,1,1,0,0,2,3,0,4,0,1,0,0,1,0.6666666666666666,0,0.75
centro de estudios mayas,1969,1,1,0,0,1,3,0,2,0,0,0,0,1,0.6666666666666666,0,0.5
centro de estudios mayas,1970,1,2,0,0,1,3,0,2,0,0.5,0,0,1,0.6666666666666666,0,1
centro de estudios mayas,1971,1,2,0,0,1,3,0,2,0,1,0,0,1,0.6666666666666666,0,1
centro de estudios mayas,1972,1,2,0,0,1,3,0,2,0,1,0,0,1,0.6666666666666666,0,1
centro de estudios mayas,1973,1,2,0,0,1,3,0,3,1,0.5,0,0,1,0.6666666666666666,0,0.6666666666666666
centro de estudios mayas,1974,1,1,0,0,1,3,0,5,1,0,0,0,1,0.6666666666666666,0,0.6
centro de estudios mayas,1975,1,1,0,0,2,3,0,6,1,0,0,0,1,0.6666666666666666,0,0.6666666666666666
centro de estudios mayas,1976,1,1,0,0,4,3,0,8,1,0,0,0,1,0.6666666666666666,0,0.75
centro de estudios mayas,1977,1,3,0,0,3,3,0,10,1,0,0,0,1,0.6666666666666666,0,0.6
centro de estudios mayas,1978,1,6,0,0,4,6,0,16,1,0,0,0,1,0.6666666666666666,0,0.5
centro de estudios mayas,1979,1,3,0,0,2,3,0,8,1,0,0,0,1,0.6666666666666666,0,0.5
centro de estudios nucleares,1969,1,2,0,0,1,1,0,5,0,0,0,0,1,0,0,0.2
centro de estudios nucleares,1970,2,4,0,0,1,1,0,3,0,0,0,0,1,0,0,0.3333333333333333
centro de estudios nucleares,1971,2,7,0,0,1,2,0,1,0,0,0,0,1,0,0,1
centro de estudios nucleares,1972,3,9,0,0,6,2,0,17,0,0,0,0,0.8333333333333334,0,0,0.29411764705882354
centro de estudios nucleares,1973,3,21,0,0,5,2,0,28,0.3333333333333333,0.5238095238095238,0,0,0.8,0,0,0.5357142857142857
centro de estudios nucleares,1974,4,10,0,0,3,5,0,18,0.25,0,0,0,0.6666666666666666,0.2,0,0.16666666666666666
centro de estudios nucleares,1975,4,11,0,0,7,6,0,24,0.25,0,0,0,0.7142857142857143,0,0,0.20833333333333334
centro de estudios nucleares,1976,5,11,0,0,8,7,0,31,0.2,0,0,0,0.625,0,0,0.1935483870967742
centro de estudios nucleares,1977,2,11,0,0,8,8,0,29,1,0,0,0,0.625,0,0,0.2413793103448276
centro de estudios nucleares,1978,2,11,0,0,8,8,0,29,0.5,0,0,0,0.875,0,0,0.27586206896551724
centro de estudios nucleares,1979,5,12,0,0,7,6,0,30,0.6,0,0,0,0.7142857142857143,0,0,0.26666666666666666
centro de estudios sobre la universidad,1977,5,3,0,0,2,0,5,10,0.2,1,0,0,1,0,0,0.1
centro de estudios sobre la universidad,1978,5,3,0,0,2,0,9,19,0.4,1,0,0,1,0,0.4444444444444444,0.5789473684210527
centro de estudios sobre la universidad,1979,7,3,0,0,3,0,10,23,0.2857142857142857,1,0,0,0.6666666666666666,0,0.5,0.5217391304347826
centro de informacion cientifica y humanistica,1973,3,1,0,0,10,4,0,15,0,0,0,0,0.5,0.25,0,0.4
centro de informacion cientifica y humanistica,1974,3,5,0,0,10,5,0,23,0,1,0,0,0,0.4,0,0.30434782608695654
centro de informacion cientifica y humanistica,1975,3,4,0,0,13,6,0,26,0,0.75,0,0,0.9230769230769231,0.3333333333333333,0,0.6538461538461539
centro de informacion cientifica y humanistica,1976,3,4,0,0,14,6,0,27,0,0.75,0,0,0.9285714285714286,0.3333333333333333,0,0.6666666666666666
centro de informacion cientifica y humanistica,1977,3,5,0,0,16,8,0,32,0,0.8,0,0,0.8125,0.25,0,0.59375
centro de informacion cientifica y humanistica,1978,5,5,0,0,15,9,0,34,0.2,0.6,0,0,0.8,0.3333333333333333,0,0.5588235294117647
centro de informacion cientifica y humanistica,1979,6,3,0,0,13,9,0,31,0.5,0.6666666666666666,0,0,0.7692307692307693,0.2222222222222222,0,0.5483870967741935
centro de instrumentos,1973,2,13,0,8,3,3,0,27,0,0.07692307692307693,0,0,0.6666666666666666,0,0,0.1111111111111111
centro de instrumentos,1974,2,7,0,14,8,6,0,37,0,0,0,0,0.75,0.16666666666666666,0,0.1891891891891892
centro de instrumentos,1975,3,7,0,17,12,9,0,48,0,0.14285714285714285,0,0,0.5833333333333334,0.1111111111111111,0,0.1875
centro de instrumentos,1976,4,3,0,17,11,9,0,40,0,0,0,0,0.5454545454545454,0,0,0.15
centro de instrumentos,1977,4,6,0,19,12,8,0,49,0.25,0,0,0,0.6666666666666666,0,0,0.1836734693877551
centro de instrumentos,1978,4,6,0,22,19,8,0,59,0.25,0,0,0,0.47368421052631576,0,0,0.1694915254237288
centro de instrumentos,1979,3,9,0,25,13,9,0,59,0.3333333333333333,0,0,0,0.6923076923076923,0,0,0.1694915254237288
centro de investigacion tuxtlas,1973,1,1,0,0,1,4,0,1,1,0,0,0,0,0.5,0,1
centro de investigacion tuxtlas,1974,1,1,0,0,1,4,0,1,1,0,0,0,0,0.5,0,1
centro de investigacion tuxtlas,1975,1,1,0,0,1,4,0,1,0,0,0,0,0,0.5,0,0
centro de investigacion tuxtlas,1976,3,1,0,0,1,4,0,3,0,0,0,0,0,0.5,0,0
centro de investigacion tuxtlas,1977,1,1,0,0,1,4,0,6,0,0,0,0,0,0.5,0,0.3333333333333333
centro de investigacion tuxtlas,1978,1,1,0,0,1,4,0,7,1,0,0,0,0,0.25,0,0.2857142857142857
centro de investigacion tuxtlas,1979,1,1,0,0,1,4,0,7,1,0,0,0,1,0.25,0,0.42857142857142855
centro de investigaciones en arquitectura,1969,0,1,0,0,4,0,0,5,0,1,0,0,1,0,0,1
centro de servicios de computo,1973,9,44,0,0,25,3,1,81,0.2222222222222222,0.022727272727272728,0,0,0.32,0,0,0.13580246913580246
centro de servicios de computo,1974,7,61,0,0,13,23,1,104,0.14285714285714285,0.29508196721311475,0,0,0.3076923076923077,0,0,0.22115384615384615
centro de servicios de computo,1975,2,56,0,0,68,23,1,150,0,0.625,0,0,0.3382352941176471,0,0,0.38666666666666666
centro de servicios de computo,1976,4,53,0,0,69,25,2,151,0,0.6226415094339622,0,0,0.2898550724637681,0.04,0,0.3576158940397351
centro de servicios de computo,1977,14,54,0,0,57,31,3,156,0.21428571428571427,0.5925925925925926,0,0,0.2807017543859649,0.12903225806451613,0,0.3525641025641026
centro de servicios de computo,1978,22,51,0,0,63,30,4,170,0.09090909090909091,0.5686274509803921,0,0,0.42857142857142855,0.1,0,0.3588235294117647
centro de servicios de computo,1979,35,70,0,0,41,28,3,177,0.14285714285714285,0.5142857142857142,0,0,0.4878048780487805,0.14285714285714285,0,0.3672316384180791
cuec,1972,4,1,0,0,12,4,40,21,0.5,0,0,0,0.5833333333333334,0,0.25,0.42857142857142855
cuec,1973,3,2,0,0,6,3,40,14,0,0,0,0,0.6666666666666666,0,0.25,0.2857142857142857
cuec,1974,5,2,0,0,6,4,40,17,0,0,0,0,0.5,0.25,0.25,0.23529411764705882
cuec,1975,4,3,0,0,11,7,40,25,0,0,0,0,0.45454545454545453,0.14285714285714285,0.25,0.24
cuec,1976,5,7,0,0,10,1,40,23,0,0.8571428571428571,0,0,0.5,0,0.25,0.4782608695652174
cuec,1977,5,2,0,0,9,7,40,23,0,0,0,0,0.5555555555555556,0.14285714285714285,0.25,0.2608695652173913
cuec,1978,7,2,0,0,11,7,40,27,0.14285714285714285,0,0,0,0.45454545454545453,0.14285714285714285,0.25,0.25925925925925924
cuec,1979,5,4,0,0,7,8,40,24,0.2,0,0,0,0.7142857142857143,0.125,0.25,0.2916666666666667
cuec,1980,90,6,0,0,9,10,40,155,0.4777777777777778,0,0,0,0.4444444444444444,0.1,0.25,0.3741935483870968
depto educacion fisica,1960,4,1,2,0,0,0,0,8,0.75,1,0,0,0,0,0,0.5
enap,1960,6,10,25,6,14,31,1,48,0.5,0.1,0,0,0.2857142857142857,0,0,0.08333333333333333
enap,1962,1,18,25,5,14,31,1,69,0,0.05555555555555555,0,0,0.2857142857142857,0,0,0.07246376811594203
enap,1963,2,18,25,5,16,32,1,73,0,0.05555555555555555,0,0,0.3125,0,0,0.0821917808219178
enap,1964,2,16,25,6,15,32,1,71,0,0.0625,0,0,0.4,0.03125,0,0.11267605633802817
enap,1965,2,19,25,5,16,33,1,75,0,0.10526315789473684,0,0,0.3125,0.06060606060606061,0,0.12
enap,1966,1,17,25,6,11,39,1,74,0,0.17647058823529413,0,0,0.36363636363636365,0.05128205128205128,0,0.12162162162162163
enap,1967,1,20,25,6,12,31,1,63,0,0.15,0,0,0.3333333333333333,0,0,0.1111111111111111
enap,1968,2,19,25,6,8,34,1,67,0,0.21052631578947367,0,0,0.5,0.029411764705882353,0,0.13432835820895522
enap,1969,2,16,25,6,16,32,1,72,0,0.1875,0,0,0.3125,0.0625,0,0.1388888888888889
enap,1970,3,18,25,7,14,31,1,73,0.3333333333333333,0.2222222222222222,0,0,0.42857142857142855,0.06451612903225806,0,0.1780821917808219
enap,1971,2,16,25,7,14,29,1,66,0.5,0.0625,0,0,0.42857142857142855,0.10344827586206896,0,0.15151515151515152
enap,1972,2,19,25,5,17,27,1,68,0,0,0,0,0.35294117647058826,0.14814814814814814,0,0.14705882352941177
enap,1973,2,22,25,5,16,27,1,70,0,0.36363636363636365,0,0,0.375,0.14814814814814814,0,0.2571428571428571
enap,1974,1,24,25,4,16,32,1,77,0,0.5,0,0,0.375,0.1875,0,0.3116883116883117
enap,1975,1,29,25,5,33,32,1,100,0,0.41379310344827586,0,0,0.21212121212121213,0.09375,0,0.22
enap,1976,3,22,25,6,29,10,1,64,0,0.5454545454545454,0,0,0.6551724137931034,0.5,0,0.5625
enap,1977,2,29,25,7,41,44,1,123,0,0.3103448275862069,0,0,0.4146341463414634,0.13636363636363635,0,0.2601626016260163
enap,1978,7,28,25,8,40,45,1,128,0.14285714285714285,0.35714285714285715,0,0,0.375,0.15555555555555556,0,0.2578125
enap,1979,10,36,25,10,54,17,1,117,0.2,0.3333333333333333,0,0,0.6851851851851852,0.5882352941176471,0,0.5213675213675214
enap,1980,24,40,25,12,39,67,1,183,0.20833333333333334,0.3,0,0,0.5897435897435898,0.208955223880597,0,0.29508196721311475
eneo,1960,6,4,7,1,10,15,1,18,0.6666666666666666,1,0.2857142857142857,0,1,0.3333333333333333,1,0.5555555555555556
eneo,1962,1,4,7,1,10,15,1,30,0,0.25,0.2857142857142857,0,1,0.3333333333333333,1,0.5333333333333333
eneo,1963,1,3,7,1,24,15,1,43,0,1,0.2857142857142857,0,0.9583333333333334,0.4666666666666667,1,0.7674418604651163
eneo,1964,4,5,7,1,18,19,1,46,0.75,0.4,0.2857142857142857,0,1,0.47368421052631576,1,0.6956521739130435
eneo,1965,4,3,7,1,12,21,1,40,0.75,0.6666666666666666,0.2857142857142857,0,1,0.42857142857142855,1,0.65
eneo,1966,3,3,7,1,15,28,1,49,0.6666666666666666,0.6666666666666666,0.2857142857142857,0,0.9333333333333333,0.32142857142857145,1,0.5510204081632653
eneo,1967,3,2,7,1,15,22,1,39,0.6666666666666666,0,0.2857142857142857,0,1,0.36363636363636365,1,0.5897435897435898
eneo,1968,4,2,7,1,14,22,1,38,0.75,1,0.2857142857142857,0,1,0.36363636363636365,1,0.631578947368421
eneo,1969,4,2,7,1,16,19,1,41,0.75,1,0.2857142857142857,0,0.0625,0.3684210526315789,1,0.3170731707317073
eneo,1970,4,2,7,1,18,20,1,44,0.75,1,0.2857142857142857,0,0.7222222222222222,0.35,1,0.5681818181818182
eneo,1971,4,2,7,1,18,24,1,48,0.75,1,0.2857142857142857,0,0.8333333333333334,0.2916666666666667,1,0.5625
eneo,1972,4,2,7,1,26,30,1,60,0.5,1,0.2857142857142857,0,0.9230769230769231,0.26666666666666666,1,0.5666666666666667
eneo,1973,4,2,7,1,15,24,1,45,0.75,1,0.2857142857142857,0,0.9333333333333333,0.25,1,0.5555555555555556
eneo,1974,4,2,7,1,15,27,1,48,0.75,0,0.2857142857142857,0,0.9333333333333333,0.25925925925925924,1,0.5
eneo,1975,1,3,7,1,15,30,1,49,1,1,0.2857142857142857,0,0.8666666666666667,0.4,1,0.5918367346938775
eneo,1976,9,4,7,1,32,12,1,57,0.5555555555555556,0.5,0.2857142857142857,0,0.5625,0,1,0.43859649122807015
eneo,1977,9,3,7,1,21,32,1,66,0.4444444444444444,1,0.2857142857142857,0,0.7619047619047619,0.46875,1,0.5757575757575758
eneo,1978,10,3,7,1,21,32,1,68,0.5,1,0.2857142857142857,0,0.8095238095238095,0.375,1,0.5588235294117647
eneo,1979,10,4,7,2,35,16,1,65,0.5,0.75,0.2857142857142857,0,0.45714285714285713,0.125,1,0.4
eneo,1980,25,5,7,2,21,33,1,86,0.52,0.6,0.2857142857142857,0,0.7619047619047619,0.45454545454545453,1,0.5465116279069767
enep acatlan,1975,28,6,0,4,30,68,1,137,0.5714285714285714,0.16666666666666666,0,0,0.9,0.16176470588235295,1,0.40875912408759124
enep acatlan,1976,30,8,0,12,119,35,2,194,0.5666666666666667,0.75,0,0,0.6974789915966386,0.3142857142857143,1,0.6134020618556701
enep acatlan,1977,29,15,0,19,78,130,2,273,0.5172413793103449,0.2,0,0,0.8205128205128205,0.24615384615384617,1,0.4249084249084249
enep acatlan,1978,46,29,0,20,99,150,2,346,0.43478260869565216,0.20689655172413793,0,0,0.8282828282828283,0.26,1,0.430635838150289
enep acatlan,1979,57,49,0,32,130,174,3,445,0.40350877192982454,0.22448979591836735,0,0.0625,0.8692307692307693,0.3218390804597701,0.6666666666666666,0.4651685393258427
enep acatlan,1980,144,56,0,34,128,169,2,533,0.3819444444444444,0.16071428571428573,0,0.08823529411764706,0.734375,0.3136094674556213,1,0.4052532833020638
enep aragon,1976,15,8,0,10,99,84,3,219,0.6666666666666666,0,0,0,0.7878787878787878,0.36904761904761907,0.3333333333333333,0.547945205479452
enep aragon,1977,43,21,0,19,105,138,2,328,0.4186046511627907,0.09523809523809523,0,0,0.819047619047619,0.42028985507246375,1,0.5060975609756098
enep aragon,1978,43,15,0,18,104,132,3,315,0.3953488372093023,0.13333333333333333,0,0,0.7980769230769231,0.4318181818181818,1,0.5142857142857142
enep aragon,1979,43,15,0,28,95,156,11,348,0.4186046511627907,0.13333333333333333,0,0,0.8421052631578947,0.4166666666666667,0.36363636363636365,0.48563218390804597
enep aragon,1980,71,27,0,30,140,175,11,454,0.323943661971831,0.2962962962962963,0,0,0.8714285714285714,0.4057142857142857,0.2727272727272727,0.5
enep cuautitlan,1974,45,33,0,4,56,168,2,304,0.5333333333333333,0.8181818181818182,0,0,0.625,0.27976190476190477,0.5,0.4407894736842105
enep cuautitlan,1975,11,6,0,4,262,29,2,314,0.5454545454545454,0.3333333333333333,0,0,0.3549618320610687,0.13793103448275862,0.5,0.3375796178343949
enep cuautitlan,1976,15,46,0,17,209,45,7,322,0.6,0.9782608695652174,0,0,0.7129186602870813,0.2222222222222222,0.42857142857142855,0.6708074534161491
enep cuautitlan,1977,34,19,0,30,87,104,44,318,0.5588235294117647,0.2631578947368421,0,0,0.7126436781609196,0.6153846153846154,0.22727272727272727,0.5031446540880503
enep cuautitlan,1978,32,19,0,44,107,202,38,442,0.59375,0.2631578947368421,0,0,0.6728971962616822,0.21287128712871287,0.18421052631578946,0.33031674208144796
enep cuautitlan,1979,60,38,0,42,84,208,88,520,0.4166666666666667,0.23684210526315788,0,0.023809523809523808,0.7261904761904762,0.22596153846153846,0.14772727272727273,0.3
enep cuautitlan,1980,155,53,0,65,98,219,111,701,0.3161290322580645,0.20754716981132076,0,0.015384615384615385,0.6428571428571429,0.228310502283105,0.16216216216216217,0.2738944365192582
enep iztacala,1975,28,34,0,9,43,76,1,182,0.39285714285714285,0.7647058823529411,0,0,0.8372093023255814,0.23684210526315788,1,0.5054945054945055
enep iztacala,1976,24,50,0,9,55,147,3,288,0.5,0.78,0,0,0.7090909090909091,0.19727891156462585,0.6666666666666666,0.4201388888888889
enep iztacala,1977,18,81,0,44,117,235,3,498,0.4444444444444444,0.8024691358024691,0,0,0.6153846153846154,0.251063829787234,0.6666666666666666,0.41365461847389556
enep iztacala,1978,23,96,0,45,119,244,4,531,0.2608695652173913,0.7395833333333334,0,0,0.5966386554621849,0.23770491803278687,0.75,0.3935969868173258
enep iztacala,1979,50,109,0,42,122,272,4,599,0.3,0.7155963302752294,0,0,0.5983606557377049,0.24632352941176472,1,0.39565943238731216
enep iztacala,1980,118,158,0,45,147,242,23,733,0.19491525423728814,0.4620253164556962,0,0.044444444444444446,0.5170068027210885,0.23140495867768596,0.34782608695652173,0.3246930422919509
enep zaragoza,1976,29,38,0,6,50,79,40,202,0.3448275862068966,0.15789473684210525,0,0,0.8,0.189873417721519,0.375,0.35148514851485146
enep zaragoza,1977,37,41,0,7,50,147,40,282,0.5405405405405406,0.1951219512195122,0,0,0.76,0.2789115646258503,0.375,0.37943262411347517
