colus,infdist,infdistw,infudist,infwdist,infvar,infdisp,infdiswp,infudisp,infwdisp,infvarp
cap_Salones_de_clase,0.029033400475187987,0.0013022705849411453,0.0758122486320123,0.001587295204743544,1.6887464813464987,1.4703688700579902,0.2878257041914288,2.5578603865728944,0.24166792216153812,1.9847669147346163
num_bibliotecas,0.004959735623272676,0.0071692593631604296,0.00863562881503821,0.011205366461096822,0.014452147180307406,0.25118107919911464,1.5845379206087975,0.29136100376538004,1.7060327666959587,0.016985464595892695
cap_bibliotecas,0.002304716454788913,0.006676677325538893,0.0027969936622289637,0.010624582715495712,0.5072428550685117,0.11672016622124899,1.4756682482919072,0.09436891029096778,1.6176076264919392,0.5961574739583072
num_auditorios,0.0050604386395722845,0.007192127715826113,0.008838476865226763,0.011236842474248498,0.008728871949259087,0.2562810873919003,1.589592246327132,0.29820497688889663,1.7108250338643862,0.010258956237191282
cap_auditorios,0.012856444222836494,0.008512979534353093,0.03578752255080886,0.01566528028039682,3.702060724264072,0.6511023529968814,1.8815247442244403,1.2074498239806184,2.385060903685701,4.350995086011485
num_laboratorios,0.005396950052150684,0.007268860504479113,0.00851528743722918,0.011246988582198969,0.0877594158712327,0.27332338685996893,1.6065516011524734,0.2873007569224531,1.7123697930365234,0.10314276713623531
cap_laboratorios,0.04170586825177902,0.004716905526821913,0.09724855428990065,0.00189526071328594,1.050391769017338,2.1121539114428747,1.0425227065412959,3.2811086487755827,0.2885561029639787,1.2345149811906078
num_talleres_de_docencia,0.0061254642576358265,0.007597431738763483,0.01565759006872991,0.012061304846949561,0.17736341231425,0.31021829381569466,1.6791718752940563,0.5282778193323501,1.8363505869660408,0.20845345144113955
cap_talleres_de_docencia,0.025942710020359305,3.9165006159624927e-4,0.004384153019942438,0.008358267047265944,1.522129589193625,1.313843800400746,0.08656185287380308,0.14791872739215217,1.2725578859859092,1.7889437413727665
num_cubiculos,0.0043543403036521156,0.007007568997441538,0.008085052671013226,0.011060095982834195,0.10423738643820002,0.22052141076621415,1.5488013817418669,0.272784890617367,1.6839151325418165,0.12250916177541804
cap_cubiculos,0.0787690403901411,0.010978623103481744,0.13158817538979095,0.009084080421388419,1.8792972127575638,3.989182907216935,2.4264772331893925,4.439707134986988,1.3830639906330113,2.2087192909264606
num_cafeterias,0.005124580658723232,0.00720465493535255,0.008952702640362187,0.011244943639575733,0.007861723765017814,0.25952949876220527,1.5923609917963542,0.3020588869181674,1.712058447652741,0.009239805615552685
cap_cafeterias,0.007614684412384554,0.007809645571255908,0.012691516472630227,0.011913443306839744,0.41625589208496194,0.385638427880831,1.7260750277437866,0.4282042521710721,1.813838460009973,0.4892214028566557
num_oficinas_administrativas,0.005641413687121899,0.007343972894309436,0.009342831958115028,0.011378970657790477,0.0605512270475117,0.28570401444198723,1.623152818093414,0.3152216191352848,1.7324642492381472,0.07116525388385184
cap_oficinas_administrativas,0.008631626279934634,0.008134998700135398,0.011680916003172559,0.011993533879158802,0.2546255394788801,0.43714047863035116,1.79798404151826,0.3941071906259775,1.8260323620259513,0.2992588597438157
