year,point,a,b,c,d,e,w,type,dimx,dimy,dist,udist,wdist,clusters,id,phase,rweight,rel,det.ord,pos
1959,facultad de arquitectura,-1.1051453339380406,0.4993025741455848,0.3734501332679626,-1.3890352179062997,-0.05858841837586887,0.13762818981179992,row,42.978629531353185,23.35385993946988,1.881364693060676,3.228484076180451,0.1705063740297803,3,facultad de arquitectura,1959,NA,NA,NA,0.8928571428571429
1959,facultad de ingenieria,-0.6232121646755014,-0.02744994068268678,0.5525604249933741,0.00768832287901651,-0.6120686788428181,0.1402341955209359,row,42.978629531353185,23.35385993946988,0.8333840861334931,2.5931396313503647,0.12798870273170992,3,facultad de ingenieria,1959,NA,NA,NA,0.9285714285714286
