general,year,n,fem,pert,perm,pern
fcpys,1968,1824,0.2883771929824561,0.2713815789473684,0.3593155893536122,0.45454545454545453
fcpys,1969,1813,0.2989520132377275,0.2719249862107005,0.33579335793357934,0.26666666666666666
fcpys,1970,2090,0.31100478468899523,0.3,0.3415384615384615,0.34782608695652173
fcpys,1971,2640,0.35795454545454547,0.3053030303030303,0.38306878306878306,0.38461538461538464
fcpys,1972,3531,0.3525913338997451,0.2925516850750496,0.3566265060240964,0.375
fcpys,1973,4618,0.3668254655695106,0.2531398873971416,0.3170011806375443,0.3125
fcpys,1974,4741,0.42817970892216833,0.2817970892216832,0.3270935960591133,0.2777777777777778
fcpys,1975,4606,0.3834129396439427,0.25640468953538864,0.30690826727066817,0.38461538461538464
fcpys,1976,6365,0.41256873527101334,0.27588373919874315,0.3373952779893374,0.3333333333333333
fcpys,1977,7095,0.4434108527131783,0.46004228329809727,0.4863318499682136,0.5454545454545454
fcpys,1978,7759,0.4532800618636422,0.25402758087382393,0.323002558999147,0.35714285714285715
fcpys,1979,7847,0.46170511023321015,0.27768573977316174,0.31824454871653324,1
fcpys,1980,6592,0.46146844660194175,0.26835558252427183,0.30834976988823143,1
ffyl,1960,897,0.6098104793756968,0.241917502787068,0.2870201096892139,0.631578947368421
ffyl,1961,1179,0.5996607294317218,0.2035623409669211,0.24893917963224893,0.631578947368421
ffyl,1962,1318,0.6138088012139605,0.2078907435508346,0.24969097651421507,0.631578947368421
ffyl,1963,1415,0.6367491166077739,0.21554770318021202,0.244173140954495,0.631578947368421
ffyl,1964,1498,0.650200267022697,0.2349799732977303,0.2618069815195072,0.5
ffyl,1965,1864,0.6432403433476395,0.23766094420600858,0.26855713094245204,0.52
ffyl,1966,2271,0.5904887714663144,0.23778071334214002,0.2796420581655481,0.5416666666666666
ffyl,1967,2546,0.6154752553024352,0.23448546739984288,0.2488832163369496,0.5652173913043478
ffyl,1968,2643,0.6223987892546349,0.23685206205069997,0.25167173252279634,0.5172413793103449
ffyl,1969,2818,0.6224272533711852,0.26650106458481193,0.28506271379703535,0.5142857142857142
ffyl,1970,2783,0.616600790513834,0.2601509162773985,0.2773892773892774,0.5
ffyl,1971,2999,0.6258752917639213,0.245081693897966,0.2669152903569526,0.5294117647058824
ffyl,1972,2702,0.6295336787564767,0.23575129533678757,0.2498530276308054,0.5277777777777778
ffyl,1973,3242,0.607958050586058,0.20172732880937694,0.22323693556570268,0.5294117647058824
ffyl,1974,4234,0.6098252243741143,0.19154463863958432,0.19519752130131682,0.5
ffyl,1975,4373,0.6199405442487994,0.1680768351246284,0.20545924013279232,0.5357142857142857
ffyl,1976,4670,0.621627408993576,0.16188436830835118,0.21288322425077505,0.4827586206896552
ffyl,1977,4858,0.6521202140798683,0.20708110333470564,0.26420454545454547,0.4642857142857143
ffyl,1978,5379,0.6198178100018591,0.2156534671872095,0.29154169166166766,0.4482758620689655
ffyl,1979,5613,0.6158916800285053,0.19205415998574737,0.26149840902516636,0.48148148148148145
ffyl,1980,5024,0.6242038216560509,0.23447452229299362,0.319515306122449,1
fmvz,1960,1005,0.04875621890547264,1,1,1
fmvz,1961,1168,0.052226027397260275,1,1,1
fmvz,1962,1290,0.05503875968992248,1,1,1
fmvz,1963,1397,0.0572655690765927,1,1,1
fmvz,1964,1376,0.057412790697674417,1,1,1
fmvz,1965,1456,0.057005494505494504,1,1,1
fmvz,1966,1417,0.051517290049400144,1,1,1
fmvz,1967,1394,0.04519368723098996,1,1,1
fmvz,1968,1319,0.045489006823351025,1,1,1
fmvz,1969,1367,0.04169714703730797,1,1,1
fmvz,1970,1602,0.0686641697877653,0.9950062421972534,0.990909090909091,0.5
fmvz,1971,1662,0.07942238267148015,0.9927797833935018,0.9924242424242424,0.3333333333333333
fmvz,1972,1986,0.1052366565961732,0.9969788519637462,1,0.3333333333333333
fmvz,1973,2015,0.08635235732009926,0.9930521091811414,1,0.3333333333333333
fmvz,1974,2376,0.10353535353535354,0.9953703703703703,0.9796747967479674,0.5
fmvz,1975,2358,0.11280746395250212,0.9910941475826972,0.9962406015037594,0.8333333333333334
fmvz,1976,2725,0.1365137614678899,0.9926605504587156,0.9946236559139785,0.5
fmvz,1977,3106,0.15647134578235672,0.9948486799742434,0.9917695473251029,0.5714285714285714
fmvz,1978,3196,0.17177722152690864,0.9971839799749687,0.9927140255009107,0.6
fmvz,1979,3633,0.17946600605560142,1,1,1
fmvz,1980,3584,0.18359375,1,1,1
fo,1960,932,0.33261802575107297,0.990343347639485,0.9967741935483871,0.5
fo,1961,1060,0.35,0.9943396226415094,0.9919137466307277,0.5
fo,1962,1196,0.3770903010033445,1,1,1
fo,1963,1304,0.3880368098159509,0.9984662576687117,0.9980237154150198,0.5
fo,1964,1280,0.40390625,0.9984375,0.9980657640232108,0.5
fo,1965,2127,0.3690644099670898,0.997179125528914,0.9974522292993631,0.5
fo,1966,1416,0.4032485875706215,0.9943502824858758,1,0.5
fo,1967,1545,0.4071197411003236,0.9948220064724919,1,0.5
fo,1968,1715,0.43440233236151604,0.9959183673469387,0.9986577181208054,0.5
fo,1969,1973,0.4298023314749113,0.984794728839331,0.9952830188679245,0.5
fo,1970,2237,0.4443451050514081,0.9865891819400984,0.9949698189134809,0.5
fo,1971,3358,0.45711733174508634,0.9910661107802263,0.9947882736156352,0.5
fo,1972,3700,0.4881081081081081,1,1,1
fo,1973,4869,0.5136578352844526,0.9985623331279524,0.998000799680128,0.5
fo,1974,6082,0.5166063794804341,0.9967116080236764,0.998408656906429,0.6
fo,1975,6352,0.5377833753148614,0.9826826196473551,0.9941451990632318,0.7333333333333333
fo,1976,6793,0.5265714706315324,0.980568232003533,0.9902152641878669,0.5
fo,1977,7417,0.5676149386544425,0.9898880949170824,0.9938242280285036,0.6428571428571429
fo,1978,6356,0.5673379483952171,0.985840151038389,0.9900166389351082,0.75
fo,1979,6030,0.582089552238806,1,1,1
fo,1980,5465,0.5760292772186643,1,1,1
