general,year,n,fem,pert,perm,pern
facultad de quimica,1976,5935,0.3169334456613311,0.39646166807076666,0.3833067517278044,0.42857142857142855
facultad de quimica,1977,4592,0.32926829268292684,0.3985191637630662,0.31216931216931215,0.47368421052631576
facultad de quimica,1978,5283,0.34544766231307966,0.3482869581677077,0.3326027397260274,0.6
facultad de quimica,1979,4606,0.3549717759444203,0.3300043421623969,0.36819571865443423,1
facultad de quimica,1980,4224,0.36742424242424243,0.4628314393939394,0.7371134020618557,1
fcpys,1960,529,0.277882797731569,0.500945179584121,0.5918367346938775,1
fcpys,1961,620,0.2870967741935484,0.4096774193548387,0.5,1
fcpys,1962,699,0.27467811158798283,0.36909871244635195,0.4427083333333333,1
fcpys,1963,767,0.30247718383311606,0.33376792698826596,0.4396551724137931,1
fcpys,1964,865,0.2971098265895954,0.2994219653179191,0.4046692607003891,1
fcpys,1965,1038,0.29383429672447015,0.2947976878612717,0.3770491803278688,1
fcpys,1966,1152,0.2517361111111111,0.328125,0.38620689655172413,1
fcpys,1967,1357,0.2726602800294768,0.31613854089904203,0.3783783783783784,1
