a,b,c,d,clusters,year
1.683070443142154,2.6277657689071328,-0.9497292482021105,0.9221242650667086,1,1959
1.4104558839757346,-1.3192247983305532,1.552007598465506,-0.46643617600436676,2,1959
-0.864178749306771,0.235926316731449,0.46300527913066836,-0.6906734475136416,3,1959
0.03995675156735286,-0.3861082802364179,-0.6218538173712437,0.5030196227300389,4,1959
1.0101618072568777,1.1558801485613273,0.3739071387064835,-1.3196456832811134,5,1959
0.12288457844114675,0.12594552966891814,0.15155782434357062,2.2965420466101625,1,1961
-0.23170567969819722,-0.27958884709199044,2.681717384782984,0.15837894883159842,2,1961
-0.4042817978473825,-0.7073261652474081,-0.10153359368773106,-0.2621239928424315,3,1961
-3.674398803144432,3.826355227743156,-0.4581351035407328,-0.03415260676205726,4,1961
1.2279362342731872,0.8553416922110597,-0.11390619032500701,-0.03686994126555859,5,1961
-0.21701948974316568,0.4687413066430305,-0.4204198088814195,-0.2259468796705366,1,1962
0.03635531576078061,-0.2660319576415303,1.4421531341373117,-0.10652588961113443,2,1962
0.288964952834849,0.40972384539177126,-0.4492524696023956,0.09009125888075602,1,1963
-0.09887511566162735,-0.24439476930687365,1.5149104990615063,0.5635886855065871,2,1963
0.27122288429148655,0.3246397477774425,-0.18442234461018756,-0.38578533260084946,1,1964
-0.016054445720162076,-0.33635729675495063,0.8278417886502345,1.3326727593464813,2,1964
1.0646312281579584,0.33188512908184975,-1.093428882905336,0.09890548419793925,1,1965
0.0023913284883219275,-0.29499188127549153,0.7652034522339669,1.6816880720970837,2,1965
-0.6214929333337862,0.38930951650362694,0.17461654670245597,-0.47640762478320087,3,1965
1.759539304122314,0.18279953865585274,-1.4129218646516397,-0.0039822976618673804,1,1966
-0.09876722752257427,-0.5840140134714648,0.4797984855612969,1.3242376602552641,2,1966
-0.39713160239653567,0.09851337239696206,0.21879041155698692,-0.7464341419072812,3,1966
-1.6380246573054098,3.708656255070674,-1.990705512814536,1.5647738472263626,4,1966
0.820222983771636,-1.1053920798865182,0.3777998298762974,1.70643577084788,1,1967
-0.5642545106165258,-0.545665296895552,-0.9942068340024393,1.6774829381496679,2,1967
-0.5451284596806559,0.11114122572190138,0.9221058074579628,0.3114548422746496,3,1967
-0.9133235645096276,-0.5359378622069959,4.379744427529706,1.0667183174570882,4,1967
2.1882415641593997,-1.106683220777113,0.2604278420521481,-0.6416573674846803,5,1967
-0.7270238106830328,0.0013979407204827783,-0.4007861622960961,-0.7535388896175454,6,1967
0.4624449050494912,1.202124489434064,-0.020347755231672305,-0.6477222937298828,7,1967
1.6517431585739542,-0.8575756267950593,0.20418246543397967,-0.19620817790760922,1,1968
-0.4488912727573956,0.05721799065205746,0.036520869794109366,-0.816300141314587,2,1968
-0.17251387919934225,0.6787477170143584,-0.912556769202898,1.2076677013319472,3,1968
-0.5052617947513389,-0.6582244363440224,1.7060786045686236,1.2736775761298507,4,1968
0.8619843270917412,1.0065823278962613,1.130955352722543,0.03760419017617525,1,1969
-0.36408355887168287,-0.284732041797462,-0.19510933614508086,-0.02994909476814848,2,1969
0.47591023925625986,1.9062207644840305,1.0881235666331182,-0.268125745901664,1,1970
-0.15716470109888367,-0.3318458185237292,-0.1623256188576795,-0.06480309965351372,2,1970
0.9870417665360086,1.2708183642749364,0.6597715732446517,0.9943641849622541,1,1971
-0.3466199779791707,-0.004282289659186726,0.1984415130407764,-0.5660638703952928,2,1971
0.4235626821071864,0.05874843028912648,1.6942585845406908,-0.23726928672142822,1,1972
-0.08388637547100761,-0.5964344744199724,-0.32635426473305634,-0.5439801142581719,2,1972
-0.15081631530029213,0.06807005800999984,-0.7810321975478258,0.5519924136612648,3,1972
-0.9057319124067125,2.9539352004348274,3.3613593764912353,0.7092218563142165,1,1973
0.9363000123964522,-0.6975357645148746,0.4506842361437244,0.08238900638606333,2,1973
-0.4007013021177504,-0.12921014405789072,0.1257646568333412,-0.5758163674218919,3,1973
0.24757071255992902,0.817643687663985,-0.9985187253346339,1.6451024805221823,4,1973
-1.0827478425640793,1.4251953629855705,-2.019311655429189,-1.3526788500486067,5,1973
-0.6998649305783265,0.13119414144605113,-0.8676953939072318,-0.9902476780705499,1,1974
0.1425859458205489,0.22403037537525866,0.6508563508017071,0.3080464255738896,2,1974
0.2538401012485138,3.5624036981757583,1.323284697598664,-1.5337008215845958,1,1975
2.0408328960674185,-1.6687078955422885,-0.1678741540503796,-4.250746137589158,2,1975
0.8240271425291816,-0.22559627727650855,0.10805516527493512,0.5090777609350033,3,1975
-1.992204061523418,0.043591820753233604,-0.3874262891668545,-0.6631767063592674,4,1975
-0.045608542386933626,-1.5747949347859365,3.7733880257549153,0.30100285159385864,5,1975
-0.3356866612787616,-0.006387209103600728,-0.39508459902810694,0.4950430607249614,6,1975
1.1835689904177675,0.5982236554406257,0.16363748326320376,1.7287990774721709,7,1975
0.6952630444577877,-0.5479081001258955,-0.5859689461734218,-0.7544357288626918,8,1975
-0.2884814702081337,0.11929741599275409,-0.08806919609805924,-0.4157913190903068,1,1976
0.6999370513860843,-0.9461447654780524,1.0576239647446242,1.4763471693280787,2,1976
-0.07443244001581262,-0.09246152233393883,-0.5404915989260595,-0.20997060195969644,1,1977
0.187610607455631,-1.534785717025874,0.5875517907010703,-0.15624964207656622,2,1977
1.5243362417993556,0.01930959969932465,-0.020460193309667158,1.012459944739648,3,1977
-1.4418824147562923,0.4943841563451695,-0.11836707463796735,-0.3297904550105779,4,1977
0.2943421375830446,-3.70071835496534,5.697438795980047,-0.23244869745964583,5,1977
-0.24803069477426543,0.568143032581677,0.20338635369756788,1.266320330528695,6,1977
1.5622946456685602,2.7476731005468777,1.5084308946765956,-2.398373727018444,7,1977
0.4465009839812533,-0.6539191290025541,-0.8651338247825519,-0.47008216936579983,8,1977
0.40460779072436537,2.6956750738439865,-0.247747418676188,3.720202265944633,1,1978
1.8699059620700504,1.2351270953921523,-0.2069643985157037,-1.3219107890086983,2,1978
0.3110507396961753,-0.7331927436972114,-0.2175197379333676,0.16749222743711883,3,1978
-1.2175624774197793,0.38131191644509943,0.3438179502280556,-0.34211703815040984,4,1978
2.074123367097126,-1.8730842106884311,7.044485031753656,1.3883165768459298,5,1978
0.15705767672118848,-0.3924610487813969,2.719253952110144,3.696044125318533,1,1979
1.3592533414211503,-0.512016796091924,1.5699026841919872,-1.5518978473769898,2,1979
0.42706492147248976,-0.24927943890336948,-0.7053230073280758,0.16058616327675926,3,1979
-1.1944888388809405,0.46813825208675863,0.10850799306948032,-0.2409080194651402,4,1979
3.7124901177732337,7.373746327481395,-0.8535325518770777,1.0097626983317367,5,1979
