general,year,emet,tct,mtt,catt,ayut,tect,totalf,eme_f,tc_f,mt_f,cat_f,ayu_f,total_f
biblioteca nacional,1971,0,1,0,1,0,0,2,0,1,0,1,0,1
biblioteca nacional,1972,0,0,0,1,0,0,1,0,0.875,0,1,0,1
biblioteca nacional,1973,0,0,0,2,0,0,2,0,0.75,0,1,0,1
biblioteca nacional,1974,0,0,0,3,0,0,3,0,0.625,0,0.6666666666666666,0,0.6666666666666666
biblioteca nacional,1975,0,0,0,2,0,0,2,0,0.5,0,1,0,1
biblioteca nacional,1976,0,0,0,2,0,0,2,0,0.375,0,0.5,0,0.5
biblioteca nacional,1977,0,0,0,1,0,0,1,0,0.25,0,1,0,1
biblioteca nacional,1978,0,0,0,2,3,0,5,0,0.125,0,0.5,0,0.2
biblioteca nacional,1979,0,2,0,3,0,0,5,0,0,0,0.3333333333333333,0,0.2
cch,1971,0,0,0,887,0,0,887,0,0.2857142857142857,0.5,0.19729425028184894,0.5,0.19729425028184894
cch,1972,0,7,2,842,2,0,853,0,0.2857142857142857,0.5,0.2755344418052256,0.5,0.27667057444314186
cch,1973,0,14,3,797,3,0,817,0,0.2857142857142857,0.6666666666666666,0.36386449184441655,0.6666666666666666,0.36474908200734396
cch,1974,0,14,3,1583,0,0,1600,0,0.6428571428571429,0,0.3474415666456096,0.3958333333333333,0.349375
cch,1975,0,56,3,1567,8,0,1634,0,0.21428571428571427,0.6666666666666666,0.3631142310146777,0.125,0.3574051407588739
cch,1976,0,13,0,1666,44,0,1723,0,0,0.6666666666666666,0.39315726290516206,0.2727272727272727,0.3871154962275102
cch,1977,0,0,0,1544,69,0,1613,0,0.13636363636363635,0.6666666666666666,0.3335492227979275,0.2028985507246377,0.32796032238065714
cch,1978,0,11,0,1575,56,0,1642,0,0.2727272727272727,0.6666666666666666,0.35873015873015873,0.23214285714285715,0.353836784409257
cch,1979,0,4,0,1598,53,0,1655,0,0.25,0.6666666666666666,0.3660826032540676,0.32075471698113206,0.36435045317220544
cch,1980,0,2,0,2131,23,0,2156,0,0,0.6666666666666666,0.29516658845612387,0.17391304347826086,0.29359925788497215
cele,1970,0,1,0,19,0,0,20,0,1,0.5,0.7894736842105263,0,0.8
cele,1971,0,0,0,16,0,0,16,0,0.5,0.5,0.9375,0,0.9375
cele,1972,0,1,0,46,0,0,47,0,0,0.5,0.717391304347826,0,0.7021276595744681
cele,1973,0,6,0,45,0,0,51,0,0,0.5,0.6444444444444445,0,0.5686274509803921
cele,1974,2,5,0,36,0,0,43,0,0.2,0.5,0.6666666666666666,0,0.5813953488372093
cele,1975,0,6,0,35,0,0,41,0,0,0.5,0.6,0,0.5121951219512195
cele,1976,0,5,0,45,1,0,51,0,0.2,0.5,0.6666666666666666,0,0.6078431372549019
cele,1977,0,4,0,47,0,0,51,0,0.25,0.5,0.6595744680851063,0,0.6274509803921569
cele,1978,0,6,0,64,0,0,70,0,0.3333333333333333,0.5,0.609375,0,0.5857142857142857
cele,1979,0,9,2,58,0,0,69,0,0.5555555555555556,0.5,0.7068965517241379,0,0.6811594202898551
cele,1980,0,13,4,94,0,0,111,0,0.3076923076923077,0.25,0.7659574468085106,0,0.6936936936936937
centro de ciencias del mar y limnologia,1975,0,0,0,6,1,0,7,0,0,0,0,0,0
centro de ciencias del mar y limnologia,1976,0,0,0,7,1,0,8,0,0,0,0.14285714285714285,0,0.125
centro de ciencias del mar y limnologia,1977,0,0,0,7,1,0,8,0,0,0,0.14285714285714285,0,0.125
centro de ciencias del mar y limnologia,1978,0,0,0,6,1,0,7,0,0,0,0.16666666666666666,0,0.14285714285714285
centro de ciencias del mar y limnologia,1979,0,0,0,5,0,0,5,0,0,0,0.4,0,0.4
centro de estudios clasicos,1974,0,0,0,1,0,0,1,0,0,0,1,0,1
centro de estudios clasicos,1975,0,0,0,2,0,0,2,0,0,0,0.5,0,0.5
centro de estudios clasicos,1976,0,0,0,3,0,0,3,0,0,0,0.6666666666666666,0,0.6666666666666666
centro de estudios clasicos,1977,0,0,0,7,0,0,7,0,0,0,0.14285714285714285,0,0.14285714285714285
centro de estudios clasicos,1978,0,0,0,9,0,0,9,0,0,0,0.2222222222222222,0,0.2222222222222222
centro de estudios literarios,1971,0,0,0,1,0,0,1,0,0,0,0,0,0
centro de estudios literarios,1972,0,0,0,1,0,0,1,0,0,0,1,0,1
centro de estudios literarios,1973,0,0,0,1,0,0,1,0,0,0,1,0,1
centro de estudios literarios,1974,0,0,0,4,0,0,4,0,0,0,0.25,0,0.25
centro de estudios literarios,1975,0,0,0,7,0,0,7,0,0,0,0.42857142857142855,0,0.42857142857142855
centro de estudios literarios,1976,0,0,0,7,0,0,7,0,0,0,0.42857142857142855,0,0.42857142857142855
centro de estudios literarios,1977,0,0,0,5,0,0,5,0,0,0,0.4,0,0.4
centro de estudios literarios,1978,0,0,0,3,0,0,3,0,0,0,0.6666666666666666,0,0.6666666666666666
centro de estudios mayas,1975,0,0,0,1,0,0,1,0,0,0,1,0,1
centro de estudios mayas,1976,0,0,0,2,0,0,2,0,0,0,1,0,1
centro de estudios mayas,1977,0,0,0,2,0,0,2,0,0,0,1,0,1
centro de estudios mayas,1978,0,0,0,2,0,0,2,0,0,0,1,0,1
centro de estudios nucleares,1971,0,0,0,0,1,0,1,0,0,0,0,0,0
centro de estudios nucleares,1972,0,0,0,1,1,0,2,0,0,0,0,0,0
centro de estudios nucleares,1973,0,0,0,1,1,0,2,0,0,0,0,0,0
centro de estudios nucleares,1974,0,0,0,2,1,0,3,0,0,0,0,0,0
centro de estudios nucleares,1975,0,0,0,6,2,0,8,0,0,0,0.3333333333333333,0,0.25
centro de estudios nucleares,1976,0,0,0,5,1,0,6,0,0,0,0.2,0,0.16666666666666666
centro de estudios nucleares,1977,0,0,0,2,4,0,6,0,0,0,0,0,0
centro de estudios nucleares,1978,0,0,0,5,1,0,6,0,0,0,0,0,0
centro de estudios sobre la universidad,1978,0,0,0,2,0,0,2,0,0,0,0.5,0,0.5
centro de estudios sobre la universidad,1979,0,0,0,1,0,0,1,0,0,0,1,0,1
centro de informacion cientifica y humanistica,1974,0,0,0,2,0,0,2,0,0,0,0,0,0
centro de informacion cientifica y humanistica,1975,0,0,0,2,0,0,2,0,0,0,0,0,0
centro de informacion cientifica y humanistica,1976,0,0,0,2,0,0,2,0,0,0,0,0,0
centro de informacion cientifica y humanistica,1977,0,0,0,1,0,0,1,0,0,0,0,0,0
centro de informacion cientifica y humanistica,1978,0,0,0,1,0,0,1,0,0,0,0,0,0
centro de instrumentos,1973,0,0,0,3,1,0,4,0,0,0,0,0,0
centro de instrumentos,1974,0,0,0,4,3,0,7,0,0,0,0.25,0,0.14285714285714285
centro de instrumentos,1975,0,0,0,4,1,0,5,0,0,0,0,0,0
centro de instrumentos,1976,0,0,0,4,1,0,5,0,0,0,0,0,0
centro de instrumentos,1977,0,0,0,5,0,0,5,0,0,0,0,0,0
centro de instrumentos,1978,0,0,0,6,0,0,6,0,0,0,0,0,0
centro de investigacion tuxtlas,1978,0,0,0,1,0,0,1,0,0,0,0,0,0
centro de linguistica hispanica,1975,0,0,0,2,0,0,2,0,0,0,0.5,0,0.5
centro de linguistica hispanica,1976,0,0,0,2,0,0,2,0,0,0,0.5,0,0.5
centro de linguistica hispanica,1977,0,0,0,7,0,0,7,0,0,0,0.2857142857142857,0,0.2857142857142857
centro de linguistica hispanica,1978,0,0,0,1,0,0,1,0,0,0,1,0,1
centro de servicios de computo,1974,0,0,0,1,3,0,4,0,0,0,0,0.3333333333333333,0.25
centro de servicios de computo,1975,0,0,0,0,3,0,3,0,0,0,0,0.3333333333333333,0.3333333333333333
centro de servicios de computo,1976,0,0,0,0,2,0,2,0,0,0,0,0.5,0.5
centro de servicios de computo,1977,0,0,0,0,2,0,2,0,0,0,0,0,0
centro de servicios de computo,1978,0,0,0,1,1,0,2,0,0,0,0,0,0
centro de servicios de computo,1979,0,0,0,2,0,0,2,0,0,0,0,0,0
cuec,1973,0,1,0,0,0,0,1,0,0,0,0,0,0
cuec,1974,0,3,1,1,0,0,5,0,0.3333333333333333,0,0,0,0.2
cuec,1975,0,2,1,1,0,0,4,0,0.5,0,0,0,0.25
cuec,1976,0,1,1,0,0,0,2,0,0,0,0,0,0
cuec,1977,0,4,3,2,0,0,9,0,0,0,0,0,0
cuec,1978,0,3,3,4,0,0,10,0,0.3333333333333333,0,0,0,0.1
cuec,1979,0,4,4,4,0,0,12,0,0.25,0.25,0,0,0.16666666666666666
cuec,1980,0,6,5,5,0,0,16,0,0,0.2,0.4,0,0.1875
enap,1960,0,0,0,110,0,0,110,0,0,0,0.045454545454545456,0,0.045454545454545456
enap,1962,0,0,0,115,3,0,118,0,0,0,0.0522068511198946,0,0.051214196762141964
enap,1963,0,0,0,100,3,0,103,0,0,0,0.058959156785243744,0,0.05697384806973848
enap,1964,0,0,0,84,4,0,88,0,0,0,0.0657114624505929,0,0.062733499377335
enap,1965,0,0,0,69,4,0,73,0,0,0,0.07246376811594203,0,0.0684931506849315
enap,1966,0,0,0,67,3,0,70,0,0,0,0.1044776119402985,0,0.1
enap,1967,0,0,0,71,3,0,74,0,0,0,0.11267605633802817,0,0.10810810810810811
enap,1968,0,0,0,70,4,0,74,0,0,0,0.08571428571428572,0,0.08108108108108109
enap,1969,0,0,0,66,1,0,67,0,0,0,0.06060606060606061,0,0.05970149253731343
enap,1970,0,0,0,68,5,0,73,0,0,0,0.014705882352941176,0,0.0136986301369863
enap,1971,0,2,0,68,4,0,74,0,0,0,0.029411764705882353,0.25,0.04054054054054054
enap,1972,0,0,0,77,4,0,81,0,0,0,0.05194805194805195,0,0.04938271604938271
enap,1973,0,0,0,75,4,0,79,0,0,0,0.06666666666666667,0.25,0.0759493670886076
enap,1974,0,1,0,90,5,0,96,0,0,0,0.13333333333333333,0.2,0.13541666666666666
enap,1975,0,0,0,87,6,0,93,0,0,0,0.13793103448275862,0.5,0.16129032258064516
enap,1976,0,0,0,91,18,0,109,0,0,0,0.07692307692307693,0.3888888888888889,0.12844036697247707
enap,1977,0,0,0,93,22,0,115,0,0,0,0.11827956989247312,0.36363636363636365,0.16521739130434782
enap,1978,0,1,0,84,21,0,106,0,0,0,0.14285714285714285,0.3333333333333333,0.1792452830188679
enap,1979,0,2,0,101,27,0,130,0,0,0,0.1485148514851485,0.4074074074074074,0.2
enap,1980,0,2,0,146,25,0,173,0,0,0,0.1643835616438356,0.52,0.2138728323699422
eneo,1960,0,0,1,57,16,0,74,0,0,0,0.3333333333333333,0.3125,0.32432432432432434
eneo,1962,0,0,1,62,18,0,81,0,0,0,0.3063725490196078,0.3553427419354839,0.3146718146718147
eneo,1963,0,0,1,75,22,0,98,0,0,0,0.27941176470588236,0.39818548387096775,0.305019305019305
eneo,1964,0,0,0,89,27,0,116,0,0,0,0.25245098039215685,0.4410282258064516,0.29536679536679533
eneo,1965,0,0,0,102,31,0,133,0,0,0,0.22549019607843138,0.4838709677419355,0.2857142857142857
eneo,1966,0,0,0,109,27,0,136,0,0,0,0.29357798165137616,0.6666666666666666,0.36764705882352944
eneo,1967,0,0,0,118,41,0,159,0,0,0,0.3305084745762712,0.4878048780487805,0.3710691823899371
eneo,1968,0,0,0,110,30,0,140,0,0,0,0.41818181818181815,0.6,0.45714285714285713
eneo,1969,0,0,0,95,10,0,105,0,0,0,0.5157894736842106,0.9,0.5523809523809524
eneo,1970,0,3,0,127,23,0,153,0,0,0,0.3700787401574803,0.8260869565217391,0.43137254901960786
eneo,1971,0,0,0,120,33,0,153,0,0,0,0.39166666666666666,0.8181818181818182,0.48366013071895425
eneo,1972,0,0,0,95,10,0,105,0,0,0,0.5052631578947369,0.7,0.5238095238095238
eneo,1973,0,0,0,100,6,0,106,0,0,0,0.64,0.5,0.6320754716981132
eneo,1974,0,0,0,112,5,0,117,0,0,0,0.625,0.6,0.6239316239316239
eneo,1975,0,1,1,126,5,0,133,0,0,0,0.6587301587301587,0.6,0.6466165413533834
eneo,1976,0,1,0,143,8,0,152,0,0,0,0.7342657342657343,0.5,0.7171052631578947
eneo,1977,0,1,0,136,5,0,142,0,1,0,0.6838235294117647,1,0.6971830985915493
eneo,1978,0,1,0,142,8,0,151,0,1,0,0.5492957746478874,0.5,0.5496688741721855
eneo,1979,0,1,8,145,7,0,161,0,1,0,0.7310344827586207,0.7142857142857143,0.6956521739130435
eneo,1980,0,2,0,207,14,0,223,0,0.5,0,0.6811594202898551,0.7142857142857143,0.6816143497757847
enep acatlan,1975,0,0,2,131,31,0,164,0,0.5,0.5,0.21374045801526717,0.25806451612903225,0.22560975609756098
enep acatlan,1976,0,12,12,309,48,0,381,0,0.5,0.08333333333333333,0.23948220064724918,0.22916666666666666,0.24146981627296588
enep acatlan,1977,0,46,36,409,91,0,582,0,0.21739130434782608,0.25,0.2200488997555012,0.31868131868131866,0.23711340206185566
enep acatlan,1978,0,46,43,416,95,0,600,0,0.2826086956521739,0.20930232558139536,0.24278846153846154,0.30526315789473685,0.25333333333333335
enep acatlan,1979,0,59,41,503,131,0,734,0,0.2542372881355932,0.21951219512195122,0.2544731610337972,0.3435114503816794,0.2683923705722071
enep acatlan,1980,0,93,53,863,270,0,1279,0,0.26881720430107525,0.20754716981132076,0.23406720741599074,0.32592592592592595,0.254886630179828
enep aragon,1976,0,2,1,87,29,0,119,0,0,1,0.06896551724137931,0.20689655172413793,0.1092436974789916
enep aragon,1977,0,0,0,175,53,0,228,0,0,0.6666666666666667,0.10857142857142857,0.20754716981132076,0.13157894736842105
enep aragon,1978,0,2,0,197,64,0,263,0,0,0.33333333333333337,0.15228426395939088,0.25,0.17490494296577946
enep aragon,1979,0,8,5,344,97,0,454,0,0.125,0,0.14534883720930233,0.21649484536082475,0.15859030837004406
enep aragon,1980,0,8,6,595,140,0,749,0,0,0,0.12100840336134454,0.20714285714285716,0.1348464619492657
enep cuautitlan,1974,0,5,0,119,85,0,209,0,0.2,0,0.13445378151260504,0.23529411764705882,0.17703349282296652
enep cuautitlan,1975,0,6,1,199,135,0,341,0,0,0,0.1407035175879397,0.17777777777777778,0.15249266862170088
enep cuautitlan,1976,0,8,0,225,157,0,390,0,0.125,0.3333333333333333,0.1511111111111111,0.2802547770700637,0.20256410256410257
enep cuautitlan,1977,0,18,0,297,189,0,504,0,0.05555555555555555,0.6666666666666667,0.16161616161616163,0.31216931216931215,0.21428571428571427
enep cuautitlan,1978,0,24,1,327,234,0,586,0,0.08333333333333333,1,0.1743119266055046,0.2692307692307692,0.2098976109215017
enep cuautitlan,1979,0,29,1,343,232,0,605,0,0.1724137931034483,1,0.1836734693877551,0.25,0.20991735537190082
enep cuautitlan,1980,0,59,6,605,244,0,914,0,0.1016949152542373,0,0.17520661157024794,0.26639344262295084,0.1936542669584245
enep iztacala,1975,0,3,1,109,85,0,198,0,0.3333333333333333,1,0.3577981651376147,0.3411764705882353,0.35353535353535354
enep iztacala,1976,0,5,2,178,176,0,361,0,0,0.5,0.3539325842696629,0.29545454545454547,0.32132963988919666
enep iztacala,1977,0,4,3,277,301,0,585,0,0,0,0.3212996389891697,0.3787375415282392,0.347008547008547
enep iztacala,1978,0,9,3,328,346,0,686,0,0,0.3333333333333333,0.27439024390243905,0.34971098265895956,0.30903790087463556
enep iztacala,1979,0,10,0,502,495,0,1007,0,0,0.3333333333333333,0.26095617529880477,0.3656565656565657,0.3098311817279047
enep iztacala,1980,0,22,3,983,867,0,1875,0,0.2727272727272727,0.3333333333333333,0.20549338758901323,0.3137254901960784,0.25653333333333334
enep zaragoza,1976,0,11,1,43,46,0,101,0,0.36363636363636365,0,0.5116279069767442,0.5,0.48514851485148514
enep zaragoza,1977,0,28,1,177,146,0,352,0,0.42857142857142855,0,0.5988700564971752,0.4863013698630137,0.5369318181818182
enep zaragoza,1978,0,36,1,190,163,0,390,0,0.4166666666666667,0,0.531578947368421,0.4539877300613497,0.48717948717948717
enep zaragoza,1979,0,55,0,249,334,0,638,0,0.34545454545454546,0,0.42168674698795183,0.5389221556886228,0.47648902821316613
enep zaragoza,1980,0,74,0,554,629,0,1257,0,0.25675675675675674,0,0.3628158844765343,0.47217806041335453,0.411296738265712
enp,1960,0,0,0,1077,65,0,1142,0,0.47058823529411764,0.25,0.2683379758588672,0.23076923076923078,0.266199649737303
enp,1962,0,27,0,1382,58,0,1467,0,0.47058823529411764,0.25,0.27911417841156333,0.3269230769230769,0.27855258892211693
enp,1963,0,40,0,1538,50,0,1628,0,0.47058823529411764,0.25,0.28989038096425945,0.4230769230769231,0.2909055281069309
enp,1964,0,54,0,1693,41,0,1788,0,0.47058823529411764,0.25,0.30066658351695563,0.5192307692307693,0.30325846729174477
enp,1965,0,34,12,2010,13,0,2069,0,0.47058823529411764,0.25,0.31144278606965176,0.6153846153846154,0.3156114064765587
enp,1966,2,38,0,2149,9,0,2198,0,0.47368421052631576,0.2777777777777778,0.2922289436947417,0.1111111111111111,0.2943585077343039
enp,1967,2,32,0,2229,1,0,2264,0,0.46875,0.3055555555555556,0.3171825930910722,0,0.31890459363957596
enp,1968,0,34,18,1795,4,0,1851,0,0.47058823529411764,0.3333333333333333,0.3649025069637883,0.25,0.36628849270664504
enp,1969,0,0,0,1515,0,0,1515,0,0.44957983193277307,0.5,0.37293729372937295,0.125,0.37293729372937295
enp,1970,1,14,3,1623,2,0,1643,0,0.42857142857142855,0.6666666666666666,0.3783117683302526,0,0.37918441874619596
enp,1971,2,28,6,1731,3,0,1770,0,0.42857142857142855,0.8333333333333334,0.3830155979202773,0.3333333333333333,0.3847457627118644
enp,1972,2,26,10,1741,3,0,1782,0,0.46153846153846156,0.6,0.3790924755887421,0.3333333333333333,0.38047138047138046
enp,1973,2,25,13,1751,3,0,1794,0,0.44,0.46153846153846156,0.375214163335237,0.3333333333333333,0.3762541806020067
enp,1974,0,72,11,1770,61,0,1914,0,0.4027777777777778,0.5454545454545454,0.38813559322033897,0.3442622950819672,0.3881922675026123
enp,1975,1,25,9,1717,38,0,1790,0,0.44,0.4444444444444444,0.37740244612696566,0.5,0.38100558659217876
enp,1976,0,27,10,1736,40,0,1813,0,0.4074074074074074,0.8,0.3807603686635945,0.55,0.38720353006067293
enp,1977,1,17,2,1765,30,0,1815,0,0.23529411764705882,1,0.373371104815864,0.5666666666666667,0.37575757575757573
enp,1978,1,30,6,1770,33,0,1840,0,0.3333333333333333,0.6666666666666666,0.3700564971751412,0.6060606060606061,0.3744565217391304
enp,1979,1,37,9,1624,25,0,1696,0,0.2972972972972973,0.3333333333333333,0.3805418719211823,0.52,0.3803066037735849
enp,1980,0,17,2,2625,29,0,2673,0,0.47058823529411764,0,0.2914285714285714,0.4482758620689655,0.2940516273849607
ents,1973,0,0,2,15,18,0,35,0,0,1,0.4666666666666667,0.6666666666666666,0.6
ents,1974,0,0,2,20,16,0,38,0,0,0,0.65,0.75,0.6578947368421053
ents,1975,0,0,2,23,16,0,41,0,0,0,0.6086956521739131,0.625,0.5853658536585366
ents,1976,0,0,2,35,10,0,47,0,0,0,0.6,0.9,0.6382978723404256
ents,1977,0,0,4,45,6,0,55,0,0,0.5,0.5777777777777777,0.8333333333333334,0.6
ents,1978,0,0,4,38,6,0,48,0,0,0.5,0.4473684210526316,1,0.5208333333333334
ents,1979,0,0,4,40,6,0,50,0,0,0.5,0.5,1,0.56
ents,1980,0,0,5,100,4,0,109,0,0,0.6,0.44,1,0.46788990825688076
escuela nacional de musica,1960,0,1,0,94,26,0,121,0,0,0,0.2872340425531915,0.19230769230769232,0.2644628099173554
escuela nacional de musica,1962,0,1,0,84,21,0,106,0,0,0,0.28647816349384103,0.2805944055944056,0.28168044077134985
escuela nacional de musica,1963,0,1,0,88,21,0,110,0,0,0,0.2857222844344905,0.3688811188811189,0.2988980716253443
escuela nacional de musica,1964,0,0,0,91,22,0,113,0,0,0,0.28496640537513995,0.4571678321678322,0.31611570247933884
escuela nacional de musica,1965,0,0,0,95,22,0,117,0,0,0,0.28421052631578947,0.5454545454545454,0.3333333333333333
escuela nacional de musica,1966,0,0,0,95,15,0,110,0,0,0,0.3368421052631579,0.3333333333333333,0.33636363636363636
escuela nacional de musica,1967,1,0,0,116,25,0,142,0,0,0,0.3017241379310345,0.32,0.3028169014084507
escuela nacional de musica,1968,0,1,0,111,27,0,139,0,0,0,0.22522522522522523,0.2962962962962963,0.23741007194244604
escuela nacional de musica,1969,1,2,1,96,22,0,122,0,0.5,0,0.28125,0.2727272727272727,0.2786885245901639
escuela nacional de musica,1970,0,3,0,100,17,0,120,0,0.3333333333333333,0.3333333333333333,0.3,0.23529411764705882,0.2916666666666667
escuela nacional de musica,1971,0,0,0,81,19,0,100,0,0.25,0.6666666666666667,0.37037037037037035,0.2631578947368421,0.35
escuela nacional de musica,1972,0,0,1,76,20,0,97,0,0.16666666666666669,1,0.39473684210526316,0.25,0.3711340206185567
escuela nacional de musica,1973,0,0,0,84,18,0,102,0,0.08333333333333334,0.875,0.4166666666666667,0.3333333333333333,0.4019607843137255
escuela nacional de musica,1974,0,1,0,84,21,0,106,0,0,0.75,0.34523809523809523,0.3333333333333333,0.33962264150943394
escuela nacional de musica,1975,0,1,0,82,23,0,106,0,0,0.625,0.34146341463414637,0.4782608695652174,0.36792452830188677
escuela nacional de musica,1976,0,1,0,85,25,0,111,0,0,0.5,0.35294117647058826,0.44,0.36936936936936937
escuela nacional de musica,1977,0,0,0,92,26,0,118,0,0,0.375,0.31521739130434784,0.4230769230769231,0.3389830508474576
escuela nacional de musica,1978,0,1,0,88,32,0,121,0,0,0.25,0.3409090909090909,0.40625,0.35537190082644626
escuela nacional de musica,1979,0,1,0,86,24,0,111,0,0,0.125,0.32558139534883723,0.625,0.38738738738738737
escuela nacional de musica,1980,0,1,1,121,30,0,153,0,0,0,0.34710743801652894,0.4666666666666667,0.3660130718954248
escuela para extranjeros,1976,0,0,0,45,0,0,45,0,0,0,0.5555555555555556,0,0.5555555555555556
escuela para extranjeros,1977,0,0,0,52,0,0,52,0,0,0,0.5,0,0.5
escuela para extranjeros,1978,0,0,1,43,0,0,44,0,0,0,0.6511627906976745,0,0.6363636363636364
escuela para extranjeros,1979,0,0,3,38,0,0,41,0,0,0.6666666666666666,0.631578947368421,0,0.6341463414634146
estacion de investigacion chamela,1972,0,0,0,0,1,0,1,0,0,0,0,0,0
estacion de investigacion chamela,1973,0,0,0,1,0,0,1,0,0,0,0,0,0
estacion de investigacion chamela,1974,0,0,0,1,0,0,1,0,0,0,0,0,0
estacion de investigacion chamela,1975,0,0,0,1,0,0,1,0,0,0,0,0,0
estacion de investigacion chamela,1976,0,0,0,1,0,0,1,0,0,0,0,0,0
estacion de investigacion chamela,1977,0,0,0,1,0,0,1,0,0,0,0,0,0
estacion de investigacion chamela,1978,0,0,0,1,0,0,1,0,0,0,0,0,0
facultad de arquitectura,1960,0,0,41,174,218,0,433,0,0,0,0,0.013761467889908258,0.006928406466512702
facultad de arquitectura,1962,1,0,36,247,141,0,425,0,0,0,0.013414634146341463,0.010321100917431193,0.0177533824754553
facultad de arquitectura,1963,2,0,30,387,106,0,525,0,0,0,0.026829268292682926,0.006880733944954129,0.028578358484397902
facultad de arquitectura,1964,2,27,25,359,53,0,466,0,0,0,0.04024390243902439,0.0034403669724770644,0.039403334493340506
facultad de arquitectura,1965,2,1,24,410,1,0,438,0,0,0,0.05365853658536585,0,0.0502283105022831
facultad de arquitectura,1966,2,0,26,378,2,0,408,0,0,0,0.05555555555555555,0.5,0.05392156862745098
facultad de arquitectura,1967,2,0,22,456,3,0,483,0,0,0,0.041666666666666664,0,0.039337474120082816
facultad de arquitectura,1968,3,0,24,459,10,0,496,0,0,0,0.0718954248366013,0.3,0.07258064516129033
facultad de arquitectura,1969,4,19,4,499,18,0,544,0,0,0,0.0781563126252505,0.3333333333333333,0.08272058823529412
facultad de arquitectura,1970,2,0,22,564,33,0,621,0,0.5,0,0.07446808510638298,0.18181818181818182,0.07729468599033816
facultad de arquitectura,1971,2,1,22,571,45,0,641,0,1,0.045454545454545456,0.0893169877408056,0.2,0.0967238689547582
facultad de arquitectura,1972,2,0,0,574,62,0,638,0,0.5,0.040584415584415584,0.08885017421602788,0.22580645161290322,0.10188087774294671
facultad de arquitectura,1973,2,2,28,4161,52,0,4245,0,0,0.03571428571428571,0.01201634222542658,0.25,0.015076560659599529
facultad de arquitectura,1974,2,1,23,561,51,0,638,0,0,0.043478260869565216,0.0766488413547237,0.21568627450980393,0.08620689655172414
facultad de arquitectura,1975,2,3,19,638,64,0,726,0,0.3333333333333333,0,0.0987460815047022,0.171875,0.10330578512396695
facultad de arquitectura,1976,1,2,19,556,68,0,646,0,0,0.10526315789473684,0.11870503597122302,0.11764705882352941,0.11764705882352941
facultad de arquitectura,1977,1,11,22,619,38,3,694,0,0,0.09090909090909091,0.1308562197092084,0.15789473684210525,0.1282420749279539
facultad de arquitectura,1978,1,11,21,636,42,4,715,0,0,0,0.1320754716981132,0.14285714285714285,0.1258741258741259
facultad de arquitectura,1979,0,11,24,675,47,4,761,0,0,0.08333333333333333,0.13037037037037036,0.2978723404255319,0.1366622864651774
facultad de arquitectura,1980,1,13,26,796,38,0,874,0,0,0.15384615384615385,0.13944723618090452,0.2894736842105263,0.14416475972540047
facultad de ciencias,1960,0,0,0,165,14,0,179,0,0,0,0.06060606060606061,0.2857142857142857,0.0782122905027933
facultad de ciencias,1962,0,1,0,144,18,0,163,0,0,0,0.08787878787878789,0.33360389610389607,0.1164422367450195
facultad de ciencias,1963,0,1,0,147,25,0,173,0,0,0,0.11515151515151516,0.3814935064935065,0.1546721829872457
facultad de ciencias,1964,0,4,0,145,31,0,180,0,0,0,0.14242424242424243,0.4293831168831169,0.19290212922947192
facultad de ciencias,1965,0,3,0,165,44,0,212,0,0,0,0.1696969696969697,0.4772727272727273,0.23113207547169812
facultad de ciencias,1966,0,4,0,247,100,0,351,0,0,0,0.10526315789473684,0.35,0.1737891737891738
facultad de ciencias,1967,0,16,0,341,161,0,518,0,0.125,0,0.08797653958944282,0.36645962732919257,0.17567567567567569
facultad de ciencias,1968,0,14,5,372,186,0,577,0,0.21428571428571427,0,0.0913978494623656,0.3333333333333333,0.17157712305025996
facultad de ciencias,1969,0,15,5,328,219,0,567,0,0.13333333333333333,0.2,0.06097560975609756,0.3789954337899543,0.18694885361552027
facultad de ciencias,1970,0,21,12,466,295,0,794,0,0.047619047619047616,0,0.09227467811158799,0.33220338983050846,0.17884130982367757
facultad de ciencias,1971,0,12,6,130,231,0,379,0,0.16666666666666666,0,0.24615384615384617,0.38095238095238093,0.32189973614775724
facultad de ciencias,1972,0,21,8,150,257,0,436,0,0.19047619047619047,0.25,0.24,0.3346303501945525,0.29357798165137616
facultad de ciencias,1973,0,24,17,146,290,0,477,0,0.20833333333333334,0.29411764705882354,0.22602739726027396,0.3689655172413793,0.31446540880503143
facultad de ciencias,1974,0,35,15,147,339,0,536,0,0.11428571428571428,0.3333333333333333,0.35374149659863946,0.35103244837758113,0.3358208955223881
facultad de ciencias,1975,0,30,12,225,432,2,701,0,0.13333333333333333,0.3333333333333333,0.30666666666666664,0.38657407407407407,0.34807417974322397
facultad de ciencias,1976,0,26,9,227,485,2,749,0,0.15384615384615385,0.3333333333333333,0.3039647577092511,0.3938144329896907,0.35647530040053405
facultad de ciencias,1977,0,39,8,240,476,12,775,0,0.23076923076923078,0.25,0.31666666666666665,0.4222689075630252,0.3716129032258065
facultad de ciencias,1978,0,46,10,269,495,0,820,0,0.32608695652173914,0.3,0.3048327137546468,0.4121212121212121,0.37073170731707317
facultad de ciencias,1979,0,97,7,281,556,29,970,0,0.29896907216494845,0.2857142857142857,0.39501779359430605,0.4154676258992806,0.3845360824742268
