general,year,emet,tct,mtt,catt,ayut,tect,totalf,eme_f,tc_f,mt_f,cat_f,ayu_f,total_f
instituto de investigaciones sociales,1970,0,0,0,1,0,0,1,0,0,0,0,0.5,0
instituto de investigaciones sociales,1971,0,0,0,2,0,0,2,0,0,0,1,0.5,1
instituto de investigaciones sociales,1972,0,0,0,2,0,0,2,0,0,0,1,0.5,1
instituto de investigaciones sociales,1973,0,0,0,2,0,0,2,0,0,0,1,0.5,1
instituto de investigaciones sociales,1974,0,0,0,2,0,0,2,0,0,0,1,0.5,1
instituto de investigaciones sociales,1975,0,0,0,6,2,0,8,0,0,0,0.5,0.5,0.5
instituto de investigaciones sociales,1976,0,1,0,7,3,0,11,0,0,0,0.14285714285714285,0.6666666666666666,0.2727272727272727
instituto de investigaciones sociales,1977,0,0,0,11,2,0,13,0,0,0,0.36363636363636365,0.5,0.38461538461538464
instituto de investigaciones sociales,1978,0,0,0,7,3,0,10,0,0,0,0.2857142857142857,1,0.5
instituto de investigaciones sociales,1979,0,0,0,1,1,0,2,0,0,0,0,1,0.5
instituto de medicina,1973,0,0,0,2,1,0,3,0,0.1,0,0,0,0
instituto de medicina,1974,0,0,0,7,0,0,7,0,0.1,0,0,0,0
instituto de medicina,1975,0,20,0,9,0,0,29,0,0.1,0,0.1111111111111111,0,0.10344827586206896
instituto de medicina,1976,0,0,0,11,0,0,11,0,0.1,0,0.18181818181818182,0,0.18181818181818182
instituto de medicina,1977,0,0,0,14,1,0,15,0,0.1,0,0.14285714285714285,0,0.13333333333333333
instituto de medicina,1978,0,0,0,13,1,0,14,0,0.1,0,0.15384615384615385,0,0.14285714285714285
instituto de medicina,1979,0,0,0,1,0,0,1,0,0.1,0,1,0,1
instituto de quimica,1968,0,0,0,10,0,0,10,0,0,0,0.1,0,0.1
instituto de quimica,1969,0,2,0,5,0,0,7,0,0,0,0,0,0
instituto de quimica,1970,0,4,0,0,0,0,4,0,0,0,0,0,0
instituto de quimica,1971,0,0,0,4,0,0,4,0,0.02,0,0,0,0
instituto de quimica,1972,0,0,0,3,1,0,4,0,0.04,0,0,0,0
instituto de quimica,1973,0,0,0,3,2,0,5,0,0.06,0,0,0,0
instituto de quimica,1974,0,0,0,1,1,0,2,0,0.08,0,0,0,0
instituto de quimica,1975,0,20,0,3,2,0,25,0,0.1,0,0,0,0.08
instituto de quimica,1976,0,0,0,11,1,0,12,0,0.1,0,0,0,0
instituto de quimica,1977,0,0,0,16,1,0,17,0,0.1,0,0,0,0
instituto de quimica,1978,0,0,0,16,0,0,16,0,0.1,0,0,0,0
instituto de quimica,1979,0,0,0,1,0,0,1,0,0.1,0,0,0,0
jardin botanico,1974,0,0,0,0,1,0,1,0,0.3333333333333333,0,0,1,1
jardin botanico,1975,0,0,0,1,1,0,2,0,0.3333333333333333,0,0,1,1
jardin botanico,1976,0,0,0,2,1,0,3,0,0.3333333333333333,0,0.5,1,0.6666666666666666
jardin botanico,1977,0,0,0,2,0,0,2,0,0.3333333333333333,0,0.5,1,0.5
jardin botanico,1978,0,0,0,2,0,0,2,0,0.3333333333333333,0,0.5,1,0.5
jardin botanico,1979,0,3,0,1,0,0,4,0,0.3333333333333333,0,0,1,0.25
