general,year,admin_conf,admin_espe,admin_serv,admin_obre,admin_admin,admin_auxadm,admin_prof,admin_total,admin_conf_f,admin_espe_f,admin_serv_f,admin_obre_f,admin_admin_f,admin_auxadm_f,admin_prof_f,admin_total_f,docen_emet,docen_tct,docen_mtt,docen_catt,docen_ayut,docen_tect,docen_totalf,docen_eme_f,docen_tc_f,docen_mt_f,docen_cat_f,docen_ayu_f,docen_total_f,inv_tc,inv_ay,inv_eme,inv_mt,inv_tec,inv_total,inv_tc_f,inv_ay_f,inv_eme_f,inv_mt_f,inv_tec_f,inv_total_f,n,fem,pert,perm,pern,num_Salones_de_clase,cap_Salones_de_clase,num_bibliotecas,cap_bibliotecas,num_auditorios,cap_auditorios,num_laboratorios,cap_laboratorios,num_talleres_de_docencia,cap_talleres_de_docencia,num_cubiculos,cap_cubiculos,num_cafeterias,cap_cafeterias,num_oficinas_administrativas,cap_oficinas_administrativas
enap,1970,2,16,25,7,14,29,1,66,0.5,0.0625,0,0,0.42857142857142855,0.10344827586206896,0,0.15151515151515152,0,2,0,68,4,0,74,0,0,0,0.02941176470588235,0.25,0.04054054054054054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1117,0.2139659803043867,0.4386750223813787,0.4476987447698745,0.42857142857142855,47,1078,1,52,2,227,4,79,103,205,5,69,0,0,4,13
enap,1971,2,19,25,5,17,27,1,68,0,0,0,0,0.35294117647058826,0.14814814814814814,0,0.14705882352941177,0,0,0,77,4,0,81,0,0,0,0.05194805194805195,0,0.04938271604938271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1103,0.257479601087942,0.5004533091568449,0.5,0.38461538461538464,21,620,2,170,2,247,5,90,38,400,2,4,0,0,4,13
enap,1972,2,22,25,5,16,27,1,70,0,0.3636363636363637,0,0,0.375,0.14814814814814814,0,0.2571428571428571,0,0,0,75,4,0,79,0,0,0,0.06666666666666667,0.25,0.0759493670886076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,974,0.22587268993839835,0.5,0.5,0.4166666666666667,21,620,2,154,2,247,5,128,38,494,2,4,0,0,4,13
enap,1973,1,24,25,4,16,32,1,77,0,0.5,0,0,0.375,0.1875,0,0.3116883116883117,0,1,0,90,5,0,96,0,0,0,0.13333333333333333,0.2,0.13541666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1278,0.2644757433489828,0.5,0.5,0.3333333333333333,21,620,2,138,2,247,5,165,38,588,2,4,0,0,4,13
enap,1974,1,29,25,5,33,32,1,100,0,0.41379310344827586,0,0,0.21212121212121213,0.09375,0,0.22,0,0,0,87,6,0,93,0,0,0,0.13793103448275862,0.5,0.16129032258064516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,991,0.22906155398587288,0.5005045408678103,0.5022026431718062,0.4166666666666667,22,528,2,121,2,247,14,202,49,681,2,4,0,0,4,13
enap,1975,3,22,25,6,29,10,1,64,0,0.5454545454545454,0,0,0.6551724137931034,0.5,0,0.5625,0,0,0,91,18,0,109,0,0,0,0.07692307692307693,0.3888888888888889,0.12844036697247707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1440,0.3,0.5,0.5,0.5,14,690,2,105,2,247,8,240,31,775,2,4,0,0,4,13
enap,1976,2,29,25,7,41,44,1,123,0,0.3103448275862069,0,0,0.4146341463414634,0.13636363636363635,0,0.2601626016260163,0,0,0,93,22,0,115,0,0,0,0.11827956989247312,0.3636363636363637,0.16521739130434782,1,0,0,0,0,1,0,0,0,0,0,0,1236,0.2783171521035599,0.5,0.5,0.5,14,602,1,45,2,247,2,50,25,450,2,4,0,0,4,13
enap,1977,7,28,25,8,40,45,1,128,0.14285714285714285,0.35714285714285715,0,0,0.375,0.15555555555555556,0,0.2578125,0,1,0,84,21,0,106,0,0,0,0.14285714285714285,0.3333333333333333,0.1792452830188679,2,0,0,0,0,2,0,0,0,0,0,0,1664,0.34615384615384615,0.5,0.5,0.42857142857142855,12,560,2,170,2,247,9,220,31,950,2,4,0,0,4,13
enap,1978,10,36,25,10,54,17,1,117,0.2,0.3333333333333333,0,0,0.6851851851851852,0.5882352941176471,0,0.5213675213675214,0,2,0,101,27,0,130,0,0,0,0.1485148514851485,0.4074074074074074,0.2,1,0,0,0,0,1,0,0,0,0,0,0,1782,0.3557800224466891,0.5,0.5,0.75,12,560,2,170,2,247,9,220,31,950,2,4,0,0,4,13
enap,1979,24,40,25,12,39,67,1,183,0.20833333333333337,0.3,0,0,0.5897435897435898,0.208955223880597,0,0.29508196721311475,0,2,0,146,25,0,173,0,0,0,0.1643835616438356,0.52,0.2138728323699422,1,0,0,0,0,1,0,0,0,0,0,0,940,0.3617021276595745,0.3989361702127659,0.3647058823529411,1,12,560,2,170,2,247,9,220,31,950,2,4,0,0,4,13
eneo,1959,6,4,7,1,10,15,1,18,0.6666666666666666,1,0.2857142857142857,0,1,0.3333333333333333,1,0.5555555555555556,0,0,1,57,16,0,74,0,0,0,0.3333333333333333,0.3125,0.32432432432432434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,0.9974226804123713,0.7577319587628866,0.7571059431524548,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eneo,1961,1,4,7,1,10,15,1,30,0,0.25,0.2857142857142857,0,1,0.3333333333333333,1,0.5333333333333333,0,0,1,62,18,0,81,0,0,0,0.3063725490196078,0.3553427419354839,0.3146718146718147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469,1,0.8336886993603412,0.8336886993603412,1,6,334,1,28,1,50,3,200,1,2,1,1,1,50,8,23
eneo,1962,1,3,7,1,24,15,1,43,0,1,0.2857142857142857,0,0.9583333333333334,0.4666666666666667,1,0.7674418604651163,0,0,1,75,22,0,98,0,0,0,0.27941176470588236,0.39818548387096775,0.305019305019305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,1,0.9100145137880988,0.9100145137880988,1,6,371,1,30,1,50,3,108,1,2,1,1,1,50,8,23
eneo,1963,4,5,7,1,18,19,1,46,0.75,0.4,0.2857142857142857,0,1,0.47368421052631576,1,0.6956521739130435,0,0,0,89,27,0,116,0,0,0,0.25245098039215685,0.4410282258064516,0.29536679536679533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,0.9888888888888888,0.7185185185185186,0.7228464419475655,1,6,371,1,30,1,50,3,108,1,2,1,1,1,50,8,23
eneo,1964,4,3,7,1,12,21,1,40,0.75,0.6666666666666666,0.2857142857142857,0,1,0.42857142857142855,1,0.65,0,0,0,102,31,0,133,0,0,0,0.22549019607843135,0.4838709677419355,0.2857142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,951,0.9978969505783386,0.907465825446898,0.9093782929399368,1,6,371,1,30,1,50,3,108,1,2,1,1,1,50,8,23
eneo,1965,3,3,7,1,15,28,1,49,0.6666666666666666,0.6666666666666666,0.2857142857142857,0,0.9333333333333332,0.32142857142857145,1,0.5510204081632653,0,0,0,109,27,0,136,0,0,0,0.29357798165137616,0.6666666666666666,0.36764705882352944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1008,0.996031746031746,0.8720238095238095,0.8754980079681275,1,6,296,1,35,1,65,2,114,1,2,1,1,1,52,8,23
eneo,1966,3,2,7,1,15,22,1,39,0.6666666666666666,0,0.2857142857142857,0,1,0.3636363636363637,1,0.5897435897435898,0,0,0,118,41,0,159,0,0,0,0.3305084745762712,0.4878048780487805,0.3710691823899371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,953,1,0.8866736621196223,0.8866736621196223,1,5,220,1,40,1,80,2,120,1,2,1,1,1,55,8,23
eneo,1967,4,2,7,1,14,22,1,38,0.75,1,0.2857142857142857,0,1,0.3636363636363637,1,0.631578947368421,0,0,0,110,30,0,140,0,0,0,0.41818181818181815,0.6,0.45714285714285713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1006,1,0.9403578528827038,0.9403578528827038,1,5,220,1,44,1,85,3,146,1,2,1,1,1,58,9,30
eneo,1968,4,2,7,1,16,19,1,41,0.75,1,0.2857142857142857,0,0.0625,0.3684210526315789,1,0.3170731707317073,0,0,0,95,10,0,105,0,0,0,0.5157894736842106,0.9,0.5523809523809524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1034,0.9961315280464216,0.9216634429400388,0.9223300970873788,1,5,220,1,49,1,90,4,172,1,2,1,1,1,60,10,38
eneo,1969,4,2,7,1,18,20,1,44,0.75,1,0.2857142857142857,0,0.7222222222222222,0.35,1,0.5681818181818182,0,3,0,127,23,0,153,0,0,0,0.3700787401574803,0.8260869565217391,0.43137254901960786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1142,0.9964973730297724,0.946584938704028,0.9472759226713532,1,9,470,1,49,1,95,5,212,1,2,2,6,1,60,10,38
eneo,1970,4,2,7,1,18,24,1,48,0.75,1,0.2857142857142857,0,0.8333333333333334,0.2916666666666667,1,0.5625,0,0,0,120,33,0,153,0,0,0,0.39166666666666666,0.8181818181818182,0.48366013071895425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1227,0.9975550122249388,0.9168704156479216,0.9166666666666666,1,13,719,1,49,1,100,6,252,1,2,2,10,1,60,10,38
eneo,1971,4,2,7,1,26,30,1,60,0.5,1,0.2857142857142857,0,0.9230769230769232,0.26666666666666666,1,0.5666666666666667,0,0,0,95,10,0,105,0,0,0,0.5052631578947369,0.7,0.5238095238095238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1320,0.9893939393939394,0.9537878787878789,0.9548238897396631,1,13,715,1,80,1,120,5,250,1,2,1,3,1,60,10,38
eneo,1972,4,2,7,1,15,24,1,45,0.75,1,0.2857142857142857,0,0.9333333333333332,0.25,1,0.5555555555555556,0,0,0,100,6,0,106,0,0,0,0.64,0.5,0.6320754716981132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1228,0.992671009771987,0.9543973941368078,0.955701394585726,1,13,715,1,70,1,120,5,275,1,2,1,3,1,60,10,38
eneo,1973,4,2,7,1,15,27,1,48,0.75,0,0.2857142857142857,0,0.9333333333333332,0.25925925925925924,1,0.5,0,0,0,112,5,0,117,0,0,0,0.625,0.6,0.6239316239316239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1226,0.9787928221859706,0.9135399673735726,0.9191666666666668,1,13,715,1,60,1,120,5,300,1,2,1,3,1,60,10,38
eneo,1974,1,3,7,1,15,30,1,49,1,1,0.2857142857142857,0,0.8666666666666667,0.4,1,0.5918367346938775,0,1,1,126,5,0,133,0,0,0,0.6587301587301587,0.6,0.6466165413533834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1337,0.9596110695587136,0.8691099476439791,0.8838659392049883,1,13,715,1,50,1,120,6,325,1,2,1,3,1,60,10,38
eneo,1975,9,4,7,1,32,12,1,57,0.5555555555555556,0.5,0.2857142857142857,0,0.5625,0,1,0.43859649122807015,0,1,0,143,8,0,152,0,0,0,0.7342657342657343,0.5,0.7171052631578947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1360,0.9404411764705882,0.8514705882352941,0.8795934323690383,1,20,1000,1,40,1,120,5,350,1,2,1,3,1,60,10,38
eneo,1976,9,3,7,1,21,32,1,66,0.4444444444444444,1,0.2857142857142857,0,0.7619047619047619,0.46875,1,0.5757575757575758,0,1,0,136,5,0,142,0,1,0,0.6838235294117647,1,0.6971830985915493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1584,0.9255050505050504,0.8491161616161617,0.8799454297407913,1,19,1114,1,40,1,120,5,300,1,2,1,3,1,60,10,38
eneo,1977,10,3,7,1,21,32,1,68,0.5,1,0.2857142857142857,0,0.8095238095238095,0.375,1,0.5588235294117647,0,1,0,142,8,0,151,0,1,0,0.5492957746478874,0.5,0.5496688741721855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1498,0.8991989319092123,0.7937249666221629,0.8329621380846325,1,20,1200,1,50,1,120,5,300,1,2,1,3,1,60,10,38
eneo,1978,10,4,7,2,35,16,1,65,0.5,0.75,0.2857142857142857,0,0.45714285714285713,0.125,1,0.4,0,1,8,145,7,0,161,0,1,0,0.7310344827586207,0.7142857142857143,0.6956521739130435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1714,0.8984830805134189,0.7526254375729288,0.7902597402597402,1,20,1200,1,50,1,120,5,300,1,2,1,3,1,60,10,38
eneo,1979,25,5,7,2,21,33,1,86,0.52,0.6,0.2857142857142857,0,0.7619047619047619,0.4545454545454546,1,0.5465116279069767,0,2,0,207,14,0,223,0,0.5,0,0.6811594202898551,0.7142857142857143,0.6816143497757847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1952,0.908811475409836,0.7443647540983607,0.7711386696730552,1,20,1200,1,50,1,120,5,300,1,2,1,3,1,60,10,38
enep acatlan,1974,28,6,0,4,30,68,1,137,0.5714285714285714,0.16666666666666666,0,0,0.9,0.16176470588235295,1,0.4087591240875912,0,0,2,131,31,0,164,0,0.5,0.5,0.21374045801526717,0.25806451612903225,0.22560975609756095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4279,0.25309651787800885,0.4973124561813508,0.4256694367497691,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
enep acatlan,1975,30,8,0,12,119,35,2,194,0.5666666666666667,0.75,0,0,0.6974789915966386,0.3142857142857143,1,0.6134020618556701,0,12,12,309,48,0,381,0,0.5,0.08333333333333333,0.2394822006472492,0.22916666666666663,0.24146981627296588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6609,0.2298380995612044,0.406112876380693,0.3969716919025675,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
enep acatlan,1976,29,15,0,19,78,130,2,273,0.5172413793103449,0.2,0,0,0.8205128205128205,0.24615384615384617,1,0.4249084249084249,0,46,36,409,91,0,582,0,0.21739130434782608,0.25,0.2200488997555012,0.31868131868131866,0.2371134020618557,2,2,0,0,3,2,0,0,0,0,0.3333333333333333,0,8903,0.23059642817027967,0.41502864203077616,0.4188991719434973,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
enep acatlan,1977,46,29,0,20,99,150,2,346,0.43478260869565216,0.20689655172413793,0,0,0.8282828282828283,0.26,1,0.430635838150289,0,46,43,416,95,0,600,0,0.2826086956521739,0.20930232558139536,0.2427884615384615,0.30526315789473685,0.25333333333333335,1,2,0,0,3,6,1,0,0,0,0.3333333333333333,0.3333333333333333,13087,0.28776648582562847,0.33399556812103615,0.2793414763674987,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
enep acatlan,1978,57,49,0,32,130,174,3,445,0.40350877192982454,0.22448979591836735,0,0.0625,0.8692307692307693,0.3218390804597701,0.6666666666666666,0.4651685393258427,0,59,41,503,131,0,734,0,0.2542372881355932,0.2195121951219512,0.2544731610337972,0.3435114503816794,0.2683923705722071,3,2,0,0,3,3,0.3333333333333333,0,0,0,0.3333333333333333,0.3333333333333333,16951,0.2904843372072444,0.3338446109374078,0.314378554021121,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
enep acatlan,1979,144,56,0,34,128,169,2,533,0.3819444444444444,0.16071428571428573,0,0.08823529411764706,0.734375,0.3136094674556213,1,0.4052532833020638,0,93,53,863,270,0,1279,0,0.26881720430107525,0.20754716981132076,0.2340672074159907,0.32592592592592595,0.254886630179828,1,1,0,0,3,5,1,0,0,0,0.3333333333333333,0.4,14538,0.41835190535149264,0.26468565139634065,0.2336402499177902,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
enep aragon,1975,15,8,0,10,99,84,3,219,0.6666666666666666,0,0,0,0.7878787878787878,0.369047619047619,0.3333333333333333,0.547945205479452,0,2,1,87,29,0,119,0,0,1,0.06896551724137931,0.20689655172413793,0.1092436974789916,1,0,0,0,0,1,1,0,0,0,0,1,1873,0.2183662573411639,0.26801922050186866,0.3080684596577017,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
enep aragon,1976,43,21,0,19,105,138,2,328,0.4186046511627907,0.09523809523809525,0,0,0.819047619047619,0.42028985507246375,1,0.5060975609756098,0,0,0,175,53,0,228,0,0,0.6666666666666667,0.10857142857142855,0.20754716981132076,0.13157894736842105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3181,0.22382898459603895,0.3813266268469035,0.4227528089887641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
enep aragon,1977,43,15,0,18,104,132,3,315,0.3953488372093023,0.13333333333333333,0,0,0.7980769230769231,0.4318181818181818,1,0.5142857142857142,0,2,0,197,64,0,263,0,0,0.33333333333333337,0.15228426395939088,0.25,0.17490494296577946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6421,0.2477807195140944,0.330789596636038,0.3614079195474544,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
enep aragon,1978,43,15,0,28,95,156,11,348,0.4186046511627907,0.13333333333333333,0,0,0.8421052631578947,0.4166666666666667,0.3636363636363637,0.485632183908046,0,8,5,344,97,0,454,0,0.125,0,0.1453488372093023,0.21649484536082475,0.15859030837004406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8949,0.2531009051290647,0.3548999888255671,0.3938189845474614,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
enep aragon,1979,71,27,0,30,140,175,11,454,0.323943661971831,0.2962962962962963,0,0,0.8714285714285714,0.4057142857142857,0.2727272727272727,0.5,0,8,6,595,140,0,749,0,0,0,0.12100840336134454,0.20714285714285716,0.1348464619492657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10055,0.25688712083540527,0.35335653903530584,0.3894696089818041,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
enep cuautitlan,1973,45,33,0,4,56,168,2,304,0.5333333333333333,0.8181818181818182,0,0,0.625,0.27976190476190477,0.5,0.4407894736842105,0,5,0,119,85,0,209,0,0.2,0,0.13445378151260504,0.2352941176470588,0.17703349282296652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3576,0.2740492170022371,0.3232662192393736,0.5561224489795918,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
enep cuautitlan,1974,11,6,0,4,262,29,2,314,0.5454545454545454,0.3333333333333333,0,0,0.3549618320610687,0.13793103448275862,0.5,0.3375796178343949,0,6,1,199,135,0,341,0,0,0,0.1407035175879397,0.17777777777777778,0.15249266862170088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4154,0.140346653827636,0.2339913336543091,0.32075471698113206,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
enep cuautitlan,1975,15,46,0,17,209,45,7,322,0.6,0.9782608695652174,0,0,0.7129186602870813,0.2222222222222222,0.42857142857142855,0.6708074534161491,0,8,0,225,157,0,390,0,0.125,0.3333333333333333,0.1511111111111111,0.2802547770700637,0.20256410256410257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5136,0.18088006230529596,0.23286604361370716,0.33584499461786865,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
enep cuautitlan,1976,34,19,0,30,87,104,44,318,0.5588235294117647,0.2631578947368421,0,0,0.7126436781609196,0.6153846153846154,0.2272727272727273,0.5031446540880503,0,18,0,297,189,0,504,0,0.05555555555555555,0.6666666666666667,0.16161616161616163,0.31216931216931215,0.21428571428571427,1,0,0,0,1,1,0,0,0,0,0,0,5105,0.14280117531831538,0.2863858961802155,0.27983539094650206,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
enep cuautitlan,1977,32,19,0,44,107,202,38,442,0.59375,0.2631578947368421,0,0,0.6728971962616822,0.2128712871287129,0.18421052631578944,0.33031674208144796,0,24,1,327,234,0,586,0,0.08333333333333333,1,0.1743119266055046,0.2692307692307692,0.2098976109215017,2,0,0,0,1,2,0,0,0,0,0,0,8260,0.1685230024213075,0.22106537530266343,0.22772988505747127,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
enep cuautitlan,1978,60,38,0,42,84,208,88,520,0.4166666666666667,0.23684210526315788,0,0.0238095238095238,0.7261904761904762,0.2259615384615385,0.1477272727272727,0.3,0,29,1,343,232,0,605,0,0.1724137931034483,1,0.1836734693877551,0.25,0.2099173553719008,3,0,0,0,1,4,0,0,0,0,0,0,8387,0.20054846786693692,0.2335757720281388,0.24197384066587396,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
enep cuautitlan,1979,155,53,0,65,98,219,111,701,0.3161290322580645,0.20754716981132076,0,0.01538461538461538,0.6428571428571429,0.228310502283105,0.16216216216216217,0.2738944365192582,0,59,6,605,244,0,914,0,0.1016949152542373,0,0.17520661157024794,0.26639344262295084,0.1936542669584245,3,0,0,0,1,4,0.6666666666666666,0,0,0,0,0.5,8919,0.22951003475725976,0.2626976118398924,0.23106985832926233,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
enep iztacala,1974,28,34,0,9,43,76,1,182,0.3928571428571429,0.7647058823529411,0,0,0.8372093023255814,0.23684210526315788,1,0.5054945054945055,0,3,1,109,85,0,198,0,0.3333333333333333,1,0.3577981651376147,0.3411764705882353,0.35353535353535354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5122,0.5380710659898477,0.5048809058961343,0.4709724238026125,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
enep iztacala,1975,24,50,0,9,55,147,3,288,0.5,0.78,0,0,0.7090909090909091,0.19727891156462585,0.6666666666666666,0.4201388888888889,0,5,2,178,176,0,361,0,0,0.5,0.3539325842696629,0.29545454545454547,0.32132963988919666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7405,0.5454422687373396,0.437407157326131,0.40802178757118096,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
enep iztacala,1976,18,81,0,44,117,235,3,498,0.4444444444444444,0.8024691358024691,0,0,0.6153846153846154,0.251063829787234,0.6666666666666666,0.4136546184738955,0,4,3,277,301,0,585,0,0,0,0.3212996389891697,0.3787375415282392,0.347008547008547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13439,0.5731081181635538,0.3975742242726394,0.37730459620877693,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
enep iztacala,1977,23,96,0,45,119,244,4,531,0.2608695652173913,0.7395833333333334,0,0,0.5966386554621849,0.23770491803278687,0.75,0.3935969868173258,0,9,3,328,346,0,686,0,0,0.3333333333333333,0.27439024390243905,0.34971098265895956,0.30903790087463556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12244,0.5557007513884351,0.3891702058150931,0.38918283362727807,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
enep iztacala,1978,50,109,0,42,122,272,4,599,0.3,0.7155963302752294,0,0,0.5983606557377049,0.24632352941176472,1,0.39565943238731216,0,10,0,502,495,0,1007,0,0,0.3333333333333333,0.26095617529880477,0.3656565656565657,0.3098311817279047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10837,0.570914459721325,0.3450216849681646,0.34992726684984643,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
enep iztacala,1979,118,158,0,45,147,242,23,733,0.19491525423728817,0.4620253164556962,0,0.04444444444444444,0.5170068027210885,0.23140495867768596,0.34782608695652173,0.3246930422919509,0,22,3,983,867,0,1875,0,0.2727272727272727,0.3333333333333333,0.20549338758901323,0.3137254901960784,0.25653333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11333,0.5651636812847437,0.3464219535868702,0.3553473848555816,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
enep zaragoza,1975,29,38,0,6,50,79,40,202,0.3448275862068966,0.15789473684210523,0,0,0.8,0.189873417721519,0.375,0.35148514851485146,0,11,1,43,46,0,101,0,0.3636363636363637,0,0.5116279069767442,0.5,0.48514851485148514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2627,0.6033498287019414,0.3585839360487248,0.3476340694006309,0.8571428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
enep zaragoza,1976,37,41,0,7,50,147,40,282,0.5405405405405406,0.1951219512195122,0,0,0.76,0.2789115646258503,0.375,0.3794326241134752,0,28,1,177,146,0,352,0,0.42857142857142855,0,0.5988700564971752,0.4863013698630137,0.5369318181818182,0,0,0,0,7,7,0,0,0,0,0.2857142857142857,0.2857142857142857,5335,0.5835051546391753,0.30103092783505153,0.2984259556697719,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
enep zaragoza,1977,49,38,0,7,64,139,40,297,0.5714285714285714,0.21052631578947367,0,0,0.609375,0.26618705035971224,0.375,0.3771043771043771,0,36,1,190,163,0,390,0,0.4166666666666667,0,0.531578947368421,0.4539877300613497,0.4871794871794872,0,0,0,0,8,8,0,0,0,0,0.25,0.25,7228,0.5776148312119536,0.29358052019922526,0.3087425149700599,0.8571428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
enep zaragoza,1978,52,63,0,12,77,227,40,431,0.40384615384615385,0.3492063492063492,0,0,0.6753246753246753,0.30837004405286345,0.375,0.382830626450116,0,55,0,249,334,0,638,0,0.34545454545454546,0,0.42168674698795183,0.5389221556886228,0.47648902821316613,0,0,0,0,8,8,0,0,0,0,0.25,0.25,7895,0.6353388220392654,0.223179227359088,0.32894736842105265,0.8571428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
enep zaragoza,1979,191,129,0,36,44,300,40,740,0.29842931937172773,0.2868217054263566,0,0.02777777777777777,0.2272727272727273,0.31666666666666665,0.375,0.2905405405405405,0,74,0,554,629,0,1257,0,0.25675675675675674,0,0.3628158844765343,0.4721780604133546,0.411296738265712,0,0,0,0,8,8,0,0,0,0,0.125,0.125,9558,0.5504289600334799,0.3102113412847876,0.3267439650256605,0.8571428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ents,1972,6,1,0,8,7,1,2,15,0.3333333333333333,0,0,0,1,0,0,0.6,0,0,2,15,18,0,35,0,0,1,0.4666666666666667,0.6666666666666666,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383,0.9138381201044388,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
