year,a,b,c,d,point,w,conta,contb,contc,contd,dist,udist,wdist,clusters,maxclus,maxangle,minclus,minangle
1959,-0.11140208954535348,0.07038383725961703,0.1724231114066904,-0.12961823954736115,admin_conf,0.02376141908449994,0.3381090519048049,0.18794132102584687,1.9577905681310264,2.6365897750837815,0.2527744596927867,0.6976229389118473,0.01091969730466155,3,2,2.0715390197200634,1,0.11194183556576964
1959,0.31259918697492034,0.5964902252573474,0.3650543456379437,0.14687093425698725,admin_espe,0.01947932589259359,2.1824653724797907,11.065845594677665,7.1943551194044355,2.775131649910776,0.7799708886385502,1.054487009802362,0.02174767369320905,3,2,2.0715390197200634,1,0.11194183556576964
1959,0.08320813944480042,0.4149560069465927,0.08240146624050847,-0.02678003691303299,admin_serv,0.04382848325833558,0.34792514266761054,12.049376463398753,0.8247631012419047,0.2075949269310396,0.4319945071254669,0.8014942793545242,0.0136798057573078,3,2,2.0715390197200634,1,0.11194183556576964
1959,0.1355631459847296,-0.0291377636385513,0.11604701844586396,0.33565326290181785,admin_obre,0.00512171930796641,0.1079187239096856,0.00694276116925246,0.1911554345070856,3.8109694943561303,0.3812563431681429,0.8252941107344189,0.01417411281503541,4,5,1.7846355642354137,3,1.467150890009227
1959,-0.02272016486391773,0.055667643580292,0.0368988928441701,-0.04137441355085802,admin_admin,0.0318218297986766,0.01883414264883311,0.15744716479681103,0.12007558784167248,0.3597715380103821,0.08178302282887932,0.6850049188551488,0.00895696872606747,4,5,1.7846355642354137,3,1.467150890009227
1959,0.1793119156408692,0.32681950726812947,0.05392056901546767,0.03638468958765904,admin_auxadm,0.05994930468668889,2.210040339913086,10.2236061900476,0.4830543371894283,0.5241546593937607,0.3784111874946659,0.7967484441501677,0.01295607066993589,3,2,2.0715390197200634,1,0.11194183556576964
1959,0.10528913642806008,0.567303570430142,0.16337062988080703,-0.18620103044542735,admin_prof,0.00260284095978621,0.03308358083838495,1.3374658021721204,0.19253004028338536,0.5960047825073372,0.627917136029225,0.926473441129702,0.01812374426081503,3,2,2.0715390197200634,1,0.11194183556576964
1959,0.0933363567407157,0.3599846399324186,0.17186485773384347,-0.01745975048034278,admin_total,0.09126735881572944,0.9116222621496802,18.88371527371696,7.471237646864297,0.18375091082555345,0.41005242187751223,0.7797177360546996,0.0132436540271733,3,2,2.0715390197200634,1,0.11194183556576964
1959,-0.08558738615354286,-0.09281897846380416,0.01108509566613089,0.06655375048741034,admin_conf_f,6.247126110421057e-4,0.00524683672283239,0.00859325821742335,2.1274632482053013e-4,0.01827524860821159,0.14315322029744054,0.7057835420149302,0.00888676414562028,4,5,1.7846355642354137,3,1.467150890009227
1959,-0.1047593108525235,0.11114847709143907,-0.18438049625444908,0.04061420108696405,admin_espe_f,6.77508729429282e-4,0.00852506916057846,0.01336367633314974,0.0638333675910171,0.00738088904764478,0.24284599625896872,0.7524200342732956,0.01053576429132877,4,5,1.7846355642354137,3,1.467150890009227
1959,0.02700486245673733,0.13069845497603433,-0.13099621011599896,0.5390482289682358,admin_serv_f,6.646852037213082e-5,5.557733276763031e-5,0.00181284610886367,0.00316108646948445,0.1275584432480575,0.5705649384145298,0.9421376790658018,0.01783065004691106,4,5,1.7846355642354137,3,1.467150890009227
1959,-0.03559460681450073,-0.12150549174322418,-0.05692862839772517,0.01656178088423705,admin_admin_f,7.088141219964924e-4,0.00102967107187871,0.0167081434962065,0.00636644079276675,0.00128405723669292,0.13980601516152794,0.72768543857313,0.00834842556291189,4,5,1.7846355642354137,3,1.467150890009227
1959,0.1266936215612032,0.3847351060765806,-0.20106147343088285,0.2043356826655948,admin_auxadm_f,7.996452026860559e-5,0.00147165017898095,0.01889839791135667,0.00895896747955264,0.02205076771747043,0.4962370027523778,0.8986070754200116,0.0158748363652131,3,2,2.0715390197200634,1,0.11194183556576964
1959,-0.15873897803241915,-0.06458195742861589,-0.00513338699633399,0.5396626152115427,admin_prof_f,5.037756696360411e-4,0.01455466114873021,0.00335477669270179,3.67915515950641e-5,0.9689911450462488,0.5662428651127571,0.918874927220764,0.01758939996285043,4,5,1.7846355642354137,3,1.467150890009227
1959,-0.10073505343222584,-0.02457203832091175,0.08092302704500426,0.09582285362476473,admin_total_f,3.391047507683863e-4,0.00394541659065635,3.269040207234651e-4,0.00615433334974904,0.02056411512252799,0.16273257707096428,0.6916782701530669,0.00961874863604268,4,5,1.7846355642354137,3,1.467150890009227
1959,-0.6491730542597017,-0.04314318954337923,-0.13942938385015302,1.3968675466718012,docen_tct,0.0062132332588445,3.0021775858330475,0.01846486668666301,0.3347566221681472,80.06930622510241,1.5472448045498732,1.72312552723995,0.04090281280730586,4,5,1.7846355642354137,3,1.467150890009227
1959,0.4189548171854666,-0.2787983871910773,-0.5497431369468572,0.00565508090818477,docen_mtt,0.01091513950878089,2.196652796394837,1.3546085897890574,9.142223320784264,0.00230539256745231,0.7453195127618105,1.1781461363815218,0.02147349012804543,4,5,1.7846355642354137,3,1.467150890009227
1959,-0.27065781189255295,-0.06081400447931712,-0.04488567308817954,-0.03527202028516527,docen_catt,0.2705275345945541,22.722198927879,1.5974331707166507,1.510531760271407,2.222849697323028,0.2832187023182809,0.7367315370002516,0.00939968869147961,4,5,1.7846355642354137,3,1.467150890009227
1959,0.9455035555908508,-0.26054703077647834,-0.12101228618613322,0.0180603377580257,docen_ayut,0.06313988392771716,64.71841341782884,6.843528115382473,2.5625102607181685,0.13601708633271983,0.9883480551350868,1.3653376880012122,0.02660701765966436,4,5,1.7846355642354137,3,1.467150890009227
