year,a,b,c,d,clusters,maxangle,maxclus,minclus,minangle
1966,-0.366064645568753,0.06551163850463561,0.5587599562966762,0.5416915965688037,4,1.727860933475949,1,2,1.532111095023166
1966,0.1900251028447042,0.19516883841288848,-0.14907394871729152,0.17486157069288866,5,1.9419518853693463,2,1,0.6932104901652912
1966,-0.6868184874794125,0.5663432131581696,0.966321958514258,0.16367389158447176,6,1.9294948069610065,2,1,1.4720660943527448
1966,0.22018834237611704,0.03705959355369097,0.47432151992378546,0.4758384012668011,7,1.6041250445113122,1,2,1.2513867662132385
1966,-0.03386960851230143,0.02222055498418154,0.02567260490233572,0.26790481009431427,8,1.5366508324964618,2,1,1.4829906390088543
1966,-0.03575144069138469,0.4188970409941909,0.01378572450981115,-0.277311595303947,9,2.5554845159429207,2,1,0.765413974605458
1966,0.2295361407998167,-0.2677143097630939,-0.02025915987046434,-0.0985657720141196,10,2.1634422403584233,1,2,0.6187088225438937
1966,-0.2737145701414418,0.4258526015735334,-0.36215541190626954,-0.11581099182245604,11,2.735382943672776,2,1,0.8076437261620676
1966,-0.02230073465693681,0.1141657572614984,-0.24327744513979593,-0.11510223899575676,12,2.2648081442133066,2,1,0.9800075175548207
1966,-0.5834557662996628,0.4299454178780984,0.5866573581298793,0.7185200282958282,13,1.8606582674054213,2,1,1.4295074546195767
1966,-0.12478184739585992,0.2157758468067738,0.36276114492478584,-0.10924607986608402,14,1.9194708744543258,2,1,1.4204240800534726
1966,-0.525847113349349,0.4243288557438178,0.2517898553613626,-0.11175116330454868,15,2.3330406182874164,2,1,1.2744081905099087
1966,-0.19360667629259865,0.3164301166223778,-0.9521520935140624,0.4267532338831741,16,2.0814348973062717,2,1,1.0492835535278249
1966,0.15385208300579853,0.12138073567938729,0.17515933166905903,0.23376293774421583,17,1.523675573845587,2,1,1.2513471015980486
1966,-0.01067505900668992,-0.08907018993226015,0.0480823883569728,0.11507612160735375,18,2.210269424466435,1,2,0.8314935508775908
1966,-0.15526001804237308,0.176978192699842,0.10036552812457994,0.6329375260548039,19,1.7244523146820008,2,1,1.3544454245344135
1966,-0.2058876862619081,0.11733864265404136,0.38267514764698185,0.46882206266801024,20,1.5941184457884316,2,1,1.5850315814218652
1966,-0.8314220712215569,0.6662473884011798,-0.4890157775921865,0.09175820875226688,21,2.569277599763885,2,1,1.036464689225684
1966,-0.6374254625848695,0.4823574292604975,0.5062979550606663,1.2394292477341575,22,1.8014585744554878,2,1,1.4034237763796855
1966,-0.5074645428991713,0.2882674496766603,1.1363056898136152,-0.6674076743610344,23,1.721535205409185,2,1,1.7060800248054138
1966,0.0016099457223002,-0.49084061440385096,0.2297066620259132,-0.35490220199684386,24,2.5742619955638406,1,2,0.7888697274319154
1966,1.5809760053777555,1.0983279708475198,-0.28559223515269,0.0111767057706461,25,1.8507897196376233,2,1,0.7466021914610012
1967,-0.03070609803602717,-0.060560962131316,0.11272389846726091,-0.00226886200356582,1,1.7575851207157358,2,4,0.13615267361244912
1967,0.2255969686690396,0.11653514212917292,0.10706107599597108,0.659817769450561,2,1.801473672201846,3,1,1.2658938459592903
1967,0.513446131125597,0.7483322241901891,0.17539917422724738,-0.07766912529037433,3,2.0769825527796035,3,1,1.040618032595182
1968,0.0977598693351182,0.06702889851995027,0.00822006379116463,0.750511744727839,1,1.8766445814907955,3,1,1.2149834644590112
1968,0.05565481886193256,0.09219881204293374,0.09184082660520904,0.05896916337000259,2,2.0406971978055553,2,1,1.0446064585321526
1968,0.4339236242360578,1.033901421546811,-0.09852646293534884,0.04845449293435018,3,2.2017088489529897,3,1,1.1313675511921093
1969,-0.5010009412353138,-0.5491233223873428,1.7497083012545669,0.377625925401543,1,1.8375261155991343,1,4,0.12959515175827893
1969,0.2391104759947371,0.7458580133956145,0.04962766753650638,-0.448555807597221,2,1.9772241879363572,4,1,1.2515401579304202
1969,0.04744530321420433,0.10427767565442182,-0.02925966897404203,0.27220670218346793,3,2.0078472675800505,3,1,1.2681424677442408
1969,0.4310586485235669,1.0733071041076527,-0.11991612543602752,1.0580426918974806,4,2.171084596047443,3,1,1.1292369535131255
1970,-0.01487001587649625,-0.03308554880022408,0.13818081615681563,0.20789452360292668,1,1.5364387998063314,1,2,1.266957437038617
1970,0.3711443258482786,0.9340526700391646,0.07840708084611965,0.19186966372353753,2,2.026686019132649,2,1,1.146642794229475
1971,-0.08889916289929459,0.8454198781886568,1.8918748427917085,1.7569468940124229,1,1.6513837913688842,2,1,0.9622266205357001
1971,0.2957569862971564,-0.07784970325310023,0.01073814323144194,0.26218817971565556,2,2.5317760125205284,2,1,0.8054891799513408
1971,-0.14987315275162968,-0.5765936591470113,-0.3793432456174589,0.43415448467220136,3,1.9669169600803817,1,2,1.6798914252356734
1971,-0.07935934887606938,-0.3179672886217365,0.01053450202579021,0.11955775882920514,4,2.080674562842918,1,2,1.3366935962275732
1971,0.2623627764503051,0.088640239055433,0.23303404254033516,-0.12518666095981146,5,1.795242576842247,2,1,0.9040253252223045
1971,-0.14783778370968573,0.22791320690934197,0.34570107766473185,-0.02330086053923804,6,1.370284255078814,1,2,1.0920529510476784
1971,-0.0017787639983718,0.03645173132216148,-1.088643753885569,0.8849466277465851,7,2.175610710623506,2,1,1.4861206624979575
1971,-0.03724180984026484,0.13221668651623095,-0.4581307085244572,0.24317208918975425,8,2.106917943925019,2,1,1.5111750428741848
1971,2.364801407577838,-0.2550165130114205,0.45308794884981574,-0.07526890234966141,9,2.2980924352097434,2,1,0.8377122083539247
1971,0.16760834103126335,0.468549118492686,0.02012465092826353,-0.28308749915480763,10,1.743119861800745,2,1,1.1160343470700367
1971,-0.36679866698695074,-0.46870429192346424,0.1859051489358081,0.16515259308196123,11,2.2232789903146086,1,2,0.9356291593898703
1971,-0.1592314484366017,-0.08159167549383314,0.00810711367415209,-0.1362120213969284,12,2.765482839803613,1,2,0.4003300833862653
1972,-0.08787986106050671,-0.14292929971875384,-0.5000304920273618,2.388112790783497,1,1.636726222849577,2,1,1.1421937539640403
1972,2.855762929231348,-0.6970861323080391,-0.8217389987840966,-0.15660331483782225,2,1.9296271796400177,2,1,1.1017049902814389
1972,-0.34938076726930195,-0.5061682477132555,0.00758381697731387,-0.16411134530139282,3,1.9975793534606323,1,2,1.7938330812644003
1972,-0.06151676028792454,0.199511472698672,-0.09074257395697306,-0.06431316510684743,4,2.210532435112876,1,2,0.39184944615751993
1972,0.24719253920246737,0.2767157612709029,0.2960441847388335,0.05447609519187061,5,1.8522607931950095,2,1,0.8436510464511427
1973,-0.20579283604578524,-1.2382597106237094,1.8454511431331384,0.45088846837925417,1,1.9472351106090302,5,7,0.09570177652146787
1973,2.6906997876326315,-0.7900323946401414,-0.1140782857998876,-0.7232250917326462,2,2.1200702812896046,5,8,0.13375834647349838
1973,0.14632736796562157,0.31395414179969905,0.2746275087520699,-0.14302888081867574,3,2.462868348295425,3,6,0.08401860921805111
1973,-0.1123385004543819,-0.1049111779119958,-0.11046460622156372,0.0607574177618237,4,2.8004874244297016,6,3,0.5507435614754032
1973,0.13739213523214094,0.5051975499134895,-0.04126171790065276,0.5677578249919213,5,2.1945079081990952,1,4,0.5700635049193031
1974,-0.3682267917902603,-1.2725801749227,1.9936459093782035,-0.34623949817469274,1,1.9438818665840856,5,3,0.2569397079195479
1974,2.513888203495617,-1.0309554821467704,-0.12503012011173084,0.750251369858394,2,1.9645376933983616,4,2,0.14032359305210756
1974,0.155738722680414,0.26123601262384505,0.1368394605787803,-0.12530120655813198,3,2.6740541224366137,1,6,0.7201369085519984
1974,-0.20180604631639903,-0.02876990066116153,-0.22244261371128565,0.00277190308773349,4,2.2042009079288625,6,1,0.46444871572403895
1974,0.194507250122626,0.5413529346169874,0.3177342884779285,0.39650276127193634,5,2.370759642595735,1,6,0.2134283763514636
1975,-0.1475095546841052,0.6523630843842005,1.2634609053191972,0.13053596184758282,1,2.1076332224432788,3,5,0.5007704206627444
1975,0.7173254313270003,0.5169152767256401,-0.33678093351086347,0.6817683207634724,2,1.9172678443345985,3,4,0.262853270212473
1975,-0.05628883833531135,-0.01178750657736678,-0.16517470822607833,-0.08766599307141192,3,2.0038847258045203,5,3,0.9615316201194782
1976,0.6314356843840717,-1.6824253216814735,1.983662871386197,0.28443749297093307,1,1.7704398238904178,2,3,1.460086239662366
1976,0.6617822289994986,0.2079946056505149,-0.07035688041019537,0.3143322441169567,2,2.4061080131669756,3,1,0.18333773282985213
1976,-0.20847498027382033,0.08611735871205914,-0.12321463818867484,0.18003736947911236,3,1.9287250263397824,1,3,1.1172700747299706
1976,-0.3912074707502706,1.522030954341056,1.552532836816732,-0.39935349475368787,4,2.0592647996909226,3,2,0.3704004856230497
1976,0.05449624532419965,-0.14587135664750558,-0.28905244247841516,-0.44315868194884,5,2.169079532610799,2,3,1.4562756161989598
1977,0.7172550494042211,-0.11844572846103156,-0.02334841831751057,0.29824308009031,1,2.538325651468383,3,1,0.3004653170052638
1977,0.1718927312309997,0.05300797782222432,-0.24991550999268455,0.158005893427503,2,1.9593525124033944,3,1,0.7756018953940124
1977,-0.26567324710408347,0.01261219983099703,-0.06335351526845909,-0.1931161049447349,3,2.558844297111349,1,3,0.7060910541078972
1977,-0.1671954689340473,2.12245849020816,1.1041724208333694,0.12442599778582791,4,1.7718074590771389,3,2,0.0982554589576393
1978,0.40729231853632847,-1.8402387122851895,1.5234456915662695,1.45907184150572,1,1.8942906989187849,3,1,0.10031631141897819
1978,-0.3112480494558641,2.0783220126423108,1.8957373233024943,0.739645437434326,2,1.704236727418935,4,5,0.08001665976769694
1978,-0.35042655791321464,-0.1589964914963614,-0.11178880044984034,0.07567840371288759,3,2.4774098401049836,4,3,0.5357277759180792
1978,-0.01957742304777558,0.05925454911512036,-0.2930734487366025,-0.06643890326552769,4,2.440011187537066,1,3,1.0782747866959352
1978,-0.02519466877323774,-0.20188890546057087,0.3686516525096346,-0.8669440689213329,5,1.973209641062918,3,2,0.6008760103399133
1978,-0.3988850392436616,0.1824114222701806,-0.06528199025850401,0.01914936558738373,6,2.4144080099048426,4,3,0.49934275178566895
1978,1.1320931599615216,0.17725035425250002,-0.29174752192820197,0.16614870845064458,7,2.2610890823690073,3,4,0.044881614435533256
1978,0.3202493906634476,0.1997669307248,-0.0117781927544446,0.12985149490907505,8,2.137240185686541,3,4,0.49998761009607595
1979,0.263980262021273,-1.3471055067043125,2.0689326762295694,1.503388802293194,1,1.874970940250431,3,1,0.09598458389445873
1979,0.6440914260530958,0.03527055511821371,-0.1961806502431296,0.05896524134101039,2,2.3504727957404326,3,4,0.023996080655698044
1979,-0.00376989728137673,0.10577664196743472,-0.12054968791803064,0.13566962815391576,3,2.693802076643707,2,3,1.1004533198444124
1979,-0.3576870625814687,-0.00123960077413488,0.03129430719512376,-0.18203552395390948,4,2.7113567010448034,4,3,0.8607440284618678
1979,-0.3283869020051137,2.620023327837481,1.2922160918329064,0.6685475241836067,5,1.713664795110653,4,5,0.08047667756665733
