year,a,b,c,d,point,w,conta,contb,contc,contd,dist,udist,wdist
1959,0.06933243315953391,0.02141564418491931,-0.1326427211510606,0.09331337241283962,enap,0.02893886777641513,0.3224578190435933,0.0566182192386898,3.4015241468310697,3.284300998216503,0.1776713062064092,0.3768220704058272,0.02206607448260829
1959,0.3413189856775388,0.06546635364522732,0.02944701981488326,-0.12882648775345382,eneo,0.01095795963707823,2.959164325112377,0.20034494359940533,0.06348009540169994,2.370356538644557,0.37181700386939653,0.4551456034463661,0.03289911882470676
1959,0.10638592226936178,-0.05069158937330705,0.18810663383169693,0.0298298652101224,escuela nacional de musica,0.02257357156742655,0.592225491999113,0.2474483029895348,5.3362194187882075,0.2618041376451454,0.22396769463527735,0.4017234797207871,0.025063980063415824
1959,-0.22954093567646824,0.07644650103041241,0.04568988133943233,-0.12166801820777688,facultad de arquitectura,0.13762818981179992,16.809166789538082,3.4311128937819033,1.919431577256952,26.55424218678455,0.2746339028278204,0.48918796707552653,0.02412259359077584
1959,-0.04389153589015568,-0.06100296927356612,-0.06242357678475984,0.04570267770350483,facultad de ciencias,0.04664855441849906,0.2083138954147278,0.740546824798775,1.2143969456947414,1.26997487185309,0.10785762314672859,0.3672935749649477,0.01861267967796784
1959,-0.12069462223565774,-0.09556206265392224,-0.08963574804317129,0.05539467375678875,facultad de contaduria y administracion,0.09496452354656236,3.206680764825766,3.6995151418453247,5.097404115038074,3.7981407756472145,0.18655411242628836,0.4132964822449591,0.020208870167491455
1959,-0.2062926124803228,-0.05636259177605641,-0.07615512928087019,0.02959026361615927,facultad de derecho,0.1278681283336988,12.613864265066413,1.7328325784483285,4.954339970509246,1.4592631739329902,0.22892918366239562,0.45060142316839547,0.021302907563475013
1959,0.17677489608475222,-0.11450338163999116,0.456857584315069,0.1388389552955708,facultad de economia,0.04368243321017608,3.1642187254901115,2.443182070337625,60.91071210518222,10.974964945806237,0.521876897502212,0.6212619702421501,0.04142949251278398
1959,-0.1294424353173734,-0.00420276607280595,0.0676031898285559,6.734336149096989e-4,facultad de ingenieria,0.1402341955209359,5.4466036303089576,0.01056663602354731,4.281672854212836,8.289286586419326e-4,0.14609466825105075,0.40059692528506907,0.0190169518954184
1959,0.15794929747461353,-0.05451041625419177,-0.05331562034750559,0.03958475810000795,facultad de medicina,0.19300729914235443,11.161630058809145,2.4464994105290243,3.665285798508575,3.9418797356507462,0.17980232061851903,0.3586121639255641,0.021236907457425607
1959,0.07830634196353288,0.2884793199545331,0.06204456783014083,-0.10235364785645756,facultad de quimica,0.05824537129095553,0.8278921884179646,20.677744960761153,1.497938982168513,7.953196539032298,0.3219906813246189,0.4640001765224754,0.029598401986258037
1959,0.19339163183085423,-0.1086718746517256,-0.04231268282910631,7.764526972337788e-4,fcpys,0.01348879311056002,1.1694103762471808,0.6795474649047396,0.1613390130463488,1.059928928382094e-4,0.2258337122962571,0.38098866412545995,0.024044848738191165
1959,0.5957028570264895,-0.44075095312397505,-0.07532155347882728,-0.2912366958697286,ffyl,0.02854031080469179,23.4766733773448,23.651440880004987,1.0817388132915011,31.55182865314876,0.7997596176281941,0.8349632993223898,0.059534205604819576
1959,0.2173748456458758,0.30819679351222357,-0.19231766566814673,0.14121317588970547,fmvz,0.02472241644962241,2.7078710837231252,10.017504242148924,6.108779550848592,6.42561949885909,0.44627831296589626,0.5321459131737457,0.03684949260410942
1959,0.48177946911127767,0.4964595770430311,-0.04007221876018111,0.02032777055379541,fo,0.02849938537922382,15.333827208658676,29.96509543058818,0.30573661322141843,0.15349302322743777,0.6932550536901563,0.7127702317856072,0.052294798170254425
1961,0.0616816201029624,-0.04834836316472407,-0.10652699988485166,-0.03161907801057933,enap,0.02948685743839713,0.24662251965387536,0.4267287844120268,4.222289082082101,0.6032009164094727,0.13597777126405813,0.343003059069211,0.020311650489662044
1961,0.3222967843478147,0.06822822740937018,0.1615979095486786,0.08564340748791774,eneo,0.01109121160762824,2.5326993104206283,0.31964437416765484,3.654690041350024,1.6645696276375457,0.3768009896921861,0.42268633828333296,0.031788294227843
1961,0.3007542702322335,0.1481273228601446,0.13885831084699693,0.0214868835126153,escuela nacional de musica,0.01342583583774532,2.669670320392712,1.823776340931621,3.266518862276558,0.12683037888068183,0.36350811750909057,0.41623465301469653,0.030596577119184683
1961,-0.19950365964627303,-0.05978962941398767,0.06184822321500526,0.01928913557450162,facultad de arquitectura,0.13996423050525092,12.246485996106736,3.0976238630728647,6.755719325675921,1.065559463183432,0.21811415236930992,0.4131101254206819,0.019664307275510846
1961,-0.06372876042369013,-0.09682215696055078,-0.08715661575735138,-0.03774146706825803,facultad de ciencias,0.05418586710557763,0.4837819557768493,3.144817385015218,5.1938191861114635,1.5792783496152365,0.14985519340474196,0.36626357511953794,0.01930078275576251
1961,-0.18586356669264273,0.04560203793584933,-0.07008789111669347,-0.01665082330467655,facultad de contaduria y administracion,0.10288533019668622,7.813303342386703,1.3245911713715908,6.377339285769085,0.5836600641509981,0.2044856319781958,0.40622300994336524,0.01963568265944602
1961,-0.2439983443755253,-0.0377737149259204,-0.05619192430946539,0.0290724593838688,facultad de derecho,0.1171002238160926,15.325836219953388,1.0344202630682988,4.665579743937568,2.0251461397848955,0.2548819056926747,0.44138162330172126,0.021248380060693538
1961,0.02431723175328265,0.11203686712963996,0.11297581547855802,-0.06838295110508257,facultad de economia,0.04487746444777946,0.05833769629038712,3.4874671158339523,7.227687435257859,4.293970813364243,0.1748809602022266,0.35832865562927046,0.020885449114788096
