colus,infdist,infudist,infvar,infdisp,infudisp,infvarp
admin_conf,0.15089496129973445,0.2119422723055251,0.5862702947820253,21.46160570996973,20.379773095295437,0.6834208368367523
admin_espe,0.15187668837984314,0.2128249975148253,0.24281504819593636,21.60123555132832,20.464653469915103,0.28305180206396313
admin_serv,0.15086023353999434,0.211559489028734,0.5980598812096787,21.45666642319492,20.34296573147502,0.6971640694276884
admin_obre,0.15092497948879746,0.21191652691347773,0.5210548511292927,21.465875160269782,20.377297490771305,0.6073985763324886
admin_admin,0.14957443997569286,0.20999114458591706,0.5224481210899512,21.273789577846582,20.19215813876505,0.6090227243251934
admin_auxadm,0.1502755539006192,0.21065771972926728,0.3820663731924583,21.373508153502993,20.256254130681466,0.4453783908520454
admin_prof,0.15122132624021123,0.21247150311410212,0.5721801832430913,21.508024196112267,20.43066244208083,0.6669958603288743
admin_total,0.1466134095311049,0.2048843971990152,0.12909252443861874,20.852645840841795,19.70110766606829,0.1504843787352581
admin_conf_f,0.15124608092535807,0.2124626919297996,0.66888425319965,21.51154502469077,20.429815183368195,0.7797247108325539
admin_espe_f,0.1512189142757654,0.2124304643996051,0.6766595118217964,21.507681145360426,20.426716274662343,0.7887884034696594
admin_serv_f,0.15123045343736097,0.2124485995908444,0.6842229760562333,21.509322346194796,20.42846010367048,0.7976052053825136
admin_obre_f,0.15119050073038298,0.2123982932267663,0.6984885858382199,21.503639921567615,20.42362278512138,0.8142347618549538
admin_admin_f,0.15119976181685624,0.21239107180106465,0.6747977535686829,21.504957114564803,20.4229283931267,0.7866181342360739
admin_auxadm_f,0.15121550313398424,0.2124274184117485,0.6822916787035496,21.50719598283878,20.426423381032897,0.7953538737617593
admin_prof_f,0.15124488491161714,0.2124623640162363,0.6612394126031944,21.51137491711984,20.429783652121774,0.7708130477235511
admin_total_f,0.15120343109269863,0.21240139912872635,0.684051110705397,21.505478991178123,20.423921439922587,0.7974048603148253
docen_emet,0.1512178201903831,0.2124396090189743,0.6732489384848606,21.50752553493523,20.42759559555364,0.784812665819693
docen_tct,0.15126771214723933,0.21286227437984429,0.4327550199864021,21.514621606910886,20.468237908463045,0.5044666266340055
docen_mtt,0.15126115531085293,0.2124999199387162,0.4560012082962146,21.513689036094622,20.433394924050678,0.5315649285765652
docen_catt,0.1466194837102227,0.2046032849607754,0.4631663173460083,20.853509763905333,19.674076703498546,0.5399173640767423
docen_ayut,0.1523430200950916,0.2123704402426757,0.06047638878038697,21.667561340582715,20.420944520471213,0.07049789934269754
docen_tect,0.15122996284843537,0.2124702349817541,0.6732769222275152,21.509252570332198,20.4305405020392,0.7848452867336181
docen_totalf,0.14454814566152518,0.20107729411225572,0.32549052563710745,20.558905887736785,19.335027335728576,0.3794273893683321
docen_eme_f,0.15118923382892924,0.21239667048490496,0.6992873377297855,21.503459731724032,20.42346674682583,0.8151658745021698
docen_tc_f,0.1511934731817104,0.21240553887985814,0.6879128295426682,21.504062689682808,20.4243195067538,0.8019065025485962
docen_mt_f,0.15121647522935033,0.21242658614694543,0.6538296354027011,21.507334242773236,20.426343352789086,0.7621754002421657
docen_cat_f,0.15121528576666066,0.21241645713736634,0.6772736107544546,21.507165066950318,20.425369375702513,0.7895042644133115
docen_ayu_f,0.15121505508317523,0.21242207514043987,0.6796671111468982,21.50713225712045,20.4259095870848,0.7922943904963344
docen_total_f,0.15120929135663486,0.2124094133785006,0.6796550672078183,21.50631248934713,20.424692067651314,0.7922803507624472
inv_tc,0.1516914651969824,0.21321702926167363,0.6570823418668112,21.57489148466988,20.502350140617033,0.7659671109828795
inv_ay,0.1514421037382364,0.21260855558971758,0.48454048870418376,21.539425109512138,20.443841022855718,0.5648334381236586
inv_eme,0.15121476029385128,0.21242068429210892,0.683582268594364,21.50709032959561,20.42577584701923,0.7968583266242761
inv_mt,0.15121463280402525,0.2124262880996447,0.6697288901292069,21.50707219687365,20.426314693398513,0.7807093121032624
inv_tec,0.15132091409671566,0.21253078355201782,0.5842388644336012,21.522188455086784,20.436362682342338,0.681052779234223
inv_total,0.151964226742769,0.21346800077116357,0.48558791780537547,21.613686025574964,20.526482855441454,0.5660544361500548
inv_tc_f,0.15119229001301215,0.21240188559491968,0.6932913874644697,21.503894409046588,20.423968217144193,0.8081763384734391
inv_ay_f,0.1512036021528934,0.21241733885192682,0.6814226900016251,21.50550332086032,20.42545415889598,0.794340885399298
inv_eme_f,0.15118923382892924,0.21239667048490496,0.6992873377297855,21.503459731724032,20.42346674682583,0.8151658745021698
inv_mt_f,0.1511952994538588,0.21240347890839928,0.6914906476379485,21.50432243813584,20.424121425689286,0.8060771989978087
inv_tec_f,0.15119966161872667,0.2124079444491328,0.6830992339662458,21.504942863507434,20.424550819532744,0.7962952485821039
inv_total_f,0.15119335796263456,0.21240246243730776,0.6932874596644467,21.504046302214636,20.424023684686617,0.808171759799741
n,0.0209030733524439,0.028860565973187757,0,2.973018545832091,2.7751508915007412,0
fem,0.15126221568998421,0.21247071352224056,0.6567814169427919,21.51383985252098,20.430586517147113,0.7656163199480467
pert,0.15117542261611194,0.21235790303601476,0.6801031488027576,21.501495379824487,20.419738977923142,0.7928026837227047
perm,0.15117471753592615,0.21235562432897326,0.6791126792064688,21.5013950971324,20.419519863859904,0.7916480839307969
pern,0.15118397044882603,0.2123583104400869,0.6721373430294193,21.502711127612248,20.41977815275343,0.7835168684662487
num_Salones_de_clase,0.15126303172862443,0.2123181888201482,0.6613036196362714,21.51395591669827,20.415920170569546,0.7708878944702937
cap_Salones_de_clase,0.1341292771042577,0.1752267898867942,0.9894591436166991,19.07704296140679,16.84931552003928,1.1534218976551038
num_bibliotecas,0.1512028026353589,0.2123828923728034,0.6848351905494638,21.505389606459676,20.42214188229901,0.7983188696172719
cap_bibliotecas,0.14856169352320603,0.2078139345001384,0.19204448266127372,21.12974788911008,19.98280373746376,0.22386807282986496
num_auditorios,0.15119708184947234,0.2123961151322774,0.6905584657805264,21.50457594608301,20.423413345678362,0.8049905457753043
cap_auditorios,0.16014923279439297,0.2272800644959625,3.0027733865342867,22.77782942109058,21.854612074908285,3.500361384366883
num_laboratorios,0.15212394310672228,0.21331104230542375,0.6115279218585528,21.636402288590443,20.511390170615694,0.7128638920056464
cap_laboratorios,0.20223203334527884,0.27779995169263316,0.35110443128755264,28.76321465075629,26.712462406832035,0.40928576184615517
num_talleres_de_docencia,0.15379967099623537,0.21759573146016142,0.5219239254155355,21.874739015888395,20.9233938346679,0.6084116644614004
cap_talleres_de_docencia,0.20434792486028225,0.3125733565692631,0.8228422514638396,29.064155311921716,30.056175265185136,0.9591950079768835
num_cubiculos,0.15105828967912338,0.21224835227188,0.5950499512915997,21.484835705520943,20.40920488441175,0.6936553656067003
cap_cubiculos,0.15416011950854425,0.2167009571963413,1.1800098750277783,21.926005166747814,20.837354856837763,1.3755486905011118
num_cafeterias,0.15119817628701793,0.2124061762064634,0.6914256139647676,21.50473160659596,20.424380790288517,0.8060013886288655
cap_cafeterias,0.15173155618596446,0.21336065680415217,0.2830314456448235,21.5805935769773,20.51616096133773,0.32993243757236235
num_oficinas_administrativas,0.1511051576314908,0.21222322235043278,0.6387361106822738,21.491501677038343,20.406788461810326,0.744580735482482
cap_oficinas_administrativas,0.15109312249539708,0.21204939348132845,0.44466179825090535,21.489789934357976,20.39007356642291,0.5183464708594101
